,Comentario
2064,"Buenos dulces, solo que algunos muy caros"
2065,Muy ricas s los dulces la gloria y las paletas de chile
2066,"Tienen dulces típicos muy variados a muy buen precio, para que puedas llevarle a todos tus familiares, pero eso no es todo, cuentan con un museo en donde además de ver la exposición e historia de los dulces te muestran el proceso de fabricación de algunos de ellos. Una gran experiencia!!"
2067,"Para pasar por un recuerdo solamente, por qué los precios están algo elevados, los cocos envinados, están súper, es lo único que lo vale"
2068,Un lugar donde conocerás la historia del dulce mexicano. La visita es guiada por personal con excelente atención.
2069,Gran variedad de dulces típicos de cajeta así como ates y fruta en conserva! Excelente atención! Siguen normas covid
2070,Gran variedad de dulces y una historia dulcera muy interesante
2071,"Excelente calidad de dulces, sin embargo es un lugar muy pequeño."
2072,"Es muy bonito y agradable, venden muchos dulces y otro tipo de artículos pero los precios son excesivos."
2073,"Es un lugar básico para visitar cuando se toma el tour en bernal, hay dulces típicos queretanos y mexicanos. Además con la compra del boleto del tour hay un 10% de descuento en la compra total, muy recomendable pasar por ahí"
2074,"Lugar obligado para comprar dulces típicos de buena calidad. Si bien el precio no es el más económico por ser un punto de venta turístico, lo compensa la variedad y frescura de los dulces y productos que se venden ahí. Cada par de años que estamos por la región llegamos aquí a comprar dulces para consumir y para regalar."
2075,"Muy ilustrativo, los guías son muy amables y te cuentan la historia del lugar y de algunos dulces. Tienen una sala donde es un museo de todos los dulces mexicanos y realmente es un viaje al pasado al ver dulces de antaño. Al final la tienda es super surtida y los productos muy ricos. Bastante recomendable el recorrido."
2076,Muy ricos me encantaron sus dulces
2077,"No puedes ir al pueblo mágico de Bernal sin traer dulces de este lugar, son deliciosos!"
2078,Riquísimos dulces artesanales
2079,"Muy buenos dulces, precios accesibles."
2080,"En la entrada de Bernal, tiene varios locales para comer también. Es la meta en el evento de Kerenda."
2081,"Es muy atractivo el lugar, la explicación es buena, tiene historia!! Los dulces deliciosos!!!"
2082,Super ricos y deliciosos los dulces excelente historia de como se fundó la fábrica y un gran recorrido
2083,"Este lugar ofrece buena variedad de dulces típicos, parada obligada en el tren turístico"
2084,"Muy bonito,interesante, y la entrada a buen precio, tan solo 25 pesitos,los dulces están un poquito caros a mi parecer , pero vale la pena por lo bonito del lugar!! Los baños limpios, la gente amable, y la degustación es simplemente genial!!"
2085,"El museo es pequeño, sin embargo la guía que me tocó, le.pone bastante interes a su trabajo. Es de esos museos que los recorres en 15 a 20 min, pero tiene muchos muchos detalles en su recorrido. Existe una  cocina típica mexicana con muy buenos detalles. Muy bien cuidado. Y al final, por supuesto, la tienda de dulces con gran variedad y surtido. Recomendable."
2086,"Dulces típicos de Bernal. Con un sin fin de variedad de los mismos. Las glorias son suaves y ricas. No llegan a ser empalagosas, aunque yo no las prefiero. VAle la pena darse una vuelta porque siempre hay algo para el gusto de cada quien."
2087,"Un lugar muy bonito con dulces e historia Méxicana, la información muy buena lo recomiendo ampliamente"
2088,Exelente buenos dulces
2089,Excelentes dulces muy ricos
2090,"Muy ilustrativo el paseo y los dulces muy ricos,"
2091,Muy rico algo caro
2092,"El museo lindo, muy corto todo el recorrido; por eso mismo va rápido y no puedes apreciar todo lo que contiene. No hablan mucho del origen de la dulceria, o la elaboración; solo de ingredientes, tipos de dulces pero nada muy espectacular."
2093,Muy bonito lugar y el recorrido precioso
2094,"Nuestra visita no fue afortunada, solo estaba abierta la tienda en la planta baja y no pudimos ver nada del museo. Los dulces en la tienda estaban muy ricos, pero a precios muy altos y tampoco pudimos adquirir sino unos pocos. Sería mejor que en los recorridos guiados y acceso se informara claramente el horario de visita del museo."
2095,"No puedes irte sin llevar dulces de Bernal, el ate con dulce de leche una Delicia, hay muchas opciones para todos los gustos, con fruta o con nueces, todos artesanales y muy frescos, los previos accesibles y todos son familias locales, también hay opciones de pan dulce muy recomendables"
2096,Muy ricos
2097,"Soy queretana y me da mucho gusto que cada vez tengan más variedad de dulces. Ojalá que los turistas visiten y, sobre todo, compren artículos que sí se elaboren en la región y no el montón de ""chacharas chinas"" que desafortunadamente también encuentras en Bernal."
2098,"Lugar de dulces tradicionales mexicanos! Te pasean por la típica cocina mexicana, los ingredientes mexicanos típicos!! Y desde luego puede probarlos y comprarlos!! Vale la pena la visita! Además en la tienda hay juguetes artesanales mexicanos!"
2099,"Llegamos al lugar con la intención de visitar el museo del dulce y no hay nadie ahí para atender a los visitantes sólo una triste cartulina con el costo de entrada pero no pudimos entrar porque no hay personal y eso qué era Sábado, osea fin de semana, compramos unos dulces en la tiendita de afuera del museo por cierto bastante caros está más barato en el mercadito del centro, había 3 jóvenes en amena plática entre ellos y muy poco dispuestos a atender, de mala gana respondieron a una pregunta sobre unos dulces, el trato muy cortante y seco, para vivir del turismo."
2100,"Los dulces muy ricos, buena atención,  el problema es que aún qué si hay estacionamiento los del trolly turístico no dejan usarlo!."
2101,"Muy tipico, dulces tradicionales muy deliciosos, es mejor si vas solo a que si vas en un tour ya que para poder escoger o probar los mejores dulces debes de ir tranquilo y con tiempo y en un grupo de personas no te dejan ni caminar por la catidad de gente que va y el lugar es algo pequeño....."
2102,"Es una tienda bastante completa de dulces mexicanos, el recorrido del museo es corto pero vale la pena"
2103,"Se encuentra en Bernal, es un negocio familiar que data de hace muchos años. Hay todo tipo de dulces tradicionales y un gran atractivo es su museo, te dan un recorrido explicandote la Historia y los diferentes dulces que procesan y también puedes disfrutar de como los laboran. Altamente recomendable."
2104,"Es un dulce pecado, pero vale la pena endulzarte el paladar un Fin de semana"
2105,"Es buen lugar para la explicación de la elaboracion del dulce pero se me hace un poco pequeño, bonitas instalaciones sin embargo no nos dejaron tomar fotos de nada,al final del recorrido te venden algunos de los dulces que elaboran."
2106,"La tienda es muy linda y organizada, el museo esta en la parte de arriba, cuesta $25 la entrada por persona, el recorrido es guiado, esta muy colorido y bonito, tambien dan degustacion de algunos de sus dulces, recomendadisimo!"
2107,Variedad de los mexicanos y sobre todo de Queretaro
2108,"Los costos son un poco altos, pero la variedad de dulces es increíble y vale la pena visitarlo"
2109,Deberían dar muestra de los dulces sobretodo a los turistas que no saben que comprar
2110,"Un pequeño museo sobre la tradición y el sueño de un hombre que escribio su dulce historia. La guía, una chica muy simpática que nos llevaba en el recorrido, recordando nuestra infancia y transportándonos a los ayeres donde el chocolate en polvo ""Paquin"" era una delicia el probarlo."
2111,"Muy x el lugar, me lo imaginaba con más opciones de dulces y a un mejor precio!"
2112,"Gran variedad de dulces típicos mexicanos.  Mis favoritos serán siempre los pequeños Ates, sobretodo los de guayaba con chile!"
2113,El lugar está decorado de una forma muy mexicana y atractiva. Desafortunadamente no te permiten tomar fotos ni video. Los dulces que ahi elaboran son muy ricos y a precio justo 👍
2114,Se encuentra una gran variedad de dulces tipicos. En la parte de arriba donde es el museo aprendes mucho sobre los dulces mexicanos y la cocina mexicana desde muchos años atras. Recomiendo mucho el lugar. Por cierto dan degustaciones en el recorrido.
2115,Tiene gran variedad de dulces y están muy ricos
2116,"Horrible, pésimo servicio. Llegamos 4:30 de la tarde y no nos quisieron atender, además los dulces están súper caros. Cero recomendable 👎"
2117,Muy bueno y caro.
2118,"Dulces riquísimos y precios buenos, pero sólo reciben efectivo!!! No tienen terminales para cobro con tarjeta..."
2119,"Variedad de dulces y tienen tanto sueltos como empaquetados, también en canastitas por si quieres dar de regalo"
2120,Deliciosos dulces!!
2121,"Es pequeño pero muy bonito e interesante,su visita es guiada y la entrada muy económica lo malo es que mantienen la puerta del museo cerrada y cuando entras a la tienda de dulces, si no preguntas te vas creyendo que no está en servicio... deberían poner un letrero o avisar que está abierto...los dulces de la tienda ahí mismo los hacen y su precio me pareció medio, eso sí, están deliciosos"
2122,Una grata experiencia en el recorrido con la narrativa de los guías que incluye degustacion y temina con la compra en la tienda. Aún cuando no seas afecto a los dulces sales cargado de ellos ya sea para casa o regalitos. Tiene opción a dulces sin azucar.
2123,Fue una experiencia muy bonita
2124,"No respetan los horarios para visitar el museo, se supone que el último grupo se atiende a las 6:30 y nosotros llegamos 5 PM y ya no quisieron atender ."
2125,Surtido de dulces típicos de la región. Todos muy ricos y a buen precio.
2126,"No encontramos los famosísimos ped*s de monja, pero las almendras con chocolate estuvieron exquisitas."
2127,"Me encantó la estructura interna, la gente muy amable y muchos dulces típicos..."
2128,"El horario de cierre que tienen publicado..NO se respeta,cierran antes.. Y pésima atención de las chicas,malas caras y respuestas peor.. 👎🏼"
2129,Muy buen lugar para comprar dulces típicos y artesanias
2130,"Un lugar genial para surtirte de dulces típicos de la región, hay gran variedad a buenos precios, si vas a peña de Bernal no puedes irte sin pasar ha este lugar. Recomendado"
2131,"Es un lugar muy bonito, y mucho más el recorrido, te cuenta la elaboración de algunos dulces y tiene muchas cosas para mostrar, cosas o herramientas tradicionales en la cocina."
2132,Buenos dulces un poco caros
2133,"Excelente lugar para comprar dulces típicos a buen precio, si tomas el recorrido del centro, con tu boleto te hacen un pequeño descuento."
2134,"El museo aunque pequeño es muy lindo, los empleados súper amables. Los dulces no son baratos pero el.precio alto es compatible con la calidad."
2135,Le falta más surtido para ser un museo
2136,Bastante variedad de dulces tradiciónales basados en leche de cabra con un buen servicio y amabilidad.
2137,"Delicioso!!! Siempre tengo que llevar mis dulces, mis favoritos..."
2138,Muy buen lugar donde encontrarás gran varuedad de dulces y artesanías de la región
2139,Lugar pequeño.... con infinita variedad de  dulces
2140,"Encuentras gran variedad de dulces típicos de Querétaro y los precios los considere accesibles, nos llevaron del tour que tomamos en el centro de bernal"
2141,"Muy buenos dulces, el recorrido cuesta $25 y te ofrecen 4 degustaciones. Venden  lagrimitas, un dulce que pensé que ya no se hacia"
2142,"Deliciosos los dulces y la cajeta, muy recomendable visitarlo al estar en Bernal."
2143,"Excelente lugar para conocer acerca de los dulces regionales... tiene un recorrido increíble por diferentes salas y algunas degustaciones de dulces, al final puedes comprar el que te haya gustado más... sin duda un paraíso para los amantes de lo dulce...!!!"
2144,Es un lugar muy bonito y los dulces están
2145,"Muy ricos los dulces, pero no me gustó que no tienen precio."
2146,Está pequeño el lugar pero muy ricos los dulces.
2147,Muy bueno para quien le gusten los  dulces
2148,Los dulces son muy buenos. Yo compré miel de agave. Es un lugar muy interesante y útil para conocer acerca de la elaboración de dulces tradicionales de esta región de Queretaro.
2149,Lugar agradable para comprar dulces regionales ya sea para disfrutar o compartir.
2150,Es un lugar pequeño pero muy lindo y con muchos dulces
2151,"El museo es un lugar apacible, el guía que nos atendió ofreció detalles claros del proceso que se llevan a cabo para la elaboración de los dulces típicos de la región. El lugar está ambientado con matices mexicanos."
2152,El hombre del tour se sabe perfecto la historia del lugar y atiende de maravilla. Muy recomendado visitar este museo.
2153,"Es un lugar pequeño, pero lleno de historia de los dulces clásicos de Bernal. El recorrido es guiado con degustaciones incluidas, además de una tienda con mucha variedad de golosinas."
2154,"Bonito lugar para adquirir productos de la región, los dulces de Bernal son muy ricos, es un lugar ideal para adquirir canastas de dulces para presentes de ocasiones especiales, el personal de la tienda es muy amable y servicial, te atienden y te orientan bien. Gracias! Saludos!"
2155,"Tienda de dulces artesanales típicos fabricados en Bernal, las glorias queretanas y los tamarindos son mis favoritos, cuenta con lugar de estacionamiento junto a la carretera, se puede llegar por cuenta propia o como parte de algún tour"
2156,Ofrecen gran variedad de dulces típicos y entre otros a buen precio.
2157,Muy bueno te explican como es la elaboración de unos dulces que ellos fabrican como eran las cocinas de antes y tiene  a la venta sus propios dulces que fabrican el costo es accesible muy recomendado
2158,"Los dulces muy ricos tienen un área destinada a la historia de esta dulceria y su fundador, solo encontré un detalle las personas que cobran de mal humor hasta cierto punto groseras y dicen que venden cigarros de chocolate como antes se vendían en México hace muchos años pero en realidad son de caramelo y eso es un engaño"
2159,Encuentras dulces muy sabrosos dulces como las lagrimas me sorprendi mucho .
2160,"Un lugar en el pueblo de la Peña de Bernal donde puedes comprar dulces típicos de la región, muy sabrosos."
2161,Están ricos los dulces
2162,Gran variedad de dulces típicos y a un buen precio si toman el recorrido en tranvía tienen 10 % de descuento en su total
2163,"Un lugar que al estar ahí te transporta al pasado del antiguo pueblo mágico minero de Bernal. Hay dulces típicos de la región y algunos tropicalizados, como las Glorias de Bernal, originarias de Linares, Nuevo León; deliciosas."
2164,"Excelente lugar para aprender y saborear los tradicionales dulces elaborados con leche de cabra,como natillas,glorias y cajetas....además de un variado surtido en dulces como mazapanes,palanqueta,obleas,etc.visitenlo no se arrepentirán."
2165,"Deliciosos dulces, poca variedad."
2166,"Excelentes dulces, variedad y buen precio"
2167,"Es un lugar lindo, pero le hace falta ser más grande por que están amontonados los visitantes, y falta un poco más de variedad de dulce típico"
2168,"Muy hermoso lugar. Hay muchísima variedad en dulces y excelentes precios, el servicio es muy amable y rápido. Todo está delicioso"
2169,"Dulces tipicos de leche de cabra, para loscamantrs de loscdulces tradicionales de la zona, encuentras cajeta, hasta ate de guayana una delicia"
2170,"Un lugar agradable, la exposición y la información que te brindan muy adecuada, aunque creo que la visita debería ser gratuita o por lo menos que lo que pagas fuera reembolsable en compra dentro de la tienda"
2171,"Pequeño museo escondido cerca del embarcadero del río Santa Lucía. A pesar de su tamaño esconde muchas sorpresas agradables, especialmente para los más pequeños. Una visita obligada al ir a Monterrey."
2172,"Me encantó , todos sus productos se ven deliciosos, y los que probé no me deseccionaron, gran variedad y sobre todo descuento con cupones, lo ame"
2173,Esta bien
2174,Mucha variedad de dulces
2175,"Es un lugar muy bonito he interesante no puede faltar en su visita a Bernal, y aprender como se realizan estos deliciosos dulces tan tradicionales."
2176,"Dulces tradicionales, rica cajeta...vinos, juguetes, pay con cajeta...los precios son regulares. La atención es buena, solo que los fines de semana hay mucha gente. Hay pocos lugares de estacionamiento."
2177,Sobre todo las pepitas
2178,"Lugar histórico, antes fue dulces de Bernal, ahora conserva la gran variedad de productos que se vendieron durante muchos años...les recomiendo una canasta llena de todos los dulces que producen... riquísima..."
2179,Me deliciosos dulces y agradable lugar
2180,Muy buenos dulces y un excelente servicio y con todas las medidas de seguridad sanitarias
2181,"Lindo. No es cara la entrada, y está muy bien decorado el lugar. Al final te hacen descuento en la tienda, así que vale la pena pagar la entrada y son como 10 minutos"
2182,Está muy caro
2183,Sencillo pero muy limpio
2184,"Hace mucho no recordaba diversos dulces que ya no hay de venta al público, hasta que los volví a ver en el recorrido que dan en el Museo del dulce"
2185,"Excelentes dulces tipicos, precios moderados"
2186,Lugar surtido y céntrico. Precios accesibles. Cuenta con estacionamiento.
2187,Un bonito recorrido de historia y de como hacen los dulces típicos de la región hasta con muestras. cuenta con una tienda donde puedes comprar de los dulces y juguetes típicos.
2188,Exquisitos!
2189,"Dulces varios, imposible no comer lo que llevas de recuerdo 😬🙊"
2190,Es maravilloso ver el trabajo tan ingenioso para elaborar estas máscaras me quede impresionada de la creatividad y paciencia de las personas ademas se exhiben no solo artesania mexicana tambien hay de otros paises....felicidades
2191,No me dejaron pasar con mi perrita
2192,"Definitivamente vale la pena dedicarle el tiempo a realizar el recorrido en tu visita, es muy interesante ver como se elaboran los dulces de manera artesanal"
2193,"Tienen toda clase de dulces tradicionales, debes llevar buen presupuesto porque tienen gran variedad."
2194,"Gran museo en Peña de Bernal para conocer un poco de la historia del dulce en México, si te gustan los dulces no puedes dejar de ir o pasar por la tienda."
2195,Exquisitos dulces típicos de la región del semi desierto
2196,"Muy limpio el lugar, de precio... Más o menos"
2197,"Es un lugar acogedor con historias artesanales en materia de dulces regionales. Las guías son claras y precisas, la visita es amena y hay tienda artesanal"
2198,Ricos dulces tradicionales. si tomas el turibus de ahí. mostrando el boleto tedan descuento  cuando te llevan
2199,Dulces regionales
2200,"Los productos gourmet miel, mermelada, cajeta muy buenos. Los demás bastante normales y de museo no tiene nada es una tienda de venta de dulces"
2201,Muy Ricos dulces!!!
2202,"Lindo lugar, y exquisitos dulces la cajera y la miel, deliciosa, y esas enchiladas Querétanas, y lo tradicional de aquí, los nopalitos en su madre,,,mmmmm,"
2203,Me parece un lugar un poco limitado en dulces .. es pequeño y el museo está cerrado antes de la 5 p.m.
2204,"Muy amplio surtido, y muy ricos los dulces."
2205,"Pues estaba más del lugar, la guía que me tocó explico muy rápido y se saltan mucha infomación interesante. Al final del recorrido te pasan a la tienda para que compres los productos que ofrecen."
2206,"Sus Dulces estan muy ricos y a buen precio, muy buena atencion."
2207,"Muy agradable y con variedad de dulces para degustar, el paseo termina en este lugar y no esta nada mal."
2208,"Muy buen museo, muy interesante, recorrido corto, las degustaciones súper ricas, excelente explicación y atención de Fátima. Todos los dulces súper ricos!"
2209,Está hermoso. Vale mucho la pena venir al recorrido y a comprar dulces. MUCHO MEJOR que el museo del chocolate en CDMX. Recomiendo 100%
2210,Linda historia y deliciosos dulces
2211,"Hay variedad, pero siendo honestos son dulces típicos que puedes encontrar en algunos mercados y apoyar más directamente a los artesanos"
2212,Espectacular evento de la vendimia pero tanta asistencia sobrepasa todo largas filas para todo comprar vino comida y no se diga el baño para este evento creo les falta mas organizacion por lo demas el pizado de uvas espectacular
2213,Excelente y delicioso pan
2214,Gran variedad de dulces y a precios bastante accesibles
2215,"Dulces de calidad y precios accesibles variedad y buen servicio, recomiendo una bolita de café, esta buenísimo."
2216,"Los mejores dulces de la región así como el recorrido por el museo es bonito, sencillo y rápido, vale la pena dar una pequeña parada en este lugar."
2217,"Deliciosos dulces, vista preciosa hacia la Peña de Bernal."
2218,"Dulces de una enorme tradición, deliciosos y muy buenos. El museo podrá ser pequeño, pero refleja una historia hermosa."
2219,Muy buena la explicación  de la elaboración de dulces  y puedes comprar una gran variedad de dulces típicos
2220,"El recorrido es rápido, la decoración es bastante bonita, podrían hacerlo más dinámico y extenso. Y explicar más de cada uno de los dulces que se exponen."
2221,Gran surtido de dulces. Está muy bonito y ahí te llevan los de las excursiones
2222,"Si vas a Bernal y te subes al camión cito te llevan a la casa del dulce, pero sus precios son más caros que en otras tiendas"
2223,Para quien gusta de dulce artesanal esta bien
2224,"Es un lugar típico de Bernal, no te puedes ir del poblado sin haberlo visitado, por lo tanto es triste que no atiendan a su nombre y sólo vendan DULCES, han agregado juguetes y otros artículos chinos."
2225,Buen lugar para adquirir dulces regionales y algunas artesanías de la zona. Suelen ofrecer descuentos si lo visitas por medio del tranvía.
2226,"Pues en el recorrido es una de las paradas y debería tener agua refrescos y hasta bebidas, asi como mas cosas económicas de recuerdos del lugar"
2227,"Gran variedad de dulces tradicionales a un buen precio, así como cuenta con su propio ""museo"""
2228,"El recorrido es breve pero lindo, mucha variedad de dulces y muy ricos"
2229,"El museo está pequeño pero bien explicado, los dulces son buenos pero algo caros"
2230,"Los dulces son sabrosos, aunque no hay tanta variedad de sabores. Además de dulces pueden encontrar  también algunos juguetes típicos que igualmente están a la venta."
2231,"Peña de Bernal ,un lugar mágico,y pasar al museo del dulce y ver la gran variedad de dulces típicos Mexicanos ,lo recomiendo ampliamente no dejar de visitarlo"
2232,"Es un pequeño lugar, pero encuentras dulces tradicionales y algunas artesanías. Te dan una buena atención"
2233,Son precios accesibles y sin duda recomiendo las obleas son deliciosas
2234,Variedad en dulces típicos!
2235,"Gran surtido de dulces mexicanos, mi favoritos son los pequeños ates de guayaba, sobretodo los enchilados!"
2236,"Lugar muy variado en dulceria tradicional, las morelianas, galletas, cajetas super deliciosas y a precio accesible"
2237,Es una buen lugar para parar a comprar dulces locales. Los dulces son típicos locales y hay de muchos tipos. Es bueno para conocer un poco de la gastronomía local.
2238,"la atención es genial! te dan explicación de cada salón e incluso un poco de historia, venden una gran cantidad de productos; sin duda volvería!"
2239,Lugar amplio limpio ordenado Buenos precios y sabrosos dulces regionales
2240,Muy rico con dulces tradicional artesanales y sobre todo super ricos
2241,"Es una propuesta modesta pero interesante, si tienes la tarde libre y andas caminando en Bernal lo puedes agregar a tus recirrido, pero no como punto central de tus actividades."
2242,"Muestra hermosa de la cocina mexicana, sale uno enamorado de nuestras raíces mexicanas. El recorrido es pequeño y lleno de dulzura!"
2243,El costo es elevado y la exhibición es con pocos elementos.  No dejan sacar fotos  y sería muy bueno al menos permitir una foto en su cocina.
2244,"Hola , para ser un museo me pareció que hay lo mismo que en una tienda,deberian tener un poco más de creatividad e historia del lugar y de lo que ahí se hace."
2245,"Una diversidad de sabor , elaborado a mano ,para llegar al paladar de todos , lo recomiendo"
2246,"La tienda es excelente para comprar dulces regionales y artesanales, el recorrido al museo no vale la pena"
2247,"A duadio a CARTERISTAS te roban dentro de este Walmart y el personal lo sabe y nadie hace nada, para evitarlo ni para apoyar a la persona robada... Ya les ha tocado a varios vecinos de la zona."
2248,Tienen muchos dulces tipos y artesanías.
2249,Está muy bien ubicado y tiene un facil acceso. Ofrece todo tipo de dulces :)
2250,Una muy buena reseña de la elaboración de dulces. Visita recomendable sabor 100% mexicano
2251,"Un gran lugar que vale la pena visitar, los dulces son deliciosos y el museo nos demuestra lo valiosa que es nuestra cultura"
2252,"Muy buenos recuerdos, me transportó a mi infancia varios dulces de los que ví. Otros dulces que no me imaginé que existieran, y desde luego, el dulce de leche una delicia!!!!"
2253,"Interesante, muy buen trabajo con la instalación y la decoración, falta capacitar a los guías, dicen la historia sin fechas, no saben nombres de dulces, artículos o utensilios y sobre todo fechas históricas."
2254,"Deliciosa la vista. Comida normal, nada espectacular. El servicio lento, pero bueno."
2255,Muy caro y muy pequeño. No vale la pena. Las dos probadas de cajeta más caras de mi vida. Encuentran más cosas interesantes en cualquier mercado.
2256,Un recorrido muy breve y falta mayor dedicacion a su proceso de dulces a mi gusto
2257,Un bonito lugar para conocer un poco de historia de probar unas ricas degustaciones de unos dulces muy ricos
2258,Muy caro
2259,"Excelente dulceria, con todo lo típico del pueblo, imposible no comprar algo. Los mazapanes de cacahuate, imperdibles, buenísimos"
2260,Deliciosos dulces típicos de la región!!
2261,"Los dulces de este lugar son riquísimos, es una experiencia buena y aparte la Peña de Bernal se ve hermosa a la vista de aquí"
2262,Me pareció muy corto
2263,"No se si considerarlo museo, pero de que hay dulces y juguetes tradicionales si. Visitenlo no saldrán con las manos vacías. 👏"
2264,Muy buen lugar donde encuentras diferentes  tipos de dulces a muy buen precio.
2265,"Venden productos muy típicos de la zona, artesanales, a precios accesibles."
2266,Es una tienda de dulces
2267,Hay una gran variedad de dulces típicos y los precios muy accesibles
2268,Los dulces están riquísimos. Te atienden muy bien.
2269,Excelente lugar para pasar y conocer un poco de la historia de Bernal!!. Los dulces tambien son buenos y apoyamos a los productores locales!!
2270,Es una parte muy importante del recorrido en Bernal. Está lleno de dulces y algunas artesanías. Todo es meramente decorativo.
2271,Me parece que los precios de los productos están elevados en comparación con el material que están elaborados. En cuanto a los dulces bonitos y artesanales.
2272,El lugar es una parada típica cconsiderar la cuando vayas de visita La Peña de Bernal. Encontrarás dulces típicos y sabroso a buen precio
2273,Bien
2274,Muy ricos dulces de leche
2275,"Me encantó, la chica que nos guió muy agradable, muy bonito lugar, lastima quería n dejan tomar fotos."
2276,Buen lugar no es tan grande pero encuentras gran variedad de dulces a precio razonable.
2277,"El lugar esta muy bonito, es interesante las historias, y lo mejor es probar el dulce de leche,todo esta exquisito, pero la cajeta y dulce de leche es genial."
2278,Excelente lugar con gran variedad de dulces y alimentos...las bebidas muy ricas!!!
2279,"Los clásicos, para los recuerdos y los regalitos."
2280,Riquísimos dulces
2281,"El recorrido del museo es muy breve, el lugar es bonito pero no puedes tomar ninguna fotografia :("
2282,La explicación ..nada grata..        con toda prisa.dulces caducados... no lo recomiendo
2283,Lugar pequeño pero bien distribuido. Mi parte favorita fue la línea del tiempo con dulces
2284,"Bonito lugar, dulces tradicionales y museo muy interesante y colorido"
2285,"Muy poca variedad de dulces, anunciando se como fabrica, vas pensando que es barato, pero no es asi"
2286,"Las glorias q nos vendieron sabían raro como rancias pero la fecha de caducidad era la correcta, aún así tenía muy mal sabor"
2287,"Un lugar con tradición que se agradece pueda ser visitado, me acordé.de mi infancia visitando la chocolatería La Cubana, en Santa María la Ribera, cdmx."
2288,"De museo no tiene mucho, pero es una excelente tienda donde comprar todo tipo de dulces típicos."
2289,"Excelente! Los dulces muy sabrosos y el tour entretenido, la entrada cuesta 70 pesos."
2290,Los mejores dulces del lugar hay mucha variedad y todo se antoja....cuando estén en Bernal pasen a este lugar
2291,Muy amables y amplia variedad de dulces y recuerdos a precios accesibles
2292,"Compré palanquetas de cacahuates y no están crujientes, no se sienten frescas. Ya les comentaré de los mundanos y dulces de leche."
2293,Deliciosos las pasas con chocolate y granos de café con chocolate
2294,Ya no hacen los dulces como antes sin embargo aún siguen siendo muy buenos.
2295,"Más que museo es una tienda de dulces.  Muy bien decorada, recorrido cortito y explicaciones regulares. Muy bonito lugar."
2296,Deliciosos los dulces y muy buen precio de los muñecos que tienen 👌💕
2297,"Muy ricos todos los dulces, precios accesibles."
2298,"Buen surtido de dulces, es más una tienda que un museo y también venden juguetes de madera."
2299,Bastante lindo . llegue a ese lugar por el recorrido en tranvía. Tiene algunas degustaciones 😛
2300,"Excelente servicio, amables, gran surtido, buenos precios"
2301,"Excelente surtido, el recorrido turístico también es de lo mejor. Lo único malo es que no permiten tomar fotos durante la visita guiada."
2302,Excelente lugar para los que nos gustan los dulces tipicos mexicanos.
2303,Hay gran variedad de dulces típicos y a precios accesibles.
2304,"Es agradable e interesante, la degustacion deliciosa , productos variados y todo riquísimo a buenos precios"
2305,"Me encantan. Estuve hace un mes y siempre me traigo una dotación inmensa. Hoy no me alcanzó y deseo saber si tienen envios. Vivo en Hermosillo, Sonora."
2306,Vale mucho la pena tomar el recorrido!! Y ademas al terminar esta la.tienda.de dulces. Los cuales estan muy ricos
2307,Lo que compre esta rico y  los recuerdos pero un Poco caros
2308,Hacen dulces deliciosos la chica que atiende muy amable
2309,Mucha variedad de ricos dulces y muy buen precio
2310,"Excelente lugar con historia. La cajeta con ajonjolí es deliciosa!, los dulces de leche, gomitas, conos de galleta con cajeta, Tamarindos, todo delicioso!"
2311,"Dulces un poco caros, pero de muy buena calidad. La cajeta riquísima."
2312,Ricos dulces típicos los muegqnos son deliciosos
2313,"Tienen buena variedad de dulces típicos, tradicionales y a buen precio"
2314,Buena variedad y precios accesibles.
2315,"Un bonito museo en el cual puedes encontrar los dulces que antes podiamos comer de diños como las rompe muelas, los platanitos y otros que ya ni se venden comercialmente"
2316,Este bonito museo se encuentra en peña y es una increíble muestra de las tradiciones y como se hacían los dulces.
2317,"Dulces típicos a un genial costo, el museo tiene un costo de $20 pesos"
2318,Además que esta en un pueblo mágico como Bernal. Una variedad de dulces artesanales muy buenos
2319,Dulces ricos de la región aunque casi dan en precio igual comprar x unidad que x mucho y si está algo caro y eso que es la fabrica tal vez por lo turístico q es Bernal
2320,Gran variedad de dulces.  Pequeño  me gustaría más espaciado  que mostrarán sus precios más grande.
2321,Dulces tipicos de las zonas aledañas. Un poco caro porque alli es Betnal Pueblo magico
2322,"Muy bonito lugar, con una enorme variedad en dulces"
2323,"Vale la pena el recorrido, solo cuesta 25 pesos. Lo único malo es que no deben tomar fotos dentro del museo."
2324,Bonito museo con precios económicos y dulces muy ricos!
2325,"Hermoso, barato, muchas artesanías y busquen gorditas de carnitas sobre carretera"
2326,La mejor experiencia y deliciosos dulces a muy buen precio vayan
2327,Dulces muy ricos! Pero el personal generalmente es poco atento
2328,"Empleados irresponsables, no me dejaron entrar diez minutos antes del cierre. Flojos."
2329,"Buen lugar pero sobretodo mucha variedad en dulces, tamarindo y vinos."
2330,Gran variedad de dulces típicos. Me desencantó un poco que no hubiera explicaciones sobre la historia de los dulces.
2331,"Excelente lugar recomendado al 100%, excelentes dulces, precios bajos"
2332,"Fui a visitarlo por qué lo ví en un programa de televisión de canal once, y la verdad esperaba más, pero el producto y el recorrido salvan la experiencia, ideal para ir en familia."
2333,Es bonito el lugar. Dulces típicos muy sabrosos
