,Comentario
1046,En taquilla no me dijeron que tenía que pagar para pasar a la exhibición de los aparatos de tortura
1047,Excelente lugar para visitar. Y conocer el proceso de momificacion.  Pregunten por el maestro jubilado como guía.  Le da un sabor a la narrativa y datos curiosos
1048,Algo que de debe de conocer pero nos es lo más impresionante de Guanajuato
1049,"Muy interesante (si solicitas que alguna persona te explique y obvio le dejas propina), te tardas mas en la fila de cobro que en recorrer el museo, te cobran a parte por el acceso al museo de culto a la muerte que es casi lo mismo y 35$ si quieres fotos, $,$,$ ;)"
1050,"Nada interesante desde un punto de vista cultural, arqueológico o histórico."
1051,"Un clásico de la museología mexicana. Ubicado en la zona alta de la ciudad a un costado del Panteón Municipal, rinde tributo a los cuerpos momificados de personajes de la historia popular local de Guanajuato, capital del Estado con el mismo nombre."
1052,Es un museo alucinante por los cuerpos que se exponen y el proceso de conservación que experimentaron.
1053,"La verdad es algo singular, las momias no son tan antiguas y te da a pensar que el tatarabuelo de alguien que vive cerca está exhibido en una vitrina, la ventaja es que puede invitar a la novia a conocer un pariente, no pensaba que fuera este tipo de momia, es increíble como algunas personas se toma fotos con las momias."
1054,Excelente sitio para visitar.  Quizá se pueden buscar otras alternativas de iluminación. Para evitar el reflejo en los cristales y asi poder tomar mejores fotos
1055,"El guía buenísimo! Nos explicó todo a detalle. Las momias las tienen muy bien conservadas y muy interesante toda la información e historias que tienen cada una de las momias. Solo váyanse lo más temprano posible por que hice 3 horas de fila en el calorón, llévense paraguas y vayan mentalizados.  Por la pandemia hay filas para todo."
1056,Si llegas temprano 8:30 am entras rápido hay mucha gente ya dentro del museo la explicación del personal es muy buena. Les recomiendo visitar este museo
1057,Si te gusta la cultura la historia y cosas de terror y la vida y muerte este es el lugar ideal para ti es una parada obligatoria si vas a Guanajuato lo disfrutaras y aprenderás un poco más
1058,Solo valida que al accesar haya disponible guía para que tu visita sea mucho más grata con los relatos de cada sección del museo. Y si quieres tomar fotos o videos y pasar a la otra sección del museo paga tu boleto desde el inicio.
1059,Demasiado caro para lo que puedes ver
1060,"Muy bonito e interesante lugar, más que nada es historia y como se dan las cosas para que los cuerpos se conserven de esa manera,  mis respetos para esas personas que un tiempo tuvieron vida .🙏🏻"
1061,Sin dudar un lugar que no puedes dejar de visitar cada vez que vienes a Guanajuato.  Exposición muy interesante. Puedes ver en que términos al final del viaje.
1062,Vale la pena entrar con guia para que te expliquen un poco de la historia y la experiencia sea mejor. El museo es interesante anque no muy agradable de ver para todas las personas
1063,"Es un punto clásico a visitar en Guanajuato, está a $30 pesos la entrada  Sólo que es importante saber que el recorrido es muuuy breve, son sólo unas cuantas vitrinas. También pueden darle la vuelta al museo y entrar al panteón para ver las criptas de donde sacaron las momias y sobre todo las vistas a la ciudad."
1064,"Me ha gustado, tenía tiempo queriendo ir, tienen otra sección, creo es culto a la Muerte, y tiene un costo extra, pero igual estaría bien que lo visiten. Me sorprendieron muchas momias, sus estados   ."
1065,"Es una visita que se debe hacer si gustas de los museos, para los niños menores de 12 años resulta interesante, fui en temporada alta y había mucha gente adulta que no entraba pues ""no era divertido""."
1066,"Muy interesante y definitivamente un lugar que no hay que dejar de visitar, pero las instalaciones están descuidadas especialmente la entrada, siendo un lugar que atrae tanto turismo demerita mucho el estacionamiento tan estrecho, los puestos en la entrada y no es tan fácil llegar de la ciudad..."
1067,Muy buen lugar !! Pero el precio para entrar es elevado y te cobran por tomar fotos o video eso no está bien está en $92 la entrada
1068,El precio de los boletos no es accesible respecto a la relación costo/ beneficio.
1069,"Interesante la história del lugar, tiene un costo de 88$ por adulto, hay guías que por una cooperación te explican."
1070,"Muy impresionante el museo, solomque en días festivos, vacaciones o fines de semana hay muchas personas."
1071,"Un lugar enigmático, se siente un ambiente muy interesante. La distribución de los restos son muy bien iluminados y se percibe tranquilidad. Aunque el recorrido es corto, vale mucho la pena. La inclusión a las áreas es adecuada para silla de ruedas."
1072,Visita obligada cuando vas a Guanajuato.
1073,"La fila es larguísima duré 2 horas formada, pero la vdd es que es algo que debes hacer si vas a Guanajuato. Muy interesante el museo."
1074,Los recorridos super express. No me gustó que te cobran por tomar fotos y la Explicación del guia a pesar de pedir cooperación voluntaria casi la exigió. Realmente considero que 🤔 les hace falta ser más sencillos con los visitantes y no querer aprovecharse. Hasta el baño es de 10 pesos.😕
1075,El estacionamiento del museo cuesta  15 pesos es amplio el museo la entrada son 15 pesos extra por ingresar tu cámara 45 pesos adulto y niños 23 pesos las momias de dulce típicas están en 4 momias de dulce en 100 pesos pero hay quien te da 3 por 70
1076,"Guanajuato muy bonito e interesante lugar en todos sus recorridos y en todas horas del día, su museo de las momias nos explica de qué época y de de dobde provienen su recorrido dura al rededor de 40 minutos."
1077,Experiencia nueva aunque algo teticra
1078,"La fila es muy tardada aparte está en el mero Sol, fácil estuve 1:30 min esperando para entrar a las momias... De tanto dinero que recaudan ahí, apoco no pueden poner sombras o arreglar la entrada"
1079,Lugar donde ves  y descubres lo sobrenatural al mirar las momias sientes que te observan
1080,"No está mal. Me lo imaginaba más grande por el costo de entrada. Aun así, cumplió su cometido. Que me incineran para no ser una pieza de colección del museo. Mi primo se la paso bien, al visitar a sus tías y caminando o en transporte es fácil llegar."
1081,"El recorrido es rápido, creo que le hace falta un poco más de información en caso de que no quieras el guía (cargo extra)"
1082,"Sitio muy interesante, ver los cuerpos demás de 60 personas mantener su fisionomía."
1083,Todo muy bien pero no entiendo porque pagar por tomar fotos no es mucho pero creo debería de estar incluido en el precio de entrada y que te cobren por el guía  te explique lo tengan como una obligación 🤷 🤔
1084,"El museo es accesible, no llevaba mi credencial de estudiante y me aceptaron mi tira de materias. Es pequeño, pero su exposición es muy particular, en mi opinión falta mucha información más complementaria y menos morbosa. Falta presupuesto al museo."
1085,"La entrada es algo cara para el estándar de los museos en México. Las instalaciones están bien, pero si podrían enfocar el museo de manera más didáctica, en lugar de la visión morbosa que se puede apreciar en muchas de las descripciones."
1086,Exelente museo
1087,Muy interesante la información que te ofrecen de cada momia.
1088,"Muy larga la fila, como dos horas para entrar. Se puede mejorar poniendo turno y una pantalla para ver qué número va, así el turista no pierde el tiempo y lo aprovecha para comprar artesanías."
1089,Un buen tour conocer el museo de las Momias es un poco tardado la entrada por la pandemia de 30 a 40 minutos pero vale la pena para los turistas
1090,"Es un buen museo y recomiendo que le expliqué el guía que está ahí, solo es de cooperación voluntaria y explica muy bien."
1091,"Un lugar lleno de historia, muy interesante. Lo único negativo es que la gente toma fotos con flash cuando hay letreros que dice (NO FLASH)"
1092,"El costo de acceso al museo es de 88 pesos adultos y ahora te cobran 31 pesos por usar el celular para tomar fotos!!!. El recorrido tarda no más de 15 minutos y la fila enorme para entrar, aprox más de media hora."
1093,Sin duda no te puedes ir de Guanajuato sin conocer este lugar.
1094,"Parada obligatoria. Para llegar el lugar se encuentra en pendiente, pero no tan lejos del centro, sin embargo son muchos los transportes que nos llevan a este lugar. El precio de la entrada es aceptable, con descuento para estudiantes y otros. Posee una gran colección. Recomendable pedir guía, ya que las mayoría de las descripciones de las momias no son tan informativas si no mas bien narrativas."
1095,Honestamente considero que este museo puede mejorar en muchos aspectos
1096,"Me encanta este lugar, los guías te explican super bien cada detalle, las historias etc muy recomendable"
1097,"Interesante lugar y tratan de guardar los cuidados sanitarios que requiere la pandemia, el precio no es tan malo, pero el personal no es muy amable al salir hay muchos puestos de artesanias y recuerdosa buen precio. Pero lo mismo de muchos lugares no cuentan con baño a pesar de pagar una cuota el baño es ""independiente"" y lo cobran, ese tipo de situaciones solo las he visto en Gto."
1098,"Una exposición bastante interesante, algunas tienen aspectos un poco sacado de una película de terror. Hay pequeñas descripciones acerca de cada una, aunque podría mejorar la experiencia si hubiera algún tipo de guía o alguna narración para ponerte en contexto. Los precios de entrada van desde los 50 pesos para estudiantes y locales, aunque si aumentan para turistas."
1099,"Las instalaciones están en muy buen estado, los guías tienen buen conocimiento del tema."
1100,Resulta un poco caro para la exhibición que cada vez es más pequeña. Si quieres visita guiada se paga aparte. Hay en Guanajuato mejores museos para visitar.
1101,Servicio en general: Tenebroso pero interesante experiencia. Es inusual e ideal para dar el paseo durante el recorrido de la ciudad majestuosa.
1102,"Es mejor llegar en taxi, en días feriados o fines de semana es un caos estacionarse, entras en grupos muy concurridos y la verdad es que no es fácil escuchar la explicación del guía, es un lugar muy pequeño y realmente lo que ven en mis fotos es básicamente todo. Los baños sucios y el costo es de 85 pesos por persona y 50 por niños."
1103,"Demasiada fila para mirar estas momias (son todas) no hubo guía, por lo que solo pude leer la poca información en algunas momias, no tenían el servicio guiado, la expectativa era mucho más para tan famoso lugar, lo que si es que los recuerditos son muy peculiares y económicos los precios también están en la galería... 🧟‍♀️🧟🧟‍♂️"
1104,"Es un lugar que tienes que visitar alguna vez en tu vida , ver a las momias y sus historias te hace recordar en la muerte , es una experiencia muy chida 10\10"
1105,"El guía no es muy atento, el hecho de pagar adicional para poder tomar fotos, de muy mal gusto,  ya estás pagando una entrada... El museo del culto a la muerte... nada extraordinario."
1106,"Llegamos el domingo 17 de noviembre (puente de la Revolución) a las 8:45 am y ya había una fila muy larga (el primero de la fila me dijo que había llegado a las 7:30 am). El boleto lo compramos siendo las 9:15 y salimos a las 10. Medio íbamos siguiendo al guía porque en ocasiones nos separábamos. Es impresionante. Sin duda hay que venir una vez en la vida y formarse su propio juicio. Muchas tiendas afuera para el recuerdo. El mejor de los consejos es llegar muy temprano, si bien en el puente se a acentúan las aglomeraciones, siempre es mejor llegar acá antes de que abra."
1107,"Muy interesante, recomiendo hacer la el recorrido con el guía para poder disfrutar más la visita"
1108,"El museo es maravilloso, como todo lo que hay por ver en Guanajuato capital. Sin embargo, el personal, un asco, son déspotas y te tratan de manera muy despectiva, al acercarme a la taquilla la señorita de muy mal porte y modo me casi grito ""¿Si? ¿Que se te ofrece?"" Era obvio, ¿no? Un boleto para entrar al museo 😒"
1109,"Experiencia única, ve con tiempo ya que la fila para comprar boletos es larga y lenta ya que hay 4 taquillas pero solo 1 funciona 2 horas de fila para 20 mi unos de recorrido"
1110,"Un clásico de Guanajuato que hay que conocer. Todo muy ordenado y el acceso es rápido a pesar del gran número de visotantes. El recorrido dura alrededor de 35 minutos o dependiendo de la atención que se ponga a la exhibición. Aquí podrás ver a ""Juanito"" la momia en exhibición más pequeña del mundo. Es un sitio histórico y lúgubre."
1111,Muy bonito museo no está tan caro a lo mucho $50 pesos por persona
1112,"Interesante museo en el que se exhiben varios cadáveres muy bien conservados debido a las condiciones climáticas y de humedad de Guanajuato. Existe una galería, historiografía y descripción detallada de cada momia. Un lugar que puede parecer lúgubre, pero vale la pena tener la experiencia"
1113,"Está padre la experiencia pero es un horror la espera, supongo que por pandemia pasan poco a poco, pero la espera es como de hora y media a dos hrs."
1114,"Visita obligada si vas a Guanajuayo, muchos de los tours que tomas prefieren evitarlo ya que la fila para entrar es muy larga pero vale la pena la visita muy informativa la visita"
1115,"Muy padre el museo aunque realmente no me gusta la narración de la gente que está dentro de el aparte de que te piden una cooperación extra, te presionan para que la visita sea rápida y no se disfruta mucho así, como consejo vayan a su ritmo vean todo y mejor lean las descripciones de cada sala."
1116,"Un lugar muy visitado y concurrido por lo que hay que tener paciencia para ingresar, el flujo es rápido sin embargo la presencia de grupos guiados hace un poco lento el circular dentro de museo. Con respecto a las Momias, es algo increíble, sobre todo por la historia de cada una de ellas."
1117,Muy impactante el lugar. Muy recomendado
1118,Nos cobran $33 para poder usar la cámara del celular.. una vez estando adentro todos pueden usar el CEL aunque no hayan pagado... Si ustedes van no vaya a a hacer ese pago.. es un robo
1119,"No hay protocolo de sana distancia, para el precio que se paga deberían tener más momias, poner guías que expliquen y cuiden los protocolos de sanidad. Muy mala atención en taquilla y el estacionamiento pésimo."
1120,"Espectacular, es una visita obligada y una experiencia increíble. No decepciona, recomiendo pagar por el derecho de tomar fotos dentro del museo, merece totalmente la pena"
1121,"La momias son super interesantes. El museo la verdad regular, escasa información, se ve que no han invertido mucho, el guía te daba información que aprendió en un programa de discovery channel."
1122,"No hay sana distancia ni nadie coordina afuera para que se lleve a cabo el protocolo de sanidad por SARS Cov 2 Covid-19, ya que se hace una fila de más de 50metros desde afuera del museo, sólo funciona una taquilla para todas las personas y abren y cierran las taquilla a su antojo, no tienen coordinación con los dos paquetes que ofrece el museo con su museo adjunto del culto a la muerte y las letras de las placas en las exhibiciones de las momias son muy pequeñas, no tienen acceso para personas con capacidades diferentes, mucho menos para adultos mayores, no hay salas de descanso y también no tienen un control sobre su estacionamiento, pareciera que están coludidos con los vendedores ambulantes o les dejan hacer e invadir el espacio. Muy buena experiencia haber conocido las momias pero el trato y atención muy mal."
1123,"Está bonito y todo pero no puedes escuchar bien al guía si es que pides uno, porque te ponen como con 80 personas y un guía explica para todos y no solo va un grupo si no 3 o 4 grupos por delante lo que hace al recorrido muy incómodo ha diferencia que si vas a tu paso leyendo todo"
1124,"Buena explicación del guia, lugar limpio pero desprolijo. Buena decisión hacer un nuevo museo. En general buena experiencia"
1125,"El lugar está bien aunque si me esperaba algo fuera de lugar, les falta bastante museografía"
1126,Interesante el museo no es costoso pero no informan que hay que pagar para entrar a otra sala dentro del museo .
1127,"La organización de entrada está de acuerdo a las reglas de sanidad, el guía explica muy bien, puedes tomar fotos sin flash, se le da propina al término del recorrido, excelente museo."
1128,"Me pareció muy mal el que siendo un atractivo turístico tan escencial, en Guanajuato  haya voracidad monetaria, además del costo -ingreso te cobran un extra por dejar utilizar camara fotográfica y los guías del museo, que se supone son empleados y cobran un sueldo, te ofrezcan darte reseña de la historia de las momias sólo si les das dinero!! Si no, te dejan ahí nadamás mirando 😤 eso está muy mal..me pareció exceso y no es por coda..que me exprese así, pero las cosas como son..es parte de su labor y su obligación explicar la exposición, porque no creo que estén ahí de gratis, entramos en grupos de 10 en 10 y querían coopera"
1129,"Un lugar obligado si visitas Guanajuato.  Es increible como se han conservado tan bien los cuerpos. Muy buen lugar para pasar un rato macabro. La entrada esta en $80.00 y hacen descuento a estudiantes, maestros y adultos mayores con credencial."
1130,"Hermoso lugar, lástima q los q cuidan quieren cobrar de todo, si ya estas pagando una entrada creo q lo más lógico esq saques las fotos q quieras, pero hasta para sacar el cel hay q pagar q chingaderas, de todo quieren cobrar"
1131,El costo es de:
1132,"El museo a las momias muy bueno, el guía muy bueno pero el ""museo al culto a la muerte"" es una estafa, pagas extra por ver una sala improvisada."
1133,"El lugar para llegar si está muy confuso y por fuera no es nada turístico, tienes que llevar credencial para que te tomen como estudiante aún y que lleves niños chicos, si es sorprendente lo que vez de las momias pero estando ahí si se me hizo una falta de ser pero hacía esas personas de como las exponen ante la humanidad, es la ultima vez que voy"
1134,"En guanajuato  no podíamos faltar al famoso museo de las momias de Guanajuato, era una época muy congestionada,la ciudad estaba muy llena y la verdad es que tardamos mas de tres horas en linea para poder entrar al museo. El recorrido total dentro el museo es de como 20 min o menos debido a que esta muy lleno es pasar con todos sala por sala. No me impresiono demasiado, pero dada la espera y el costo esperaba algo mas."
1135,Creo que deberían ser grupos más reducidos
1136,"Excelente lugar para conocer un poco más de la historia de este museo así como de las momias encontradas en este lugar altamente recomendado, como punto de referencia emblemático de la ciudad de Guanajuato ambiente 100 familiar y para aprender de la historia se recomienda visitarlo con tiempo por qué hay bastantes cosas que ver sobre todo para los curiosos de la historia"
1137,"Hay mucha gente, esperamos para entrar como media hora y el recorrido no es largo, pero es impresionante ver las momias, sobre todo un feto de 6 meses de gestación."
1138,"No fue de mi agrado, pero es una experiencia única"
1139,"Estaba atascado de gente, había una fila larguísima, no había orden ni sana distancia, todos súper desorganizado."
1140,"Aunque tuve que formarme por más de 1 hora, valió la pena aunque por respeto ala demás jente que quería entrar y ver alas personas en estado de momificacion lo tuvimos que aser lo más rápido posible"
1141,"El lugar muy bonito, había demasiada gente para entrar por lo que fue muy tardado el acceso y en mi opinión falta organización"
1142,"No puedes perderte este lugar único, las momias están muy bien conservadas, es increíble poder ver tantos detalles como el pelo, los ojos, las orejas, la lengua."
1143,"Es de los principales atractivos y de los que no se pueden perder el lugar si es cansado ya que el acceso es complicado, esta lleno y los pasillos son estrechos pero son impresionantes las vitrinas con las momias deshidratadas por el efecto del tiempo, a la salida si es enfadoso qu esten sobre ti con la venta de charamuscas"
1144,Un buen lugar para pasear y disfrutar del museo exelente ubicación
1145,"Decidimos que debía ser el primer lugar del dia en visitar, y llegamos al panteón a las 10 am aproximadamente y ya habia una fila interminable, tardas mucho en entrar y el recorrido dentro del museo dura aproximadamente no mas de 30 minutos, aun asi no puedes dejar de visitar el lugar pero debes sacrificar un poco el sueño y levantarse mas temprano para ser unos de los primero en pasar al recorrido y tener oportunidad de visitar mas lugares en guanajuato...aun asi nos dio tiempo de visitar otros sitios maravillosos, p.d. recomiendo que decidan incluir al guia en su recorrido la paga es lo que ustedes consideren pero es parte de la economía del lugar, apoyemos! Saludos, espero les sirva la recomendación, (el mejor viaje a lado de mi novio)"
1146,"Seamos claros, el recorrido es rápido y no es digamos una experiencia que valga la larga fila o incluso en costo de la entrada."
1147,Es un lugar típico para visitar en Guanajuato. Hay descuentos en boletos para estudiantes y maestros. Es interesante la historia.
1148,Un gran sitio turístico que puedes visitar en tus vacaciones y que cuenta con medidas preventivas por la pandemia
1149,"Se trata de 5 o 6 salas dónde se exhiben algunos cuerpos conservados con diferentes características, es parte de un panteón. Mencionan que a los muertos no se les realizó ningún tratamiento de conservación."
1150,"Es la segunda vez que lo visitó, y muy diferente a la primera vez, ya que en la ocasión anterior las momias estaban fuera de vitrinas solamente recargadas en la pared sin ningúna protección, lo cual se me hizo un buen cambio para la buena conservación de las mismas, de ahí en fuera una gran experiencia visitar este museo y adquirir un poco de historia de Guanajuato y de sus momias..."
1151,"El museo es pequeño, muchas zonas están en mal estado, algunos guías son poco pacientes y debido a la gran cantidad de gente que llega no tienes tiempo de ver todo con calma, lo mejor es tratar de ir en tiempos no vacacionales para poder disfrutarlo mejor"
1152,"Excelente lugar para turistear, solo que no vayan en temporada vacacional por que esta a full de gente y tienes que formarte hasta por 3 horas, pero aun así vale la pena la espera!!!!"
1153,"No vale la pena en absoluto el precio /calidad quizás el turismo vaya por curiosidad pero no lo recomiendo. No es por comparar pero hay museos que valen realmente la pena, y no les dan la misma importancia."
1154,"Una experiencia muy padre, un poco escalofriante pero altamente recomendada. Casi no compartí fotos por que grabé toda la presentación."
1155,"Enigmático sitio, al mismo tiempo tan apacible y tan encrespado, asombrosa la conservación y las historias que envuelven a cada una da las piezas."
1156,"Muy interesante, de preferencia tomarlo con recorrido guiado (no tiene costo, solo se le da una cooperación al guía), en temporada alta y días festivos es muy concurrido y en ocasiones se dificulta el estacionamiento."
1157,"Muy bonito lugar, la historia es buena."
1158,"Un muy bonito museo lleno de muchas momias, solo como recomendación creo que le falta un poco más de explicación, de igual manera por el costo del boleto creo que estaría bien que lo hicieran un poco más grande , no precisamente con más momias, si no con algún extra de historia o algo así ."
1159,"El museo es pequeño, pensé que estaría más grande, lo recorres en una hora aproximadamente, si vas rápido hasta en 20 minutos."
1160,"Tienen muy descuidado el lugar para lo que cobran deberían de mantenerlo en mejores condiciones, además de que en la taquilla te cobran extra si quieres tomar fotos con cámara o con el celular y ya estando adentro te permiten tomar las fotos aún cuando no hayas pagado."
1161,Están aplicando el filtro por contingencia y eso esta muy bien aunque tardes hasta 2 horas en entrar lo que no esta bien es que una vez adentro no hay organización todos se amontonan y así lo pide el guía o el que da la explicación no había sana distancia ni el personal respetaba
1162,"Interesante , organizado y un excelente detalle el contar la historia en primera persona de lo que fue un poco su vida por los seres humanos preservados ..."
1163,Excelente lugar  un buen museo sobre la muerte le falta un poco más de explicación sobre los cuerpos que están ahí para hacer una experiencia más perfecta
1164,Si está cool agradable la entrada no tan cara no hay mucha gente
1165,"Un recorrido corto pero interesante, el costo de entrada es de $80. Pero si vale la pena. Ya que si vas a Guanajuato y no vas a las famosas momias, tu visita ni tiene sentido."
1166,"El lugar muy bien, por lo que representa, pero un acceso muy malo, muy lenta la taquilla, tuvimos que esperar 2 horas para poder entrar, y no había tanta gente como en otras ocasiones, pero al parecer escogieron un mal día para capacitar a una nueva taquillera."
1167,"Esta limpio y bien conservado, solo falta alguien a quien preguntar y que te indiquen como es el recorrido, ya que solo entras y todos van para todos lados, no hay indicaciones ni quien lleve el orden en el lugar, pagas tu entrada y pagas por usar la camara y nadie te revisa ese pago, todos toman fotos sin haber pagado, hay guias pero te cobran el recorrido, pero siento que por el precio deberia de haver guias ya pagados, tambien hay una exibicion que se llama culto a la muerte el cual no vale la pena visitar"
1168,"Interesante museo con personal capacitado para explicar/guiar turistas, estacionamiento, hay opciones diversas para comprar artesanías y recuerdos del lugar."
1169,Las historias que relatan en este museo son increibles. Casi duro de imaginar que estas momias tienen mas de 100 años. Una experiencia inolvidable. No puedes perdertelo si vas a Guanajuato. Lo recomiendo muchisimo!!
1170,"Muy interesante, pero le quita puntos el que A cada rato están pidiendo dinero, de porsi  las entradas muy caras y aparte estar dando propinas.. Como que no... 🤷‍♂️🤷‍♂️🤔🤔"
1171,"Muy bonito, sólo faltó más organización en la vista, ya que no había guías que nos explicaran el proceso u originen de las momias, esto para agilizar la entrada al mismo"
1172,"Está muy caro, lo único padre son las momias, pero te hacen pagar por una visita guiada. De igual forma, no hay información como tal en el museo, tienes que pagar a fuerzas."
1173,Amontonan a la gente! Solo 1 persona explicando. No dejan caminar al resto de las personas que no van con muchacho de la explicación.  Bloquean los pasillos y no hay sana distancia.
1174,"Un lugar mundialmente conocido. Es un museo que definitivamente debes visitar, ya que no es algo muy común de conocer. Si quieres llegar a conocer más de ellas, entonces recomiendo un guía. Por favor, no tomen fotos ni vídeos con 'flash' ya que pueden dañar las momias. Me tocó ver gente que no les importaba esta regla, y por esta falta de ética se puede dañar algo histórico."
1175,Muy bueno y un gran clásico de la ciudad de Guanajuato solo traten de mejorar la manera en la que se organizan ya que la espera para entrar puede ser de más de una hora
1176,"Está interesante ver cómo se conservan los cuerpos y el tema que tratan de la muerte y la vida, me pareció que le hizo falta tal vez más historia o más interacción, más puntos de desinfección porque solo daban gel y ya"
1177,"Divertido, pero.... las momias no hacen nada, pense que iban a bailar o algo asi"
1178,"Tiene mucha historia, buena descripción de ciertas cosas dentro del museo"
1179,"Museo no económico, pero super bien cuidado y limpio"
1180,"Muy interesante el museo, es increíble ver los cuerpos"
1181,"Muy bonito el lugar pero la logística es muy lenta más de 2 horas para poder entrar y un recorrido muy corto para la espera, falta información con respecto a la exhibición"
1182,"Muy descuidado, llegamos, nos recibió un guía nos dio la explicación y nunca lo volvimos a ver,  nos unimos a otro grupo de más adelante para poder escuchar las descripciones. El acceso muy lento, y una vez dentro total descontrol."
1183,He podido visitar el museo en tres ocasiones y siempre me sorprende lo envolvente / mágico que es... Muy atractivos los cambios que hicieron en 2019. 💪🌎 #WanderLust
1184,"Lleno de vendedores ambulantes hostigosos y la exhibición es breve relativo al precio, además de ser morbosa. Hay muchas otras atracciones que valen más la pena."
1185,Cosas como las cajas de cobro son lentas para la afluencia de visitas
1186,"El entorno al lugar muy sucio,  pero el museo muy padre, la explicación del guía lo hace más interesante."
1187,"El museo está bien conservado, el guía muy bien, pésima logística  a la entrada, en puentes se tardan hasta 3 hrs en entrar,  poco estacionamiento, lo cobran y resulta que no hay lugar."
1188,"Para obligada si vienes por ves primera. Es un museo chico con un exposición muy interesante. Pero debido a su fama muchos turistas lo visitan por morbo, provocando que se haga sin respeto. Cabe resaltar que muchas de las momias que están ahí es por qué no tenían familia que cubriera la cuota del panteón o no podían cubrir la misma convirtiéndose en una ecsibision. El personal es descuidado dejando que la gente tome fotos con flash."
1189,"Hace bastantes años lo visite y en esta ocasión que acudí no ingresé porque ya lo conocía aparte en su momento eran 120 momias y ahora son 40 nada más y el costo se incremento, creo que realmente el estado quiere sacar dinero de cualquier manera."
1190,"Esperaba algo más organizado. Tiempo de espera de 1-2 hrs para un recorrido de 10 como máximo. Deberían agendar las visitas, así no estás debajo del sol esperando."
1191,"Es un museo icónico de la ciudad de Guanajuato aunque cobran demasiado para lo que es y lo que ves, por ese precio e incluso gratis puedes visitar y aprender de historia en otros museos también importantes de Guanajuato"
1192,"Las instalaciones del museo estan muy bien para el recorrido que es,  además   de que la entrada es accesible, lo que pueden mejorar es la organizacion al momento de comprar los boletos y que los vendedores no seas tan insistentes despues de decir que no vas a comprar nada"
1193,"Me gustó muchísimo, hay que llevar efectivo para poder pagar las entradas, los precios accesibles, al igual de la comida y artesanías."
1194,"Súper recomendable. Merece la pena visitarlo aunque sea por la curiosidad. A lo mejor un poco fuerte para niños, pero para el resto merece todo la pena"
1195,"No hay estacionamientos cercanos y las filas para entrar son largas,.minimo una hora de espera para entrar pero la experiencia vale la pena. Si lo recomiendo"
1196,"Largas filas de 2 horas para solo comprar boletos, después sigue otra para entrar al museo que se recorre en 15 minutos sin guía turística."
1197,"Uno de los lugares obligados en tu visista a Guanajuato. Caminando desde el centro son unos 25 min. y en carro 5 minutos. El costo de entrada es muy accesible, aunque hay que formarse al rededor de 20 minutos pues si es muy concurrido el lugar. Es mejor visitarlo con un guía ya que no todas las piezas tienen descripción, aunque aun así se disfruta. Muy recomendable, para estar en familia."
1198,"Impresionante lugar, lástima que no haya un interés  de la gente local por compartir su cultura, les interesa que pagues el boleto y ya dentro pues ve como le haces. La exposición es bastante impresionante, muchas momias, al menos más de las que esperaba. Personalmente solo pagué la entrada para momias ya que ya había asistido al museo que tenía todo lo referente a la inquisición y tortura."
1199,"Súper increíble museo ,vale la pena visitarlo."
1200,"Es impresionante la experiencia aunque siento que cobran mucho , para lo que recorres es muy pequeño el lugar."
1201,"Es un lugar increíble, tienes un valor de aproximadamente 3 dólares, te recomiendo ir por tu cuenta ya que ahorras algo de dinero y pues no es difícil de llegar"
1202,"Es un lugar muy especial en esta ciudad tan bonita, lo recomiendo muchísimo, es impresionante, visiten!"
1203,"Es una visita obligada en Guanajuato. Sorprende ver la gran exposición de momias. Lo MALO que de todo te quieren cobrar, además, tienen una mala organización y es recomendable ir temprano ya que el lugar se llena demasiado y no se disfruta tanto el recorrido. 🧟‍♀️🧟‍♂️"
1204,"Lugar imperdible... Las momias de Guanajuato se caracterizan por su proceso de momificación natural... La mayoría de ellas tienen su propia historia, las cuales son muy interesantes... Vale la pena el recorrido por el museo..."
1205,históricamente es muy bueno conocer cosas que solo se dan en un lugar del mundo. Antes las tenían descubiertas y las podías tocar. Ahora están resguardadas pero aun así son impresionantes
1206,"Parada obligatoria en Guanajuato,sin duda era una curiosidad que tenía desde mi infancia por fin pude quitarme esa duda y ver cómo son en realidad las momias,yo me las imaginaba con vendas o algo por el estilo ,"
1207,"El museo está muy interesante y entretenido , pero no es para todos , las momias están realmente preservadas"
1208,"El costo puede ser un poco excesivo para los turistas, además de que te cobran un extra si deseas tomar fotos o vídeos."
1209,"Muy interesante pero el costo es alto y no hay explicación incluida, además de la espera que en fines de semana es muy larga"
1210,"Mucha espera, muy corto el recorrido y a mi parecer caro pague $94 entrada normal y si quieres usar tu celular para fotos es un boleto aparte, las momias no tienen información"
1211,"Bonito , pero muy lentos para cobrar ya que son épocas de vacaciones y solo había una persona cobrando y una fila enorme"
1212,Es un buen espacio para conocer la cultura local y uno de los atractivos típicos de Guanajuato. Está abarrotado y tienes que hacer una fila larga en hora pico (30 min aproximadamente). Cuenta con estacionamiento pero es muy pequeño y tienes que esperar algunos minutos. Precios accesibles a cualquier público (lleva tu credencial de estudiante o profesor para obtener descuento)
