,Comentario
2006,"Comprende una vasta colección que va desde fósiles de especies que habitaron en la zona, pinturas de la época barroca y un poco de la historia moderna de Guadalajara. Hay buenos trabajos de conservación y restauración."
2007,Buena opción familiar.
2008,"En domingo y cerrado, aún cuando su horario aquí definido dice que está abierto en domingo hasta las 4:30pm, hable por teléfono y me dijeron que estaría abierto, la vuelta en vano"
2009,"Doy las 5 estrellas ya que lo conozco perfectamente desde chamaco, lastima que la visita que realize solo había 3 salas abiertas, no hagan eso ya que es temporada de vacaciones y en domingo creo que les da una mala impresión a los visitantes que vienen de fuera...."
2010,"Mucho material valioso, pero la museografia estaba mal organizada para mi gusto, se siente desordenado."
2011,"Es un lugar muy tranquilo, agradecería que hubiera visitas guiadas todo el tiempo, cuenta con juegos interactivos y se aprende bastante"
2012,Un lindo museo sí quieres dar un pequeño paseo o hacer una breve investigación. Sólo que el recorrido se me hizo muy corto y considero que le falta más información a las exposiciones.
2013,"La verdad es un lugar excepcional, el propio edificio es una hora de arte, más su historia, exelente museo."
2014,Vale la pena visitarlo. Tiene muchas salas de exposición y te permite tener un panorama claro de lo que representa esa zona desde la prehistoria hasta la actualidad.
2015,"Les recomiendo visitar este lugar, en donde podrán apreciar varios murales del pintor mexicano Orozco, tiene salas interactivas dónde niños, adolescentes y adultos, aprenden jugando, tiene librería y tienda de regalos, hay guías en español e inglés que podrán explicarte los murales y las exposiciones de las salas, los martes y jueves la entrada es gratuita, si llevas tú identificación INE o IFE te hacen un descuento y pagas $45.00"
2016,Tiene objetos arqueológicos muy interesantes! Buen horario de 10 AM. A 6 pm.
2017,"Un lugar muy bonito al que volvería a ir, son un poco distraídos en cuanto a seguridad pero las obras son buenas, si corre uno con suerte y te toca una linda exposición sin duda alguna valdrá la pena el visitar el lugar"
2018,"Excelente museo me encanto y si eres estudiante la entrada es gratis, pero de todos modos la Estrada es muy barata si no eres estudiante, lo que me gusta de este museo es que te cuenta la historia de Jalisco desde miles de años antes"
2019,Está bonito... La entrada adulto $60 y niños no pagan.
2020,"Museo muy interesante en un edificio hermoso, vale muchísimo  la pena la visita"
2021,Un buen museo lamentablemente lo an saqueado mucho pero aun así tiene cosas muy interesantes y vale la pena visitarlo
2022,"Es un Museo con mucha riqueza histórica, en cada una de las Salas se encontraban colmadas de diversas obras de arte y el esqueleto de Mamuth fué algo verdaderamemte asombroso posar a un lado de él para tomar una fotografía. Felicidades!!   En mi próxima visita a Guadalajara no dejaré de asistir."
2023,"Fue una decepción. Lo único que vale la pena ver ahí es el mamut. Todo lo demás que está en la sala ni siquiera tiene bien una descripción. No hay historia. Las carretas de la planta alta tampoco aportan nada. Hay mucha historia por aprender, pero definitivamente no en el museo."
2024,"Totalmente irresponsables. No respetan los horarios que ellos mismos indican. Tras que abren en un espacio muy corto en el día, cierran a la hora que se les antoja en medio."
2025,buen lugar para visitar
2026,"Es un museo en el centro de Guadalajara junto a la rotonda de los hombres ilustres, y contra esquina de la catedral ,los miércoles la entrada es gratuita por lo que pudimos entrar y apreciarla 😉 lo recomendable es ir temprano para apreciar todo con calma ya que cierran a las 6 pm, lo interesante de este museo es que es dentro de una casa emblemática y antigua por lo que también podrás apreciar la arquitectura de este lugar, las pinturas para mí fueron muy impresionantes y el saber que también aquí en Guadalajara encontraron restos de criaturas prehistóricas, así como el tipo de cultura, rituales y forma de vida."
2027,Un lugar impresionante que nos relata desde el pasado hasta nuestros tiempos actuales la antropología en mesoamérica
2028,"Muestras regionales de arte, cerámica, historia y paleontologia. En combinación y con buena información complementaria. Puedes encontrar al mamut y las pinturas de San Francisco de Asis entre otros."
2029,"Muy interesante y documentado el lugar, con un ambiente nostálgico, requiere de mantenimiento."
2030,"Museo con entrada gratuita, tranquilo, con mucha información para leer, con historia Jalisciense y mesoamericana, un lindo lugar para ir solo u acompañado, si traes niños se van a desesperar ya que solo cuentan con dos monitores táctiles en todo el museo, recorrido aproximado de 30-40 min."
2031,"Uno de los mejores destinos, incluso si eres local deberías visitarlo de vez en cuando, lo mejor de todo el mamuth"
2032,Hermoso lugar con obras excelentes para ver
2033,"Fui en domingo es muy lindo y entretenido, hubo una exhibicion de danza, sin embargo siento que le faltan salas..."
2034,"excelente mantenimiento , había algunas salas cerradas , pero hay cosas interesantes"
2035,"Es un buen lugar para ir por un poco de cultura y para actividades de aprendizaje, recomendable."
2036,Tiene muchas exposiciones y descuentos para estudiantes y personas de la tercera edad.
2037,Excelente lugar para visitar. Talleres de verano para niños.
2038,"Es muy interesante, hay muchas cosas para ver, aprender, conocer y recordar. Es una edificación muy bella que guarda valiosas e importantes cosas que deben ser preservadas para generaciones venideras."
2039,La verdad no vi mucho pero me encanto ver fósiles muy antiguos es muy genial.
2040,"Muy amplio y variado. Podes saber demasiado con las exposiciones, y la sección de paleontología esta genial. Muy bueno"
2041,Espectacular en nuestra propia ciudad tenemos muchas cosas impresionantes
2042,"Me encantó este sitio tienen gran variedad de exposiciones es bueno para pasar una mañana muy amena y aprender, el edificio me encanta pues tiene sitios y rincones buenos para tomar buenas fotos."
2043,Excelente lugar para conocer de la historia y cultura del estado de Jalisco.
2044,"Esta divino, los nos y adultos aprendemos mucho!"
2045,"Uno de los mejores museos de gdl, vale la pena visitarlo, es gratis la entrada"
2046,Debes visitar este lugar ya que hay mucho ya que aprenderás y conocerás más de nuestra historia
2047,"Un recorrido al pasado inigualable, desde un mamut que te impresionara por su enorme tamaño hasta las pinturas y arte de diferentes épocas de nuestro hermoso país, especialmente la región del bajio."
2048,está cerrado el fin de semana
2049,Un exelente lugar donde se te ñresentan buenas obras de arte y elementos de la historia
2050,Entrada gratuita si eres estudiante y muy bonito
2051,"Un excelente lugar para aprender en familia, el precio bastante económico y creo que hay un día gratis. El Mamut impresionante!!!"
2052,"Exelente lugar para aprender un poco de historia e ideal para el entrenamiento de los niños en vez de tenerlos embobados con un celular, tablet o consola de videojuegos."
2053,Un museo pequeño pero interesante.
2054,"El mamut está genial, lo malo es que había muchas exposiciones cerradas"
2055,"De niña me encanta ir a ver este museo, es pequeño pero tiene un gran mamut. La atmósfera, la arquitectura es hermosa de los interiores de arquitectura que más me gustan de Guadalajara Centro especialmente el patio central."
2056,"Hermoso lugar, antiguo y lleno de historia."
2057,"Muy interesante. Sólo no se, porque no todas las salas estan abiertas 🤔"
2058,"Me encantó, es un lugar maravilloso lleno de historia."
2059,"Refleja la historia de Guadalajara, hay exposiciones interesantes, no dejen de visitar el Mamut jajajjajaj"
2060,"Los domingos son gratis, aunque en la zona de huesos hace falta información"
2061,He venido 3 veces en el horario establecido y nunca lo encuentro abierto
2062,Me gusto mucho pero depues regrese con mi familia para que tambien lo conocieran y resulta que estaban en remodelacion en pleno domingo :(
2063,Nos grado a mi familia y a mi. Lo que no me gusto es que estaban en reparación los carruajes cuando fuimos!
2064,El servicio del personal es pésimo :( cero amigables
2065,"Buen museo de la región, si quiere conocer el guadalajara del siglo pasado se los recomiendo."
2066,"Es bonito, pero ya no hay tantas cosas como antes..😔"
2067,"Empieza con algo llamado los primeros habitantes de .. y ahí hay restos de un mamut! Muy bello todo el lugar, la entrada es de $60 y aplican los descuentos usuales (domingos es gratis). También puedes encontrar algunas exposiciones temporales así que es bueno revisar antes de ir lo que estará disponible para buscar algo de tu agrado, por lo demás, es un común museo de historia que se enfoca en independencia y revolución. Cuando fui estaba una orquesta."
2068,Hermoso lugar y buenas expocisiones!!!👍
2069,"Es pequeño pero muy bonito, su sala de paleontología me fascinó, la reconstrucción del esqueleto de mamut es asombrosa. De niño solía coleccionar revistas sobre dinosaurios y animales prehistóricos así que el entrar a este recinto me trajo buenos recuerdos."
2070,"Tiene datos importantes e interesantes, sin embargo, muy pobre para una ciudad y estado con tanta historia, tradición y que aspiramos a más"
2071,Pinturas hablan de su historia como sus objetos
2072,"Siempre es un gran lugar para visitar. En esta ocasión estaba en reparación más de la mitad de las salas y poco se pudo ver. Sin embargo en la entrada no te avisan eso, te cobran igual y la actitud de las que te reciben no es la más agradable. No así de la gente dentro del museo, muy atenta y amable para explicarte cada detalle."
2073,Excelente lugar para visitar..
2074,"La construcción está hermosa, las exhibiciones están bien cuidadas. Un punto de mejora, tal vez, sería que las exhibiciones se arreglaran más cronológicamente y faltan señalizaciones hacia donde se debe dirigir uno. El precio por persona ,sin credencial, son sesenta pesos por lo que conviene que los visitantes,y más siendo estudiantes o maestros,lleven su credencial para que pasen gratis."
2075,Este museo es uno icono de la perla de occidente y esta muy bien conservado para venir con toda la familia y su construccion es impresionante es colonial sus bancas y lo que ofrece es muy interesante y si visitas la perla de occidente no puedes dejar de visitarlo y es un lugar ampliamente recomendable y accesible visitenlo👍
2076,"Es un museo con escasas salas, la atención  no es del todo buena, hacen falta recorridos guiados y que todas las salas estén abiertas."
2077,"Lugar imprescindible para visitar en el centro de Guadalajara por su riqueza arquitectónica e histórica. Aunque las salas permanentes están un poco descuidadas,  suele tener exposiciones interesantes. Sobre todo el hecho de involucrar a los niños su interés por el arte es una muy buena medida."
2078,Muy bueno
2079,Hermoso😊 buen trato y mucho que aprender .
2080,Bueno por que tiene muchas cosas como huesos de mamut pero los huesos son fósiles hechos de piedra y mas como cuadros que te siguen la mirada 😮
2081,"Excelente museo ! Fui en domingo y tenían una orquesta sinfónica en uno de los patios , genial experiencia. Seguido cambian las exposiciones temporales, vale la pena repetir las visitas, y/o seguirlos en redes sociales para estr al tanto."
2082,Es un lugar que todos tendríamos que visitar excelente lugar
2083,"Hacen falta mas personas que expliquen el recorrido ya que algunas piezas en exhibición no tienen la descripción. En general es un lugar muy bonito, sus pasillos estan llenos de historia. Si te gusta saber más de cultura e historia, este es el lugar indicado."
2084,"Es un lugar muy interesante, tiene mucha historia, se cobra la entrada pero hay descuento a estudiantes, esta en el centro y el edificio es antiguo y hermoso."
2085,Un museo donde  puedes encontrar cosas inusuales
2086,"Hermoso, te nutre de cosas nuevas, de esas que valen la pena."
2087,Hermosa casona céntrica con mucho que ver.
2088,Le falta actualización o modernizar lo un poco.
2089,"Le doy 2 estrellas porque entré, las salas se encontraban cerradas y al poco tiempo (Una media hora) me dijeron que estaban por cerrar y sólo estaban esperando a que me saliera, era la 1 de la tarde teniendo indicado que el cierre es a las 4:30. Deberían dar aclaraciones antes de ingresar si no hay exposiciones disponibles o si cerrarán temprano, espero en mi próxima visita no se vuelva a repetir esta situación"
2090,"Doy sólo 4 estrellas dado que algunas salas se encontraban cerradas por remodelación, más sin embargo es 100% recomendado y una vez que terminen de modernizarlo quedará genial. No te puedes perder admirar el esqueleto casi completo de un mamut encontrado en el estado de Jalisco, y es exhibido de pie gracias a la estructura echa especialmente para esto."
2091,"Es un gran museo, ubicado en pleno centro de Guadalajara. Posee exhibiciones, piezas de distintas índole, incluye piezas de antropología, de artes, esculturas, artesanías, de los pueblos mesoamericanos hasta llegar a la historia actual de la región. Con bastante espacio, muy interactivo y cuenta con bastantes guías dentro del mismo recinto. Totalmente recomendado."
2092,"Hay que ir con tiempos, por lo menos dos o tres horas, hay mucho que leer, las pinturas maravillosas, los carruajes creo que podrían estar mejor conservado, pero el fósil del dinosaurio está maravilloso. regresaré otro día con más tiempo"
2093,Todo lo que se arte y cultura y conocimientos es digno de visitarlo.
2094,"Buen lugar para pasar el fin de semana, el domingo puedes acceder gratuitamente a las salas permanentes como el fósil del mamut y una variedad de información sobre Guadalajara y la historia del recinto. Existen tours guiados por los servidores del recinto y por el programa de visita a museos de la vía recreativa."
2095,"La mayoría de la exhibicion   de la prehistoria no tiene reseñas , se que no se sabe exactamente de qué animal es, pero por lo menos que digan que hueso es... Y en la planta alta casi todo esta cerrado o cubierto, y no es domingo,  que es cuando tengo entendido que cierran áreas"
2096,Museo muy amplio que cuenta algo de la historia de Guadalajara.
2097,"Un museo a un costado de la rotondola de los jaliscienses ilustres, la historia de este museo por si sola es impresionante en principio un seminario y durante la guerra de independencia fue cuartel y cárcel del Españoles, sus exposiciones son muy variasas desde  paleontológia, arqueología de la entidad, pintura colonial, exposiciónes temporales y una sala de conciertos."
2098,"Muy bonito museo, variedad de cosas para ver recomiendo ir en domingo ya que la entrada es gratuita"
2099,Muy buen sitio
2100,Museo muy bonito y gratuito en el centro de la ciudad.
2101,"This is a good museum with great pieces of art, it's almost like 1 hour to see full exhibition, there's no explanation in English. If you visit the city this is a place you can't miss doesn't matter if you are national or foreign turist."
2102,Un muy buen lugar para pasar un rato interesante los murales de sus paredes cuenta historias que se llevaron acabo en la ciudad. Cuentan con diferentes áreas en las  cuales de ir con un fui a te las explicará completamente.
2103,"Es un excelente museo, en el cual puedes recorrer la historia natural y social del Estado de Jalisco, el primer piso está dedicado más que nada a registros geológicos, fósiles y las culturas prehispánicas que habitaron la región, las demás dalas, nos cuentan la historia colonial de nuestro estado, vale la pena visitarlo y disgrutarlo, sólo un neofito se atrevería a decir que es aburrido, arena los domingos la entrada es gratis"
2104,Muy bien distribuido desde la historia natural va avanzando hasta nuestra época. Es más recomendable ir en grupo y si es con compañeros de la escuela mejor. Incluso la arquitectura del edificio es fascinante.
2105,"Excelente lugar, mucha historia muy interesante. Artefactos originales inicios de varios periodos de nuestra historia, empezando con fósiles prehistóricos hasta la época del porfiriato. No te lo puedes perder"
2106,Lo acaban de remodelar y está en excelentes condiciones y sobre todo tiene piezas con valor histórico una de las que más se visita son las del mamut a los niños les encanta y los domingos la entrada es gratuita así que no hay pretexto para no visitar nuestro museo
2107,"Ideal e imprescindible para quienes (como yo) aman la historia. El edificio en sí mismo tiene mucha, y encierra aún más. La arquitectura es bella y el jardín hermoso. Para ir más de una vez."
2108,"Descripción te ver salas cerradas, poca información en un lugar que es importante para la ciudad y sus visitantes que vienen a conocer nuestra hermosa ciudad. Da vergüenza. El único atractivo es el mamut."
2109,"Es algo pequeño, perú hay cosas interesantes"
2110,Alguien sabra cuanto cobran la entrada? Y que horario tiene
2111,Un museo recomendable cuando visitan GDL; considerar que está en Remodelacion por lo qué hay unas salas cerradas. Tranquilo y excelente para pasar un rato con la familia. Les recomiendo pagar para tomar fotografías con cámara profesional
2112,Muy bonito lugar.
2113,Vale la pena visitar este museo. Tiene exposiciones temporales y permanentes muy interesantes. En la sección de paleontología se encuentra un esqueleto de mamut bastante llamativo.
2114,"Es un lugar increíble. El esqueleto del mamut de Catarina, los murales que se encuentran en sus corredores, las pinturas que van desde el siglo XVI al XX. Las exposiciones temporales y el amable personal que siempre buscará la forma de que tú experiencia sea única."
2115,"Es un lugar excelente, pero ayer se saco 3, ya que tiene muchas areas cerradas por mtto. Se ve descuidado y varias mantas de protesta que dan muy mala imagen al turista. Y a pesar de esto cobran la misma cuota. Lo rescatable fue la exhibición del mamut y de la colección de fomento cultural banamex"
2116,"Unos de los lugares a visitar del centro. Entre semana es gratis para estudiantes, maestros, niños y ancianos. Tiene una colección variada: desde paleontología, por articulos prehispanicos, coloniales, de la independencia, de la revolución. Sólo falta que las descripciones estén en ingles porque tienen público extranjero."
2117,"Es una construcción antigua y bonita, la exposición es pequeña, pero está bien te tardas aproximadamente como hora y media, hay todos los servicios y está limpios"
2118,"Estaban cerradas algunas salas, pero muy interesante"
2119,"¡Tienen el esqueleto de un mamut! 😱 Si son de los que les gusta ir leyendo y admirando con detenimiento vayan con buen tiempo, también tienen el acta de independencia del imperio mexicano 🇲🇽 más que recomendado."
2120,"Muy interesante los restos del mamut , las pinturas y las carruajes históricos que ahí se exhiben, el edificio muy bello y excelentemente bien conservado, sin duda un lugar  que no te debes perder si visitas Guadalajara!"
2121,"Es un lugar muy interesante, además de que está lleno de historia, las personas que estaban ahí se portaron muy amables y atentas si tenía alguna duda, sin duda volvería."
2122,"Fui un día donde la entrada era libre, lo cual estuvo muy bien, el museo tiene varias cosas históricas y en una hora máximo dos recorres todas las partes."
2123,"Hermoso museo lleno de la historia de la region, tiene objetos prehistoricos, de la epoca precolombina, colonia y posterior a la inpendencia, todo esto dentro de un hermoso edificio antiguo del siglo XVII, vale mucho la pena visitarlo y los domingos es gratis la entrada."
2124,"Simplemente fascinante.. No dejes de visitarlo, hay mucha historia, fósiles, pinturas al óleo originales de SIGLOS XVII y más recientes, los domingos es gratuito 🤗"
2125,"Tiene cosas interesantes como el fósil de un Mamut encontrado aquí en Jalisco, algo parte de historia de Jalisco, pinturas carrozas carta del imperio mexicano, buen lugar para conocer vale la pena la entrada cuesta 60 estudiantes no cobran."
2126,Excelente lugar para el esparcimiento
2127,"Espectacular, es mi museo favorito de la ciudad. Le faltan guías que den recorridos, sin embargo uno puede perderse entre tanta Historia, ubicado en pleno centro de Guadalajara."
2128,Excelente lugar muy bonito
2129,"Creo que deberían poner más exposiciones, hay bastantes salas vacías, ese espacio  sé  podría aprovechar más, la exposición tumbas de tiró está muy interesante"
2130,"Me parece muy interesante porque hay un esqueleto de mamut completo ,yo tengo 8 años y esto es lo que pienso: que es una experiencia muy bonita te LO RECOMIENDO"
2131,"Museo lleno de cultura y tradición mexicana. Que va desde especies extintas hasta la revolución. Habla de la cultura prehispánica que había en jalisco y Estados de su alrededor, vestimentas, herramientas e utensilios que ellos utilizaban, toda cosa que encontraron que quedó de la era de la independencia, monedas, vestimentas, armas etc. Y de lo que más se encuentra es de la revolución, igual monedas, herramientas, accesorios, vestimentas, armas y papeles importantes."
2132,"El Domingo la entra es gratuita, en general el museo es bonito y las exposiciones están bien organizadas, pero se me hicieron un poco pequeñas."
2133,"El museo es muy bonito, no parece muy grande al principio pero si tiene muchas habitaciones (por así decirlo) dónde puedes ver cosas interesantes."
2134,"Excelente lugar, los domingos es gratis y entre semana la entrada cuesta $60, que igual los vale, muy limpio y un guardia que estaba en el área de troncos petrificados AMA su trabajo y es muy cordial"
2135,"La exhibición no tiene placas informativas, la.infoacion es muy general en las piezas q cuentan con placas, solo es.mirar.sin documentarse, recuerdo hace años era un lugar con una exhibición basta. Muchas salas cerradas"
2136,"Es un muy buen edificio antiguo y adaptaron perfectamente las exposiciones y está bien cuidado, excelente lugar para aprender un poco más de la historia de Jalisco."
2137,"Muy bonito, lugar con mucha historia. Deberían de tener recorridos guiados sobre la historia del lugar. Ademas de la exhibición propia que se explica por si misma."
2138,"Muy atentos. Bonito lugar. Mucha historia. Y se puede ingresar sin costo siendo estudiantes, mayor de 60 años o maestros"
2139,Este museo tiene un esqueleto de mamut y una cabeza de un Dientes de sable. Ademas tiene Cuadros al oleo sobre la batalla de puebla del 5 de mayo. Es muy recomendable para aquellos que quieren conocer el pasado de la México.
2140,"Se me hace muy bien tiene cosas exhibidas de nuestra cultura, motivador y educativo para niños pequeños pues hay cosas que aparecen en los libros de texto y los niños se sienten parte de buen lugar"
2141,"El Museo es una joya, el espectáculo por el que fui, extraordinario (teatro tántrico por FIL), pero la organización de museo fue pésima, improvisación grosera."
2142,Lo visite en una día domingo!
2143,Es gratis a estudiantes. 👍
2144,"Hermoso lugar, pero por el momento muchas salas están cerradas. Los eventos vespertinos: conciertos, conferencias, ciclos de cine, etc. SON GRATIS, valen mucho la pena."
2145,"Muy recomendable y punto de parada obligatoria para turistas. Hay mucha historia y conocimientos allí, además de que es precioso a la vista."
2146,"De momento se encuentra en remodelacion, y quiero suponer que por eso hay una revoltura de exhibiciones en la planta baja.. Pero sí es un lugar que vale la pena visitar"
2147,"La verdad vale mucho la pena visitarlo tiene muchísimas cosas que ver, yo dure mas de dos horas cuando fui y toda la informacion es muy detallada, super bonito"
2148,El lugar muy bueno pero lastima que tienes que pagar por muy pocas cosas que hay para ver ya que casi todo esta cerrado por remodelacion.. Saludos
2149,"Es genial ir a visitarlo ya que tiende a estar super tranquilo, ir por el lugar viendo las pinturas antiguas, y muchas de las antigüedades que hay aquí es un lugar tranquilo en el centro de la ciudad. Ademas en ocaciones hay exposiciones y recitales de música muy interesantes."
2150,"Hermoso recinto, acceso a nacionales en $55 y a estudiantes gratuito. Esta abierto hasta las 5:30pm. Por el momento se encuetra en remodelación y solo estan abiertas unas 4 salas."
2151,Excelente atención por parte del personal que labora en el museo además de excelentes piezas en exhibición y el edificio el cual está en perfecto estado tiene un sin fin de historias y leyendas
2152,"Excelente lugar para visitar con la familia y conocer sobre la historia regional de jalisco, encontrarán desde restos de gonfoterios, pasando por estatuillas hasta excelentes pinturas. Los domingos no tiene costo."
2153,"Muy bonita arquitectura , en pleno centro de Guadalajara , es una parada obligada si vienes de vacaciones o si vives en la ciudad."
2154,Muy recomendable ir
2155,"Hermoso Museo, excelente para ir a pasear en pareja o con la familia, muy bonito todo; lo recomiendo bastante"
2156,"Nefastisimo, evitenlo, no esta actualizado, si fueron hace diez años no se compara, hoy no tienen ni la mitad de exhibicion, el cuarenta por ciento de lo exhibido no cuenta con descripcion ni informacion, de los veinte empleados diecinueve hacen malas caras y te ven como si fueras a robarles,  si no les gusta su trabajo que hacen ahi?? claro, vivir del erario....  salvo el tipico mamut y la tumba de tiro nada es interesante, mejor acudan a Palacio de Gobierno, ahi te atienden con una sonrisa y hay una exposicion multimedia del Virreinato que esta excelente.."
2157,"Domingo no cobran entrada, el lugar es muy tranquilo y silencioso, y te dejan tomar fotografías solo cobran por meter la cámara."
2158,"Hace muchos años que he visitado este museo pero para alegria de los residentes de guadalajara y visitantes lo han remodelado todo maravillosamente, recomendado totalmente y la entrada es gratis!!!"
2159,"El museo cien x ciento recomendable..esta Hermoso  arquitectura colonial ,familiar  e interactivo ...cuando vengas a GDL tienes que visitarlo👍"
2160,De los mejores lugares para aprender y divertirse
2161,"Esta bien pero podría estar mejor , pero si es un buen lugar para aprender de historia y ver fósiles y objetos antiguos así como pinturas"
2162,"Muy interesante, aunque puede mejorar la calidad en que se muestran las exhibiciones, en otros lugares hay guías activos u ofrecen folletos detallados de como recorrer el lugar y la explicación de cada área."
2163,"Varias salas con historia del país y también del estado. El mamut impresionante, increíble que hace mucho tiempo un animal de esas dimensiones haya habitado esta zona."
2164,"Un excelente lugar para aprender de la vieja cultura de nuestro país, la entrada cuesta 60 pesos entre semana, pero los domingos es gratis así que aprovecharlo y pasar el rato es de lo primero que debes de hacer estando en Guadalajara"
2165,"Puedes imaginar cómo vivian antes, visitar un museo es recuperar un poco de nuestra historia, Guadalajara y todo México merece recordar tan hermoso pasado. Anímense a visitarlo."
2166,Bello teatro con una gran historia
2167,"Un Museo con mucha presencia, mucha tranquilidad, un lugar muy lleno de esencia, baños muy limpios y funcionales. Personal amable y muy cordial. Una excelente opción de visita sabatina."
2168,Lindo!!!
2169,En este museo hay un esqueleto completo de un mamut es impresionante e increíble estar parado frente a esa maravilla de la historia
2170,Lindo  :)
2171,"Me encantó,  es muy interesante,  a mi hijo le emocionó ver los fósiles de animales, los carruajes... una experiencia sumamente recomendable"
2172,"Muy suave el lugar y muy interesante, me gustó que cuando fui me dieron un pequeño taller de artesanias huichol"
2173,"Un lugar muy historico, cada que hay un fecha importante suele haber restauraciones para dicha fecha y hacer un evento conmemorativo a ésta."
2174,"Un edificio antiguo, antes liceo de varones, creo se podía estudiar Derecho y Filosofía y Teología, seminario de Guadalajara.Ahora alberga hermosas pinturas del claro oscuro."
2175,"No ponen exposiciones nuevas interesantes. Le falta vida. La arquitectura es muy  bella, lástima que no lo cuiden bien."
2176,"Excelente lugar para aprender sobre Jalisco, su historia y cultura. Su ubicación es privilegiada al estar en el centro de la ciudad. Recomendado a visitantes y tapatíos."
2177,Muy bonito museo que exhibe lo regional de Jalisco
2178,Porque explica completamente la historia de una de las ciudades más importantes de México. Así como el estado Jalisco en general. Además del impresionante mamut y fósiles de otros animales de la región.
2179,"Esta padre el Museo y atentas las personas qje trabajan ahi, pero no tienen bien especificados las exposiciones te broncas de una época a otra de un tema a otro sin explicación"
2180,"Un lugar muy relajante y con mucha historia, hay muchas habitaciones cerradas, deberían traer mas obras de arte"
2181,El museo muestra la historia de nuestra ciudad con muchos objetos antiguos y documentos oficiales. La sala del mamut en reparación a la espera de regresar.
2182,"Muy bonitas exposiciones y la historia de la ciudad es única, lo que me hubiese gustado sería que alguien del personal fuera guía en el recorrido."
2183,Muy recomendable visitar la exposición de la lengua materna que se acaba de inaugurar mucha riqueza cultural de nuestro estado Jalisco
2184,"El edificio es interesante por sí mismo, más museo grafía está adecuada de buena manera. Recomendable visitarlo"
2185,Hay pocas exhibiciones. La sala principal está cerrada tel museo tiene serías muestras de necesitar una fuerte inversión
2186,Muy bonito en su primer 100 aniversario. Muy recomendado. Llevar tiempo para disfrutarlo al máximo. Mucho aprendizaje.
2187,"El museo es pequeño y muestra varias cosas interesantes, el mamut se lleva las estrellas."
2188,"La última visita estuvo cerrado, sin noticias del porque o cuando reabrirá."
2189,"Esta bien pero en la exibicion de herramientas y huesos no cuentan con explicasiones ni nada, es carente de explicaciones pero lo demas esta bien aunque cuenta con 2 exhibiciones"
2190,"Tiene muchos temas por visitar desde el fósil de un mamut, vestigios de la civilizaciones pre-hispanicas, pinturas coloniales, hasta vestimentas y armas de diferentes momentos de la historia de México"
2191,"Excelente lugar, necesita un poco más de difusión, excelente que hagan recitales, muestras de música y otras artes"
2192,"La verdad e vivido mucho tiempo en Guadalajara y no había entrado al museo, creo que no sabía que había uno ahí, está muy padre y en vacaciones hacen recorridos gratuitos a los niños y les ponen actividades y les regalan un pin coleccionable, tienen que recorrer varios museos de la ciudad"
2193,"Muchas cosas por ver: pinturas, monedas antuguas de la epoca del porfiriato entre otras, carruaje utilizado por Porfirio Diaz... Fui en domingo ya que en este dia no cobran la entrada"
2194,Tiene muy buenas pinturas y fósiles... Pero fui de visita y no había guía.
2195,Esta bien para una salida casual aunque le falta más exhibiciónes y que organicen recorridos sólo te dan uno pequeño para una sala de pinturas
2196,"Uno de los museos mas importantes de la ciudad con joyas históricas que datan desde la Fundación de Guadalajara, obligatorio visitar si vienes a Guadalajara. Los Domingos es Gratis."
2197,"Nos tocó remodelación, sólo 3 salas abiertas, un verdadero robo, el guardia de la entrada prepotente, grosero, de mal humor hizo que la experiencia empezara de mal y se fuera poniendo peor. No lo recomiendo."
2198,Esta interesante el museo sólo que muchas áreas estaban cerradas y tienen muchos objetos muy muy empolvados y con telarañas como todas las carrozas que están en los pasillos
2199,Excelente lugar agradable a la vista pero debería. Extender un poco más el horario para las personas que trabajan
2200,Divertido y educativo muy bueno hay un esqueleto de un mamut impresionante
2201,Me encanta desde que era niña lo visitaba hoy x hoy llevo a mis hijos
2202,Buena coleccion
2203,"Con credencial de estudiante, la entrada es gratuita. Los jardines son muy bonitos, pero siento que deben mejorar las exposiciones."
2204,"No cuenta con placas informativas, muchas puertas cerradas, muchas cosas de excivocion emplayadas muy caro para lo que exiben."
2205,Un gran museo y una experiencia maravillosa y especial un excelente lugar para todo el mundo
2206,Me gusta mucho ir pues te explican bien todas las esculturas y está bien atendido
2207,"Vaya que es interesante, de los más importantes a nivel nacional respecto a material expuesto. Casi al nivel de los Museos Nacionales. El domingo es gratis."
2208,"Muy interactivo e ideal para ir con toda la familia, si llevas credencial de estudiante no pagas, ni niños menores de 13 años"
2209,"Es un lugar muy grande, pero la mayoría de sus salas están cerradas al público así que no hay mucho que ver."
2210,"Es realmente lindo, pero estaría bien que hubiera guías para cualquiera que ingrese al museo."
2211,"Muy bonito lugar, esta muy limpio y cuidado. Vale la pena ir y ver al mamut!"
2212,Bonito lugar y es buen museo 🏛
2213,"Excelentes exposiciones, el esqueleto del Mamut es impresionante. La entrada es gratis para estudiantes, me encanto."
2214,Un bello edificio colonial que alberga varias exhibiciones sobre la prehistoria de Jalisco así como sus épocas prehispánica y colonial. Cuenta con el esqueleto completo de un Mamut
2215,Es una visita obligada.... El esqueleto del mamut es impresionante y a los niños les gusta mucho
2216,"El centro es el mamut, pero Jalisco tiene más cultura para mostrar."
2217,El museo está muy interesante solo deberían poner referencias de sobre que es cada exposición y el mamut está increíble
2218,"Muy bueno para llevar a los niños, muy cultural, podría ser más interactivo"
