,Comentario
661,"En la entrada manejan un filtro sanitario ordenado, para comprar sus boletos, solo se forma una sola persona, las salas con aire acondicionado."
662,Simplemente fabuloso. A cada paso te dejaras sorprender por la amplia historia de este bello país que es mi hermoso México!!!
663,"Excelente museo mostrando diferentes exposiciones principalmente de las múltiples culturas prehispánicas, cuentan con bastante material para mostrar, un lugar tranquilo y seguro para asistir con la familia o por trabajo escolar."
664,"El Museo es un lugar espectacular, muy grande, para dedicarle todo el día. Espacios amplios, limpios y con personal amable. La entrada es gratis para niños menores de 12 y adultos mayores. Tiene un restaurante y cafetería con muy buen servicio."
665,"Nada como darte una vuelta en este maravilloso lugar, ver la grandeza de nuestro México, saber de los primeros pobladores, la forma en la que se adecuaron, a las diferentes regiones e imaginar ese gran ingenio."
666,Siempre es un excelente lugar para conocer nuestro país!!
667,"Un lugar donde hay mucho que ver. Preparen zapatos cómodos. Ahí hay baños, tienda de souvenir, restaurante. Pueden pasarse todo el día para ver las maravillosas obras arquitectónicas que hay ahí sobre la historia de México.  Y muy cerca del museo hay otras cosas interesantes que ver como el castillo de chapultepe y otros museos."
668,"Muy recomendable acudir entre semana, checar los días de mayor gente o los días que no son normales que lleven excursiones para no encontrarlos y poder disfrutar el majestuoso museo. Si va a los domingos  es entrada libre (llevar identificación vigente) pero recuerda está a su máxima capacidad"
669,Se encuentra la exposición de Belleza y virtud está increíble la recomiendo ampliamente!!! Excelente lugar para pasar un fin de semana agradable😀
670,"Muy lindo!! Hay muchas cosas por ver, es grande y verlo a detalle podría demorar dos días. La entrada es gratuita, tiene exposiciones temporales. Muy recomendable"
671,"Me encanta este museo súper recomendado, lo único que no me pareció es que una oficial me quería poner una sanción por hacer una entrevista a un extranjero, no comprendo el porqué dicha acción conlleva a una sanción."
672,"Excelente lugar que el gran maestro, Arq. Don Pedro Ramírez Vázquez, diseño y creo para albergar al Dios de la lluvia Tlaloc"
673,Despues del prado este fue la experiencia mas complaciente que e vivido en un museo fue impresionante ver tanta informacion de mis antepasados que me dan ganas de regresar a terminar de recorrer todas las salas en muy grande lo ame el museo de mia favoritos
674,"Para visitar este museo se debe ir con rl mayor tiempo disponible,  es un museo amplio con planta alta y baja,  no alcanzas a ver todas las salas pero vale la pena, en cuestion de higiene esta muy limpio."
675,"Súper buen plan!!! Es un museo súper grande, con mucha secciones y bien organizado y con mucho por aprender sobre los mayas, los aztecas, los olmecas, etc....  Tienes que ir con tiempo para caminar mucho."
676,"Sigue siendo uno o el museo más importante del país, es tan grande y amplio que requieres más de un día para su recorrido."
677,Visita obligatoria para conocer las raíces de México y Latinoamérica. No le pide nada a los museos europeos y el precio es solo de $70 pesos. Yo por ser estudiante no pague nada. Mucha seguridad y todo muy limpio y agradable.
678,"Un lugar muy épico, enorme, diverso e interesante. Llegué por la tarde y no me cobraron porque ya casi iban a cerrar, igual fue genial."
679,"Hermosísimo lugar y ubicación al lado del bosque de Chapultepec; unas presentaciones excelentes, completas, arte moderno e indígena diverso, en buen estado y ambiente tranquilo. El calendario solar es enorme, uno de sus principales atractivos."
680,"un gran lugar! recomiendo que contemplen que les llevará prácticamente todo el día recorrerlo, pero realmente vale la pena!"
681,"Una gran experiencia visitar éste museo. Sus 20 salas son increíbles. Si bien es cierto que en.un día es imposible visitarlo en.su totalidad, queda uno invitado a regresar hasta completarlo."
682,"El museo es uno de los mejores de latinoamerica, sigue siendo un lugar donde conserva nuestra riqueza como Méxicanos y como país, muy recomendable para las nuevas generaciones."
683,"Sin duda un emblemático lugar en la Ciudad de México. El edificio por sí mismo es imponente, vale la peña disponer de tiempo para observar bien los detalles."
684,"Protocolo de seguridad covid excelente, muy limpio y seguro, un gran museo no puede dejar pasar la experiencia"
685,"Muy interesante , todas las piezas tienen su explicación muy detallada , variedad de culturas (esta increíble la zona maya) lo recomiendo demasiado para estudiantes 😌👍🏼"
686,Esta increible cuesta $80 precio regular y vale por completo la pena. Esta enorme por lo que si necesitas mucho tiempo para recorrerlo pero las exposiciones son muy imprecionantes
687,"Buen lugar para disfrutar de una caminata con tu familia, verás voladores de papantla, ardillas que te piden de comer, esculturas donde podrás tomarte fotos épocas y tener un buen recuerdo y lo mejor adquirirlas un poco más de conocimiento en familia."
688,"un lugar muy bonito, interesante, necesitas tener tiempo para recorrerlo!"
689,"El Museo Nacional de Antropología e Historia es uno de los mejores en CDMX, cuenta con diferentes salas con las costumbres y tradiciones de las culturas prehispánicas en México y el legado actual de la multiculturalidad de las y los mexicanos, los domingos la entrada es gratuita."
690,"Increíble el museo! Lleno de piezas y detalles importantes. Cuenta con alrededor de 20 salas. Realmente hay que ir con tiempo, si vas leyendo y viendo a detalle las cosas fácil se le va a uno el día. El costo de la entrada es de $75 pesos, me parece bastante justo."
691,Está muy bonito y las visitas guiadas me gustaron mucho por q te explican muy bien
692,Aprender sobre cultura ancestral de México nunca fue tan increíble.
693,"Es una espacio muy grande para exponer la historia de la humanidad y las culturas antiguas de México, sin embargo me parece que el edificio sigue igual que hace 20 años, no se le da mantenimiento, la fuente no funciona, las salas no han cambiado."
694,Un museo muy grande e interesante.
695,"Enorme y maravilloso lugar, 1 dia entero es lo necesario para rcorrerlo y apreciar todo con dealle"
696,"Lugar único, con exhibiciones increíbles, piezas que nos hablan de nuestro pasado, cada sala te hace sorprender, hermoso en serio."
697,Un gran museo aunque mientras más temprano o más tarde mejor ya que a medio día hay muchísima gente pero vale la pena
698,"Museo de visita obligada si vienes a CDMX, la historia de la humanidad y de los pueblos prehispánicos, un lugar espectacular. Muy interactivo y entretenido, no lo terminas de ver en 1 día, a menos que vayas muy temprano."
699,Impactantes exposiciones con contenido de México y el mundo. Personal muy amable. Gratis para los mexicanos.
700,"Me encanta este museo, toda la historia mexicana está aquí, ven y conócelo si eres mexicano los Domingos es gratis, if you are foreign, it has cost."
701,"Imperdible, espectacular, sorprendente, me quedo corto de adjetivos para describir este maravilloso lugar. No esperaba un museo así de atractivo en una ciudad latinoamericana"
702,Es muy bueno ya que tiene diversidad de cultura e información de vital importancia para aquel que guste de aprender algo nuevo.
703,"Si visitas la Ciudad de México, tienes que visitar este museo, es uno de los más emblemáticos, con un montón de historia de nuestro país. Es relativamente grande a comparación de otros de la misma ciudad, así que debes estar dispuesto a caminar y leer por un buen rato."
704,"Lo he visitado varias veces desde que era niña, lastimosamente ahora que fui ""el paraguas"" lo están arreglando :( me gusta que hay varias piezas en exposición y atrás hay una como recreación."
705,Impactante La Grandeza de México
706,mayores de 60 no pagan
707,"Excelente si van a México es un punto que no se pueden perder, muy bonito todo"
708,"Una impresionante recopilación de piezas arqueológicas, tiestos y representaciones de etapas de la historia mexicana."
709,"Es una de las mejores experiencias en el DF, pues es un museo que exhibe un legado arqueológico invaluable. Te recomiendo que inicies el recorrido y le dediques mayor tiempo a la sala Mexica que es donde encontraras lo más apreciado del museo como son: la piedra del Sol o el famoso calendario azteca, diosa azteca Coatlicue con sus dos serpientes como cabeza, la estatua ceremonial del Ocelotl-Cuauhxicalli, entre muchas otras piezas."
710,"Muy bien conservado, hay que ir con tiempo para disfrutar todas las Salas"
711,"Increible y enorme espacio dedicado a los pueblos originarios de México y sus alrededores. Una vez accedes, ingresas a un amplísimo patio descubierto, rodeado por puertas que te conducen a las distintas civilizaciones; desde la introducción a la antropología hasta las mas representativas piezas de los méxicas. Es un verdad un ""templo"" único en el mundo. Puedes recorrerlo rapidamente si te da la gana, o puedes caminarlo y consultarlo concienzudamente y tardarte más de dos días."
712,"El lugar requiere de mejor mantenimiento, pero la colección vale la pena. Ojalá la museografía fuera mejor, aún así es referente para la culturas del México antigüo."
713,"Es uno de los museos más importantes de México, contiene el legado arqueológico de mesoamerica, además, ofrecen recorridos en las distintas salas, ya sea en nuestro idioma, o en otros"
714,"Simplemente FANTASTICO ! En lo personal es adorable la riqueza que tenemos como Nación ! No te cansarás de mirar tanta belleza sumada con la buena distribución también de las piezas y vestigios culturales a través del tiempo reunidas en un mismo lugar ! Lleva un buen par de tenis confortables mucho tiempo, acude cómodo y de ser posible comido e hidratado ya que el recorrido será largo pero con los ojos agrandados , es inevitable e imperdonable no acudir a este bello recinto cultural, se mira todo el mundo asombrado nacionales y extranjeros al por mayor, así que no faltes y recuerda que como mexicano los días domingos son de buenos museos gratuitos !"
715,Uno de los mejores museos del mundo. Tanto el edificio como el apabullante contenido
716,"El Museo Nacional de Antropología (MNA) es uno de los recintos museográficos más importantes de México y de América.[2] Está concebido para albergar y exhibir el legado arqueológico de los pueblos de Mesoamérica, así como para dar cuenta de la diversidad étnica actual del país. El edificio actual del MNA fue construido entre 1963 y 1964 en el Bosque de Chapultepec por instrucción del presidente Adolfo López Mateos, quien lo inauguró el 17 de septiembre de 1964. Actualmente, el edificio del MNA posee 22 salas de exposición permanente, dos salas de exposiciones temporales y tres auditorios. Además alberga el acervo de la Biblioteca Nacional de Antropología e Historia."
717,Rodeada del bosque de Chapultepec este recinto dedicad a la cultura mesoamericana es un lugar que no debes dejar de visitar. Cuenta con diversas salas de exposición permanente y una biblioteca. El recorrido es para hacerlo en varias horas ya que es extenso.
718,Excelente visita guiada para la exposición temporal belleza y virtud. Bellas obras de arte del siglo XVIII de la Inglaterra que vio bonanza en este período.
719,"La entrada general cuesta $75 MXN. Gratuita para mayores de 60 años, menores de 13, discapacidad, profesores y estudiantes credencial vigente. Domingos entrada libre. Para llegar en transporte público metrobus línea 7 verde, estación"
720,Es un lugar lleno de historia desde el inicio de la civilización hasta el origen y avace de las culturas en México un excelente lugar para empaparse de la cultura mexicana y la prehistoria.
721,"Obligado ir, y disfrutar para aprender. Lo que de plano no se vale es que la mayor parte de las piezas son reproducciones, avisen para que la gente sepa lo querealmebte están apreciando."
722,Geneal y muy grande
723,Me gusta mucho este museo aunque es muy grande y nunca lo termino de ver 😕
724,"Super, es muy interesante todo lo que hay.  Yo fui con un guia y la visita fue estupenda y aprendi muchas cosas"
725,"Hermoso museo! Las exhibiciones son completas, interesantes y muy bien explicadas, los artefactos que tienen son impresionantes y el lugar es enorme. Se necesitan al menos 5 visitas para verlo completo"
726,A los amantes de la arqueología y antropología les encantará este lugar. Cada una de las salas te explica de manera clara y detallada los asentamientos que hubo años atrás en lo que hoy se conoce como México.
727,"Uno de mis museos favoritos desde mi época más temprana, cada vez que vengo de visita me sorprende con las exposiciones de temporada, lo recomiendo ampliamente..."
728,"Es uno de los mejores lugares para visitar en cdmx, es muy grande y tiene gran variedad de salas en las se pueden aprender acerca de la historia pre hispánica de México."
729,"Excelente es poco decir,  genial,  imperdible"
730,Pregunten en información antes de pagar su boleto..por que los de la taquilla no saben nada sobre las exposiciones que hay de manera eventual y permanentes.. Y para algunas no se requiere compra de boleto.
731,Excelente lugar desde se disfruta desde su arquitectura hasta el último de sus contenidos.
732,"Uno de mis lugares favoritos en la Ciudad de México ya que ahí se encuentran exhibidas piezas de nuestras diversas culturas,si eres estudiante,profesor,jubilado no olvides llevar tu identificación para obtener descuento en la entrada al museo o bien recuerda que los Domingos la entrada  es gratis para los mexicanos o residentes.El costo es de 75 pesos mexicanos."
733,Si dar un recorrido muy hermoso el ambiente y conocer toda la cultura es super impresionante  y la escuela ir de excursión hermoso lugar.
734,"Uno de mis lugares favoritas en la cdmx, te recomiendo tomar varios días si puedes para visitarlo."
735,"Un agradable lugar para ir un fin de semana. Además de ser interesante, cuenta con mucha información, tienes que tomar en cuenta que debes de darte el tiempo ya que está grande"
736,"De los mejores museos del mundo, es enorme. Mucho que ver de las culturas más importantes de México. Quiero regresar, con una visita no es suficiente. Es impresionante, no se lo pueden perder."
737,"Excelente museo con piezas que te dejarán sorprendido, cada una con un nivel de detalle impresionante. Las diferentes salas muestran cada una de las culturas asentadas en México y además, te muestran piezas acerca de la evolución del ser humano en donde incluyen videos y audios para hacerlo más interactivo. Recomendable para ir con familia y amigos."
738,Excelente Museo para conocer todos los pormenores de nuestra Gran Cultura Mexicana.
739,Es el Louvre de Mesoamérica. Una visita obligada para nacionales y extranjeros que visiten la capital mejicana. Recomiendo no intentar visitarlo en un sólo día. ¡Es demasiado cansado!
740,"Excelente museo, les recomiendo ir con zapatos cómodos porque sí te llevas un par de horas recorriéndolo."
741,Perfecto
742,Es uno de los mejores museos antropológicos del mundo. De visita obligatoria en México. Para visitarlo con calma y aprovecharlo es necesario invertir mínimo medio día. Cierra a las 7 pm. Las instalaciones tienen facilidad para personas con necesidades especiales.
743,Muy bonito y cultural. Recomendado
744,"La verdad he ido más de 2 veces , y no me canso de ir allí o hasta incluso perder el tiempo cerca del museo"
745,"Pues muy bien, pero el día que fuimos expresamente a ver la exposición de La Grandeza de México, resultó que estaba cerrada porque iban a integrar más piezas a la exhibición. Pero si uno no pregunta, no informan 😕."
746,De los museos más grandes y completos qué hay en la CDMX. Un día no es suficiente para aprovecharlo. No se debe pasar la oportunidad de conocerlo.
747,"Es gratis los domingos, si llegas temprano puedes disfrutar el museo casi tú solo, puedes grabar sin problemas los domingos, solo no saques el Flash, y es un gran lugar para pasar el rato y aprender, todo tiene una historia que contar."
748,Excelente muestra de las diferentes culturas mexicanas antes de la conquista. Se requieren por lo menos dos días para recorrela toda con detalle.
749,"Es uno de los mejores museos que hay en la ciudad, además de que el área de comida es buena, es muy recomendable que hagas la visita con un guía quien te dé detalles de cada cultura."
750,"Es muy grande, la visita debe hacerse en más de un día, en especial si van niños. Creo que valen la pena las visitas guiadas, se hacen bajo reserva."
751,"Buen lugar para conocer la cultura de México, hay que ir con tiempo por que es muy grande y con muchas cosas por conocer"
752,"Gran lugar para pasar un buen rato, la entrada es gratuita para estudiantes."
753,"Incomparable!!! Miles de objetos que admirar, tendrás que ir con tiempo para visitar todas sus salas"
754,"Abre de martes a domingo y cuenta con varias salas y diferentes exposiciones. Los domingos se puede entrar sin costo para mexicanos que muestren su identificación oficial. Es recomendable ir con tiempo suficiente para alcanzar a ver lo más que puedas, cierran a las 7. Se puede llegar en transporte público utilizando metrobus o camión, esta ubicado frente al bosque de chapultepec."
755,"Es un lugar muy bonito para salir y despejar te un rato, también los alrededores son aptos para pasear o tener una buena platica"
756,El museo mas hermoso que he visitado en México. Me cambio la percepción y me dio una idea de mi identidad como mexicano❤
757,"De los mejores aservos culturales del país. Visita obligada. Se recorre, con atención, en un día completo. Mucho mejor para visitar cuando no haya tanta gente."
758,"Las salas del segundo piso se muestran un poco deterioradas, mucho polvo en los objetos, información desactualizada, mucha del año 2000."
759,"Porque es increíble que ahí podemos regresar el tiempo,y ver de dónde venimos. Visiten este museo,la aventura esta cool."
760,"El.mejor museo de América Latina, no solo por su belleza,sino por su contenido"
761,"Un ""must go"" de esta ciudad. Lo recomiendo a todo mexicano o turista que desee conocer un poco más acerca de este bello país. Sólo que hay demasiadas personas los domingos. Si quieres disfrutarlo plenamente, ven otro día, aunque debas pagar un poco. No te arrepentirás"
762,"Museo en la CDMX que cuenta la historia de nuestros antepasados a travez de las culturas establecidas en el pais, que le dieron señorio, desde los aztecas en el centro del pais hasta los purepechas en el occidente, los olmecas y los mayas hacia el sur etc.. dejandonos una riqueza cultural vasta como grandes piramides, arquitectura..."
763,"Museo de Antropologia uno de los más importantes e interesantes, con una amplia colección prehispánica y de orígenes de nuestro México con exposiciónes permanentes y una temporal  en el corazón de la ciudad de mexico, Av Reforma en el bosque de Chapultepec fácil acceso ya sea por transporte particular o público (metro auditorio o metrobus Antropologia) de aquí mismo se puede hacer caminata hacia varios más... ¡¡No dejen de visitarlo!!"
764,Definitivamente el mejor museo de antropología que he visto en los últimos tiempos muy bien organizado hermosas salas de exhibición facilidad para personas con discapacidad excelente restaurante en fin un sitio maravilloso para pasar el día aprendiendo la historia y la cultura mexicana.
765,"Es un gran museo, de hecho el museo más grande e importante de latinoamérica; guarda entre sus paredes una colección inmensa de objetos, bienes muebles antropológicos. También tiene exposiciones temporales de nivel mundial. Además celebra  eventos académicos como coloquios, conferencias, cursos, ect. En sus 3 auditorios"
766,"Gran museo de México y el mundo. Cuenta con  infinidad de piezas arqueológicas que si se revisan a detalle, requerirá de múltiples visitas. Imperdibles las salas mexica y maya."
767,"Muy ordenado, por lo menos mediodía si se quiere recorrer todas las salas con paciencia (1er y 2do piso) protocolos covid-19 estrictos, permiten fotografías sin flash desde celular, no videos."
768,"El Museo Nacional de México es  verdaderamente una hermosa experiencia visitarlo . Desde su entrada con una enorme fuente representada por  el Dios Tlaloc Dios de la lluvia que da la bienvenida a todo visitante , haciendo la estancia en el lugar muy agradable.   Asimismo te hace vivir toda la   historia de México bien detallada paso a paso en cada una de sus salas . Las belleza de la arqueología encontrada y exhibida aqui en este Museo te hace retroceder en el tiempo. Vale mucho la pena visitarlo ."
769,"Excelente ubicación,!! Precio accesible,  información .  Lugar y ambiente familiar, muy recomendable !!;"
770,"Está muy bueno, pero hay que ir con mucho tiempo. Entrada $70 pesos. Los domingos es gratis para público nacional y extranjeros residentes. Todos los días gratis para mayores de 60 con credencial INAPAM, menores de 13, personas con discapacidad, profesores y estudiantes con credencial vigente."
771,Un sitio obligado en tu trip si vienes a la Ciudad de México.
772,"Uno de los mejores museos que tiene la CDMX, al cual puedes llegar con mucha facilidad por su fácil ubicación, justamente frente al bosque de Chapultepec... este espacio cuenta con una buena colección y excelente montaje, como para enseñarnos de donde venimos y especialmente para hacernos sentir orgullosos por ser mexicanos."
773,"El museo es grande así que se necesita mucho tiempo para apreciar todo. El restaurante ""sala gastronómica "" es una buena opción para descansar y tomar o comer algo.  Muy atento y gentil servicio 👌"
774,"Excelente, buenas medidas de higiene, solo pediría más guardias en las salas por la gente que no respeta y quiere estar tocando"
775,Es un lugar que todo visitante a CDMX debería tomarse un tiempo para conocer por la riqueza de la cultura prehispánica de México y Centroamérica.
776,"Sin duda uno de los mejores museos que he visitado, al nivel de los mejores del mundo. Para los visitantes nacionales les recomiendo ir los domingos a las 9 de la mañana, la sala mexica no se llena de gente hasta las 10 así que pueden tomar fotos a gusto. La tienda de recuerdos vende réplicas preciosas de algunas obras de la exposición, libros y playeras. Revisen que hay en la sala de exposiciones temporales, casi siempre hay cosas muy interesantes pero la entrada se paga aparte de la del museo."
777,"El museo más rico en piezas rescatadas, de los museos más hermosos de la ciudad de mexico y gran vestigio para la humanidad"
778,"El Museo Nacional de Antropología (MNA) es uno de los recintos museográficos más importantes de México y de América. Está concebido para albergar y exhibir el legado arqueológico de los pueblos de Mesoamérica, así como para dar cuenta de la diversidad étnica actual del país."
779,Muy bueno entretenido si hay q tener un buen de tiempo disponible para poderlo recorrer todo sobre todo si te enseña a datalle cada cultura y su existencia..
780,Excelente lugar para pasar el día ya que tiene bastantes cosas para ver y aprender... No te arrepentirás
781,"Hermoso, todo bien controlado por parte del museo. Sólo para aquellos sedientos de querer aprender, los baños son limpios al igual que todas las salas."
782,Si empre he sido fan de este lugar y la exposición de las Huellas de Buda estuvo buena perp creí que habría piezas más grandes
783,Un lugar fabuloso totalmente recomendado para aprender más sobre las diversas culturas prehispánicas que se asentaron en lo que hoy en día es nuestro bello México
784,Excelente lugar para conocer las diferentes culturas que hay en México a través  de reliquias que se han encontrado a través de los años.
785,"Uno de los mejores museos que conozco, es muy grande por lo que recomiendo hacer un plan para ver lo más integrante o lo que más te guste , ya fui 5 veces y voy a volver así que te paso mi lista de favoritos"
786,"El más importante en México, 100% Recomendable"
787,"Un super lugar para conocer la historia antigua de México, hay diversas salas como la mexica, la maya, totonacas, culturas del sureste, etc, super padrísimo y los domingos es gratis la entrada, tiene una preciosa fuente en la plaza central no puedes venir a la cdmx y perderte está visita, hay más extranjeros que nacionales, la verdad es que un lugar super bello y cuidado, no te puedes perder la vista a los mexicas, y si eres de los que te preocupa el baño hay y limpios y bien cuidados.  Saludos desde Querétaro."
788,El museo esta muy padre aunque estan algunas salas en reparacio o mantenimiento pero es chido
789,"Un lugar muy interesante e importante ya que tiene salas con exposiciones de diversas culturas y los aspectos más importantes de cada una, así como piezas arqueológicas que ayudan a comprender mejor la vida de nuestros antepasados y la importancia que siguen teniendo en la actualidad"
790,Lo mas representativo de la cultura mexicana.. la contribucion europea despues de 2 siglos con piezas excepcionales que son de este pais...debe ser visitada por todos los mexicanos.
791,"Excelente lugar, es mágico y lleno de cultura"
792,"Estuvo bueno, pero cuesta llevar todo el día destinado al museo para alcanzar a recorrerlo, ya que es muy amplio!!!"
793,"Encantada de ver y sentir la energía y la poesía,  de nuestros ancestros, antes de que nos fuera arrebatada por los invasores, todos sus tesoros culturales!! ❤️"
794,Genial es impresionante 2018 abril
795,Muy bonito lugar además de todo el conocimiento qué te llevas
796,"Hermoso lugar, lleno de historia y colecciones increíbles."
797,"Es increíble, me encanta este museo, aprendes muchísimo sobre las culturas."
798,"Museo muy bonito,  pero muy grande, para recorrerlo todo hay que ir bien temprano pues son varias horas para hacerlo"
799,"Museo de visita obligada si vas a la CDMX,   Muy bien estructurado, impactante y lleno de información interesante"
800,¡Increíble! inmenso y fascinante. El tiempo no pasa aquí y a la vez no alcanza para recorrer todas las exposiciones. 100 recomendable.
801,"Es un lugar precioso, hace que una se sienta orgullosa de su origen.  Se requiere de varias visitas para ver completamente el museo.  Su tienda tiene bonitos productos con todo tipo de precios."
802,"Muy bien ventilado y limpio, había buenas medidas de seguridad y las exhibiciones están bien mantenidas."
803,Excelente y necesitas tiempo para ir por qué para ver todas las salas a conciencia es casi todo el día
804,"Es un increíble lugar con invaluables objetos.   La entrada es gratis, presentando una identificación o credencial mexicana, para los extranjeros tiene costo de $75. En la explanada exterior puedes observar a los voladores de Papantla y a los danzantes aztecas. También degustar botanas muy mexicanas."
805,Excelente lugar con un gran valor histórico y muy importante para la cultura Mexicana.
806,100% recomendable
807,Es un lugar muy agradable para un fin de semana o ir con tu novia ademas de que aprendes cosas nuevas sobre los antepasados
808,"Sin duda un lugar que ningun mexicano deberia perderse, la entrada es gratuita los domingos, si llegad temprano las salas estan casi vacias para fotos espectaculares."
809,"Un lugar que todo mundo tiene que conocer, te enseña la cultura de nuestro país y sus orígenes. Los días domingos son gratis para los mexicanos y residentes que estén en el país y costo únicamente a extranjeros."
810,"Inabarcable y asombroso. Estuvimos tres horas y desistimos, deberías ir tres días enteros y aún te faltaría tiempo. Es una visita obligada si vas al DF. El precio es irrisorio para el turista."
811,"Excelente material arqueológico, uno de los museos mas bonitos y conmovedores que visité en mi vida. Conocer el grado de desarrollo cultural, social y científico de los pueblos originarios y como fueron diezmados por los europeos estremece hasta las lágrimas. Imperdible."
812,"La exposición ""Grandeza Mexicana"", bellísima. Es muy impresionante ver tantas figuras que han estado fuera de nuestro país."
813,"Un recorrido increíble en este maravilloso lugar, cuánto por ver y apreciar, todos deberíamos visitar nuestros orígenes, saber de nuestros ancestros"
814,"Exaltar el pasado es conocer el presente, el origen de nuestra País, a través de las diversas y ricas culturas que se establecieron en México, el adentrarse a conocer a los Mexicas y el origen de la CDMX; es enriquecedor ver y trasportarse al pasado; compartir con los dioses, imaginar las ofrendas, el trabajo tan fino y tan detallado de las piezas en roca, el misticismo de la vida y la muerte para cada cultura, su organización y conocimiento que todavía puede sorprendernos, es una vita obligada al mejor museo de la CDMX; con tiempo, con ganas de disfrutar; incluso de presumir desde su entrada su inmensa columna de agua; cualquier extranjero queda pasmado de lo rico que es nuestro pais."
815,"Me encanta saber más sobre la historia de las civilizaciónes, en especial las mexicanas, es un excelente lugar para ver piezas originales, réplicas y para saber más de nuestra cultura, vallan con tiempo para que alcancen a ver todo."
816,Excelentes exposiciones. Un vistazo amplio y espectacular hacia el origen de la humanidad y hacia las culturas que conforman nuestra identidad ❤
817,"Es un gran museo, en todos los sentidos de la palabra. Vale mucho la pena visitarlo independientemente de si es por una tarea escolar, lo que puedo decir es que se necesita mucho tiempo para recorrerlo bien y estar dispuesto a aprender. Las exposiciones temporales son muy recomendables."
818,Hermoso y enorme lugar ! Tiene tantas salas de exhibiciones!
819,"Me gustó mucho! Es muy grande, me quedé corta de tiempo para apreciar bien cada sala, en general está bien, lo único que noté es qué hay algunos errores mínimos en las descripciones, y que muchas no tienen traducción al inglés, lo cual creo que es importante."
820,"Se encuentra en remodelación, es importante mencionarlo, ya que vienen muchos turistas y se van decepcionados por qué no pueden entrar  "
821,"Todos los que llegan de visita a México tienen que venir a este museo, cuenta con 23 salas de exposición. Y una sala temporal. Es un poco tardado el recorrido pero vale la pena. El costo del boleto es de $70, los niños menores de 13años no pagan entrada. No dejan entrar con alimentos. Si quieren llevar una cámara de video tienen que pagar por el permiso que es de $40."
822,"Increíbles todas las salas, sobre todo la azteca y la maya, me encanta este museo, es gratis para estudiantes"
823,Visita obligada si se esta en la ciudad de Mexico. Increible museo el mas grande de Latinoamerica diseñado por el afamado arquitecto  Pedro Ramirez Vásquez Un recorrido viendo todos los tesoros de la cultura Maya y Asteca. Desde la piedra del Sol hasta la tumba de Pakal. No perderselo!! Fabuloso!!
824,"ideal para recorrer con nuestros hijos y aprender de una forma visual. Empezar el recorrido muy temprano y asi ver detalladamente . Lastima no pudimos apresiar ""el paraguas "" por remodelacion."
825,"Nuestra historia es unas de las más hermosas del mundo, en este hermoso sitio, podremos disfrutar de muchos de los más importantes descubrimientos arqueológicos de nuestro país, también podrás comprar algunas réplicas en la entrada. Un lugar que nos lleva al los sitios más importantes de nuestro hermoso México."
826,"Gran experiencia y colección, sin embargo el piso de arriba es una exposición más contemporánea y deberían incluir algún Mamut o algo así"
827,Este museo es un lugar obligado qur  visitar cuando vayas a Ciudad de México... Hay una gran cantidad de información valiosa de la historia de México
828,Me encantó. Tuve suerte que por mantenimiento la entrada fuera gratuita (el ingreso es 70 pesos por persona). Atención e informacion cordial. Servicios higiénicos limpios. Restaurante en el interior. Acceso para personas en silla de ruedas. Me fascinó la exposición de Buda  (brinda información con lenguaje braille y lenguaje con señas). Hubo partes que faltaba la descripción del objeto pero no resta puntos de decir que es el mejor museo que he visto. Me faltó tiempo para recorrerlo todo (estuve 4 horas y ya tenía hambre 😉).
829,Hay mucha información sobre las culturas de México y la conquista que tuvo. Las imágenes e información bastante detallada.  Felicidades!!
830,Un museo que todo mexicano debe de visitar en su vida. Ojalá cuiden más los peces que se encuentran en el patio principal.
831,"El museo es una belleza sin duda. Me encantó pese a las prisas, lo que no me gustó es que en el estanque central tenían peces en muy poca agua como se puede apreciar en la foto, fuera de eso les comparto algunas fotos tomadas."
832,"El museo de antropología e historia es uno de esos lugares que como mexicanos (as) debemos conocer. Se encuentra dividido en salas que se refieren a diferentes épocas y/o culturas que existieron en  nuestro territorio. Si deseas conocerlo bien deberías dedicarle mínimo dos dias, ya que debido a su gran cantidad de piezas y material sería muy dificil hacer un recorrido completo en sólo un día. Todas las salas son atractivas pero si no cuentas con demasiado tiempo podrías priorizar el conocimiento de las salas: Teotihuacan, Mexica, Tolteca y Maya. Adicionalmente en estos meses se está ofreciendo una exhibición llamada ""Una pieza, una cultura"", la cual busca lograr un mejor entendimiento de las diferentes culturas mesoamericanas a través del conocimiento de una pieza representativa de las mismas, misma que se exhibe acompañada de material museográfico de referencia; en esta ocasión y sólo hasta este mes de julio del 2018 se está exhibiendo la pieza Xochipilli la cual forma parte de la cultura mexica."
833,Muy bonito.
834,Esta padre el lugar solo que falta información ya que por la pandemia no abre domingos ni lunes solo es de martes a sábado el costo es muy accesible 80 pesos adultos y estudiantes no pagan entrada
835,Un museo fascinante. El calendario azteca vale la pena ver en toda su majestuosidad. El museo tiene mas de 20 salas.
836,"Es un lugar exageradamente increíble,  toda la historia contenida en un solo sitio, su arquitectura es majestuosa, su galería histórica es de otro nivel."
837,Muy buen lugar ! Mínimo y para ver bien necesitas mínimo unas 6 horas! El restaurante es muy bueno ! 👌
838,No recomiendo asistir en domingo mucha gente por que es gratuito mejor pagar un día común pero apreciar cada detalle de tan maravilloso museo
