,Comentario
2970,Me siento muy orgullosa de la calidad de imformacion que se maneja en el museo.Y de todos los ejercicios interactivos de aprendizaje.Enhorabuena para Merida y todos sus habitantes.
2971,Muy interesante!
2972,"Muy accesible y didáctico, si quieres conocer sobre la cultura maya no te lo pierdas, aunque seas yucateco"
2973,Super recomendado visitar este lugar. La visita guiada muy recomendada ya que la persona está super capacitada al dar la explicación.
2974,"Precioso museo. Vale la pena visitarlo, y visitarlo varias veces para poder apreciarlo mejor. Descargué la app del museo y fue muy útil para la descripción de las obras exhibidas. Los miembros del personal del museo son muy amables y resuelven cualquier duda. Tienen una tienda de regalos preciosa."
2975,"Muy buen museo. Tiene varias exposiciones y buen contenido. Es cansado recorrerlo todo de una vez, así que se pueden hacer más visitas. El personal es amable. Hasta arriba hay un bonito restaurante con mesitas, varias al aire libre. Tienen una gran variedad de artesanías en su tienda."
2976,"Excelente lugar con diversas exposiciones muy interesantes y totalmente gratuito, el personal está muy bien capacitado y hay muchas medidas de higiene."
2977,"Un museo bonito aunque pequeño. Demasiado custodiado ya que los guardias de cada sala no te dejan no acercarte 5 cm a una pared del lugar.

Las recepcionistas mis respetos, son muy amables y muy educadas."
2978,"Gran museo. Cuidan mucho la calidad de las exposiciones. La iluminación y museografía en general me parecen excelentes. Todo muy limpio y bien presentado. Son interesantes las exposiciones temporales; vale la pena revisar cuál es la que está en turno. La terraza es una maravilla; tiene una gran vista y hay algunas ocasiones en las que hay música en vivo. Gran lugar para ver las cúpulas de puebla, tomar un café y admirar un gran atardecer."
2979,"Las tres colecciones (México antiguo, Virreinal y Arte contemporáneo) son maravillosas y sus exposiciones temporales son muy buenas. El edificio está increíble y la terraza tiene una vista insuperable del centro histórico de Puebla."
2980,"Entrada gratuita. Merece la pena visitarlo tanto por sus exposiciones como por el mirador que tiene en la azotea. Dispone de mesas, sillas y sombrillas para descansar y  recrearse con una vista panorámica de los tejados de la ciudad. Espectacular!"
2981,"Una bastisima exposición de arte, arequiologia y arte virreinal, en especial me gustó la exposición Cisco Jiménez, aunque no sepas nada de arte estás piezas al menos te caerán en gracia por la sátira"
2982,"Super recomendable, por ahora tienen una exposición temporal de Cisco Jiménez que te recomiendo ampliamente, pero en si todo el museo es genial."
2983,"Uno de los lugares mas hermosos de Puebla, tiene 2 o 3 exposiciones que cambian constantemente y las permanentes: arte prehispánico, arte del virreinal.

La terraza es hermosa y al igual que el resto del museo está hermosamente cuidada, y el menú ahora está a cargo de Cada Reyna (todo es delicioso), los chilaquiles de habanero, y el merengon son buenísimos."
2984,"El museo es bastante grande, tiene 5 galerías diferentes para todo tipo de gustos y puedes descargar la app del museo y escanear los códigos que se encuentran en cada una de ellas para obtener más información de cada una de las piezas"
2985,"El museo tiene mucho espacio, y una gran variedad de exposiciones, y su personal es cortés y atento ,cuenta con terraza donde hay una vista excelente con cafetería que aún no está en servicio, la entrada al museo es gratuita."
2986,"Los domingos la entrada es libre.
Ha sido remodelado, me encantó caminar en sus salas y pasillos.
La entrada es a través de una rampa y tiene un elevador para personas con capacidades diferentes.
Las escaleras son amplias.
Existen despachadores de alcohol en la entrada de cada exposición.
Se encuentran en el piso flechas que guían el recorrido.
Todo el personal brinda indicaciones de manera afable.
La terraza es fantástica, cuenta con mesas y  sillas para disfrutar la vista."
2987,"Museo Amparo.
Domicilio Av Sur 708 entre Av. 9 Ote. y Av.7 Ote.
Horario de miércoles a lunes de 10:00 a 18:00 horas, martes cerrado, entrada gratuita.
Cuenta con una colección de 1700 piezas de arte prehispánico, una terraza una vista panorámica de la ciudad de Puebla."
2988,"Es un museo genial, con diversas exposiciones, un gran recorrido en sus tres pisos, cuentan con una app para escuchar la explicación de cada una de sus salas a detalle, el personal que te recibe en cada sala es muy amable y cordial, tienen una terraza con cafetería ( cerrada por la pandemia) desde donde se disfruta ver las cúpulas de las iglesias que se encuentran alrededor, un gran lugar para visitar y disfrutar. No dejen de visitarlo."
2989,"Interesante y lleno de historia, primeea vez que veo un árbol de mandarinas chinas."
2990,"Un museo muy completo, hermoso y con exposiciones sumamente interesantes y relevantes. La arquitectura de la casona es preciosa y se conserva impecable. Actualmente no tiene costo de entrada pero tampoco hay servicio en la terraza, la cual valdría mucho la pena revivir pues esta genial."
2991,"Magnífico, no te quedes con las ganas de visitarlo sin ningun costo ya sea en familia o con tú pareja"
2992,"Hermoso museo con arquitectura única,exposiciones y una gran terraza para disfrutar el centro de puebla.
Arriba podrás tomar un trago o comer."
2993,Realmente todas sus galerías son muy interesantes y la terraza muy amena para comer algo o tomar fotos
2994,"Extraordinario, a la altura de cualquier museo europeo. Vale mucho la pena visitarlo y además no tiene costo de entrada. Horario de 10am a 6pm. Cierra los martes"
2995,"De siempre me ha encantado visitarlo, en sus visitas nocturnas la vista en la terraza es espectacular, recomendable para todas las edades, su altar es impresionante"
2996,Es un museo grande en dónde tienes bastante arte que apreciar y al final puedes subir a la terraza y disfrutar de una vista espectacular de la ciudad.
2997,"Es un gran museo con áreas históricas muy interesantes, también tiene exhibiciones de arte contemporáneo por lo que puedes ir de la época preshispánica y colonial al arte pop"
2998,Muy buena experiencia... Se las recomiendo mucho para pasar un día agradable con amigos y familia. Saber un poco de historia.
2999,"Amplio, cuenta con área de exposición antropológica, las exposiciones contemporáneas muy bien. Entrada gratis. Atención al cien."
3000,"Me gustó mucho, la entrada es gratuita y el museo no tiene perdida.
Tiene exhibiciones muy bonitas y muy bien cuidadas.
El personal es muy amable y siempre indican las cosas con mucha amabilidad, cuentan con una terraza muy con vistas muy bonitas.
Por el covid no tienen servicio de cafeteria pero es lo de menos
Totalmente recomendado. 🌸"
3001,Muy buen museo. Esta muy bonito y moderno tiene piezas tanto de arte moderno y virreinal. Hay estacionamientos a una calle. En la calle normalmente quitan  las placas. La cafetería tiene vistas increíbles a las Iglesias. Es gratis por lo que le añade un plus
3002,"Muy padre y bella la terraza aún que no había servicio  de cafeteria por la pandemia , pero bello lugar"
3003,"La verdad solo fui a la terraza, ya no cobran por subir ni tienen servicio de venta de bebidas y alimentos pero aún están las sombrillas y las sillas. La vista al centro es hermosa y es súper relajante pasar un rato ahí. El personal súper amable."
3004,El café de la terraza es muy lindo y el servicio es excelente pero el sabor es pesimo
3005,"Uno de los mejores museos en todo puebla, exposiciones increíbles que van desde la historia del estado hasta el arte  contemporáneo.
Recomendado ir en familiar y disfrutar al máximo todo lo que tiene para ofrecer este increíble museo."
3006,"Es el mejor museo que he visitado, el lugar tiene mucha historia, sobre todo de su fundador. El lugar con amplias salas, con un recorrido acompañado por la app del mismo museo.👌👌👌👌"
3007,"Muy bonito museo, cuenta con colección propia y 2 salas que cambian constantemente, no tienes que hacer fila ni esperar.
Por pandemia no se encuentra disponible el servicio de cafetería, tiene baños limpios y cuenta con terraza para hacer fotos de la catedral."
3008,"Sin duda un museo al que regresaré con mi familia, excelentes instalaciones y posee una muy buena exposición en sus diferentes salas. El taller de alfarero que realizan para niños y adultos genial, moldear el barro es una experiencia muy linda. No es una visita de un día si eres amante de los museos, estuve cerca de 5 horas y me faltó tiempo. Muy recomendable en la terraza hay unas vistas maravillosas."
3009,"Todo el personal súper amable, la entrada fue gratuita. Tienen todo señalizado (aunque la gente no hace caso). La terraza está padre, para descansar y tener una buena vista, lástima que por pandemia la cafetería esté cerrada. Todas las exhibiciones muy bien organizadas"
3010,"Nos encantó el museo. La colección del virreinato es maravillosa. La limpieza, la seguridad, la amabilidad del personal y el contenido de las colecciones son realmente notables."
3011,"Es un lugar hermoso, puedes conocer mucho de historia de nuestro país, ver piezas hermosas y pasar un largo rato pues es bastante grande. Esta muy cuidado y tienen medidas de seguridad lamentablemente de momento su cafetería está cerrada, pero por lo demás es un lugar digno de verse! 🙂"
3012,"Una arquitectura suculenta, tal cual como me gusta. Los espacios muy bien aprovechados y una curaduría exquisita que te hace apreciar muy bien cada pieza en las distintas exposiciones.

Actualmente con la muestra principal de la obra de Felguérez que siempre es un agasajo. Descubrí a un fotógrafo que no lo tenía en mi lista: Iñaki Bonillas, del que hay algunas piezas expuestas de manera original y que te invita no solo a la apreciación del significado de la imagen sino también a la literatura en frases de algunos autores que apoyan su propio trabajo.

Volviendo a la arquitectura del museo, se encuentra en el último piso un área abierta con una vista a las cúpulas de algunas iglesias de Puebla, es un espectáculo en vivo y a todo color.

Este espacio se ha convertido en uno de mis museos favoritos a los que siempre regresare cuando visite Puebla."
3013,Excelente lugar para tranquilizarte y disfrutar una cerveza o una bebida preparada los precios son accesibles y el ambiente es sumamente tranquilo
3014,"El museo es gratuito, tiene exposion prehispanica y del virreinato. Asi como puedes pasar a la terraza"
3015,"Super bonito, es un lugar indispensable visitar en Puebla, todo muy organizado y con personal super amable"
3016,"Hermoso museo, tiene de todo, desde figuras prehispánicas hasta arte moderno, hay arte e historia.

Tardas en recorrerlo completo y si hay que descansar entre salas en la terraza se encuentra un café para recargar energías para continuar.

Cuando fuimos no estaba concurrido, lo que lo hizo muy agradable, y siguen todas las precauciones necesarias."
3017,"El museo tiene arte moderno y prehispánica, además una buena organización del personal y muy limpio todo el lugar. Destacan sus jardines y su terraza con una linda vista"
3018,"El Museo Amparo es una institución privada fundada en memoria de Amparo Rugarcía de Espinosa en 1991 por Manuel Espinosa Yglesias y su hija Ángeles Espinosa Yglesias Rugarcía a través de la Fundación Amparo, con el compromiso de conservar, investigar, exhibir y divulgar el arte prehispánico, virreinal, moderno y contemporáneo de México.

El Museo Amparo es considerado uno de los centros culturales y de exhibición más importantes de México. Cuenta con salas para la exhibición de su acervo de arte prehispánico, uno de los más importantes en México en una institución privada. Además de la colección de obras de arte virreinal y de los siglos XIX y XX, presenta un programa permanente de exposiciones temporales nacionales e internacionales, al igual que un intenso programa de actividades académicas, artísticas, educativas y lúdicas dirigidas a todo tipo de públicos."
3019,"Las exposiciones y la arquitectura e historia, lo hace un lugar imperdible de conocer en Puebla."
3020,"El mejor museo en Puebla con la mejor logística para las exposiciones, fácil de visitarlo, de manera segura, fluida y cómoda. Su terraza es muy linda, tiene una hermosa vista de las cúpulas Poblanas."
3021,"Me encanta    es un lugar muy culto para aprender, todo es organizado y bien estructurado"
3022,"Es un gran museo, tiene una  extensa colección de piezas arqueológicas prehispánicas de varias culturas antiguas de México, en especial la maya y Totonaca. Hay una zona con la obra del artista plástico Manuel Feleguerez, si no les suena su obra podrán apreciar un poco de esta en el filme la montaña sagrada de Jodorowsky."
3023,"El museo más amplio y completo del centro histórico de Puebla, la entrada es gratis."
3024,Excelentes exposiciones de José Ibarra y de Cisco Jiménez.
3025,"Hermoso museo, mucha información. Las exposiciones temporales están muy buenas !"
3026,Excelente espacio cultural para visitar con todas las medidas de seguridad y sana distancia
3027,"Siempre alberga exposiciones increíbles, el personal va guiándote para que la experiencia sea inmersiva y adecuada"
3028,"Es un gran espacio, súper recomendado y lo mejor lo que resta del año el acceso es gratuito. Sus exposiciones de gran importancia."
3029,"Super bien marcadas las rutas de las exposiciones, amplio, poca gente, entrada gratuita, están pendientes del uso de cubrebocas
Muy recomendable
La cafetería está cerrada"
3030,Bello recinto muy limpio y pulcro grande y organizado.. bella colección
3031,"Este museo es imprescindible en tú visita a Puebla, conoce mucha historia en este lugar majestuoso.
Colección con muchas piezas originales!"
3032,"Hermoso museo, es gratis la visita, además tiene exposición de arte excelentes! Su terraza está encantadora, lástima que ahorita no está abierta la cafetería"
3033,Estos museos muy bien para la gente que le gusta el arte y los vestigios que hay en sus galerías recomendable para todos  aquellos que nos visitan  de diferentes parte de la república mexicana e internacional muy recomendable
3034,"Lugar donde se preserva la historia y se fusiona con lo moderno. El precio es accesible para la mayoría, vale la pena hacer el recorrido por las diferentes salas. En el tercer piso cuenta con una cafetería de lujo y hermosas vistas de el casco histórico de la ciudad. Los baños del lugar están muy limpios. Cuenta con guarda bolsos."
3035,"Excelente museo, arquitectura y personal muy amable"
3036,"Es un museo moderno, con exposiciones temporales bastante interesantes. Sus instalaciones están muy bonitas, es amplio, cuenta con muy buena iluminación y en la parte de la azotea cuenta con un restaurantcito terraza desde donde se aprecian diferentes cúpulas de.las iglesias del centro de Puebla, y está muy cuidado y agradable.
Cuentan con bastante personal destinado a guiar a los visitantes y a cuidar las exhibiciones.
Su exhibición permanente también es muy buena, y cuanta con unas pinturas que merecen la pena ver.

Si mi comentario te fue util, te agradecería un like👍"
3037,Me encantó este museo se los recomiendo mucho muy interesante además tiene buenas exposiciones
3038,"Muy bonito el lugar, las exposiciones.
Excelente atención y explica ion de todo el personal.
Me gustó"
3039,"Extraordinario Museo, con varias galerías,  muy bien cuidadas, iluminadas, limpias, amplias, con exposiciones de arte variado, el personal siempre atento y con conocimiento delos temas, céntrico,, con una terraza espwlndida. Una experiencia obligada en Puebla."
3040,"Me sorprendió. Ilustrativo, ameno y educativo. Salgan a la terraza de la planta alta."
3041,"Uno de los museos multiculturales más increíbles, es un lugar imperdible si estas de visita en Puebla, cuenta con todas las medidas pertinentes con el tema del COVID-19, personal ampliamente calificado y con una muy buena atención, es mi museo favorito no sólo por la increíble vista de su terraza si no por todo el caudal de información que alberga."
3042,"Qué bien se siente visitar un museo que lo tiene todo: propuesta, arte, buena atención. Me gustó mucho."
3043,"Excelente museo!!
Agradable para caminar y ver piezas únicas en su exposición permanente de culturas prehispánicas!!

**Entrada $25 estudiantes y $65 general

La tienda de recuerdos tiene trabajos muy buenos aunque lo mejor sería esperar al mercado de artesanías si gustan precios más bajos"
3044,"Un buen museo para recorrer en familia,  tu pareja o amigos. Cuenta con tres niveles. Con diferentes exposiciones en cada nivel. Cuenta con exposiciones fijas y algunas por temporada. No cuenta con estacionamiento propio. Pero encontraras algúnos estacionamientos cercanos a este museo. Cuenta con una amplia terraza desde donde podrás ver algunas cúpulas de las iglesias en la ciudad de Puebla."
3045,"Me encantó la línea temporal,
Buena información, pequeño pero interesante.
No sé si siempre sea de entrada gratuita, pero vale la pena."
3046,Gran variedad de exposición.
3047,"Un museo muy amplio, la calidad y el cuidado de éste es muy bueno. El costo de los boletos son baratos $25 estudiantes $35 adultos. El recorrido es realmente largo, hay muchas salas y exposiciones cambiantes. Hay una gran explicación y muestra de la historia y arte precolombino.

Un lugar apto para niños y adultos, asientos para descansar en todo momento, personal muy amable, servicio de guardarropa y baños en excelentes condiciones de limpieza y cuidado.
La terraza con buenas vistas y un espacio de descanso con alimentos bien preparados a un costo razonable."
3048,"Un museo precioso, lleno de historia y Tradición. A dos calles de la catedral de Puebla, no puede faltar en ningún itinerario. Cabe añadir que su personal es muy amable. Lástima que su cafeteria en la terraza no esté dando servicio, pues las vistas de la ciudad son espectaculares.

El Paseo abre el apetito, y el museo está rodeado de tascas, restaurantes y bistrós para todos los gustos."
3049,"Es un museo muy grande con 6 salas, desde su remodelación es muy interesante, cambian constantemente sus salas de exposición y su terraza tiene una vista del centro muy bonita"
3050,"Un museo amplio, con exposiciones increíbles y de valor
Protocolos de higiene establecidos
Una terraza con vista impresionante"
3051,"Es una visita bastante interesante, exposiones increíbles, además de que cuenta con una terraza dónde puedes consumir alimentos y bebidas! La vista desde la terraza es increíble!"
3052,"Muy bonito, me gusto mucho la exposición de México mesoamericano, creo que deberían agregar más exposición del reinado de la nueva España."
3053,La renovación de este museo le dio un efecto vanguardista. Están excelentes sus galerías de arte contemporáneo y prehispánico. La terraza muy bonita. Y lo principal: lo eventos gratuitos que realizan para que los niños se acerquen a la cultura es una loable labor felicitaciones.
3054,"Hermoso museo, super céntrico y los sábados tiene entrada gratis... Su café en la terraza con música en vivo a 4 cuerdas en la noche vale muchísimo la pena para comer algo, observar una vista impresionante del zócalo de la CD. de Puebla y tomarse fotos"
3055,Uno de los mejores museos de Puebla. Poseen una colección particular y además realizan exposiciones temporales. Los fines de semana la entrada es libre los domingos.
3056,"Excelente museo. Las exposiciones fijas tienen excelentes piezas, y la curaduría en general le ofrece al visitante una amplia información sobre el mundo mesoamericano y virreinal. La tienda del museo también tiene muchísimos productos que, aunque algo caros, son muy bellos"
3057,Es un museo muy bien organizado. La forma de hacer fluir al público es muy adecuada. Acceso para personas mayores y discapacitados por elevador es un plus. Tienen una app la cual escanea códigos QR para escuchar la descripción de las piezas. Bastante grande. Prestando atención a todo el museo puede llevar unas dos o tres horas el recorrido siempre y cuando gusten del arte e historia. Si solo van a curiosear el recorrido es relativamente rápido.
3058,La colección prehispánica del museo amparo es increíble y rivaliza con las de otros museos. Su rehabilitación moderna es interesante y es un museo que merece ser visitado
3059,"Está súper.
Instalaciones implecables.
Solo recorrí la primera sala porque el recorrido se puede volver extenso.
Las piezas son magníficas."
3060,"Ubicado en el centro del Puebla, encontramos uno de los museos más interesantes y modernos de está ciudad. Con diferentes exposiciones y actividades es una excelente opción de visita y al término puedes quedarte en su restaurante ubicado en la terraza del edificio, la cuál tiene una excelente vista de la ciudad. Ideal si lo que buscas es descubrir arte contemporáneo y tomar algún taller lúdico o visitar su amplia y completa biblioteca."
3061,Un museo muy lindo y con una terraza increíble. No tienen ningún costo y puedes entrar directamente a tomar fotos si así lo deseas.
3062,"Es uno de los mejores museos de la ciudad, con actividades muy padres. Tienen una colección de piezas prehispánicas muy bien logradas y curadas las exposiciones.
Me encanta la arquitectura del edificio ya que respetaron todos los espacios del inmueble para hacerlos salas de exhibiciones"
3063,"Museo moderno y con gran variedad de arte, además de contar con la antigua casa de Manuel Espinosa . Merece muchísimo la pena Lunes y domingo entrada gratuita. Terraza cafetería en la azotea imprescindible subir"
3064,"Su exposición de piezas prehispánicas es muy interesante. Vale la buena visitar sus exposiciones temporales. Un lugar que debes visitar si viajas a Puebla. La vista desde la terraza es magnífica! Si buscas salir de lo habitual de un fin de semana esta es una de las mejores opciones para pasar un día en familia, con amigos, solo o en pareja."
3065,"Terrible organización, demorábamos más de 10 minutos en pasar a la siguiente sala. La seguridad estuvo siendo hostigante. Los niños tenían alimentos y bebidas al lado de las obras. Ni siquiera concluímos el primer nivel porque preferían dejar pasar a otras personas antes que los que hacíamos fila.
El segundo nivel fue una maravilla, estaba completamente solo, lamentablemente es cuando te das cuenta que la gente sólo va por fantoche. Sugeriría que no desperdiciaran cuartos enteros sin obra alguna."
3066,"Extraordinaria, magnificas instalaciones y buen personal.

En lo personal lo único que nunca me fascina del todo son las exposiciones de arte contemporáneo, a veces me hace sentir que hago mejor arte que eso, ji y la que se encuentra ahora ahí 😶

La exposición prehispánica, la fotográfica y la colonial interesantes, como dato CURIOSO, destaco tres pinturas, dos de Diego Rivera y una del Dr. Atl, es un buen tesoro que el Museo tiene, claro, sin hacer menos lo demás."
3067,"Una exposición amplia y muy extensa en su interior, la entrada es de $40 y en la ocasión que yo la visité había una exposición extra de artes visuales muy interesante. La terraza tiene una excelente vista de la ciudad y el restaurante ofrece un menú muy rico, muy recomendable visitarlo."
3068,"Un lugar lleno de exposiciones increíbles.
Un buen lugar para conocer de historia, cultura y arte.
Un recorrido completo tomará alrededor de 3 horas.
Trata de ir sin mochila ya que te piden que la lleves enfrente por cuestión de seguirdad de las exposiciones. La ventaja es que si vas en domingo la entrada es gratuita"
3069,"Tiene muestras y exposiciones interesantes.
Su diseño es asombroso y los espacios son muy amplios.
Cuenta con unas escaleras flotantes o con soporte sólo de un lado.
El elevador está muy padre ya que es de cristal.
La terraza con la que cuenta es amplia y tiene un café para pasar un rato agradable con amigoa/familia.
Puedes tener unas vistas asombrosas, más que nada de noche.
Vale la pena su visita"
3070,"Precioso museo, muchas salas con variedad de exposiciones. 35 pesos de entrada y cultura por todos lados. Y como guinda la terraza con unas vistas espectaculares de la ciudad. Un paso obligatorio en Puebla"
3071,"Padrisimo, me encanta la forma como lo tienen estructurado, pase un día super agradable y aprendí mas de cultura"
3072,"Encantada con la visita, la atención y las instalaciones muy bien, encuentras piezas de muchos lugares, obras recientes. El patio es muy tranquilo y agradable, un atractivo extra es la cafetería y terraza del último piso, se disfruta estar ahí viendo el panorama de la ciudad con sus cúpulas de iglesias alrededor. Simplemente tienen que visitarlo."
3073,"Todo es perfecto, la atención, la curaduría, la limpieza pero ya porfa 🙏 abran la cafetería."
3074,"Este es sin duda uno de los mejores museos que he visitado, y uno de los mejores museos que hay en Puebla; lo mejor es que está a unas cuentas cuadras de la catedral por lo que es difícil perderse. Las exposición permanente es interesante en su temas, y las exposiciones temporales siempre te invitan a regresar. Puedes acudir en viernes que hay música en vivo, o puedes ir en cualquier otro momento y quedarte por la gran vista de alrededor."
3075,"Uno de los museos más lindos a los que he ido. El museo es un edificio antiguo con interiores remodelados y modernizados.
El personal es muy amable y te va guiando a lo largo del trayecto para recorrer los pasillos haciendo la visita más amena y fluida.
La museografía está muy bien organizada y cuenta nuevas propuestas de presentación de la información con pantallas, proyecciones y sonido que acompaña al visitante a lo largo de los pasillos.
El museo cuenta con una Ludoteca para los más pequeños, donde además de aprender se divierten.
No olvides visitar la terraza, tiene una vista hermosa de la catedral y otros edificios históricos. También cuentan con una pequeña cafetería en la terraza, y muchos espacios para disfrutar la vista acompañado de un café o bebida."
3076,"Las instalaciones son muy buenas, el museo cuenta con elevador, rampas y escaleras. La planta baja está muy bien, en especial la línea cronológica del desarrollo de las civilizaciones es la más completa que he visto hasta ahora en mi vida, la sala prehispánica también está muy bien. Lo que no me gustó, es que los nombres de los objetos expuestos no están muy bien detallados, falta mucha información y los cuidadores no están muy bien capacitados para ayudar al respecto, el concepto minimalista hace que se pierda información importante. En cuanto a las exposiciones temporales, es un lugar muy apto, ya que tiene mucho espacio, cuentan con tecnología audiovisual, lo malo es que me tocó ver ""arte"" contemporáneo en las salas de arriba y la verdad vi pura basura. Este espacio debería usarse con buen provecho, no para exponer basura y no lo digo desde una opinión personal, sino que realmente era basura, envolturas de frituras, botes vacíos, cáscaras de frutas, carritos de supermercado llenos de más basura, etcétera. Lamentablemente esa sala hizo que huyera del museo de inmediato, no permitiéndome ver la azotea y la vista."
3077,"Excelente vista desde la terraza! Para entrar a la terraza es necesario tener una ""membresía"" (tarjeta) que cuesta 35 pesos y con ella puedes entrar todas las veces que quieras y es transferible. En esa área hay una cafetería, la atención es regular. Pedí un strudel de manzana y le ponen helado napolitano, creo que pueden mejorar el sabor. Lo mejor de ésta visita es ver el atardecer y varias cúpulas de Puebla, y por la noche la vista de catedral es fabulosa."
3078,"Excelente desde su arquitectura a la propuesta y diversidad artística-cultural que presenta el museo. Además de tener visitas guiadas, ofrece actividades culturales como protecciones de cine latinoamericano y talleres en diferentes disciplinas de artes. Súper recomendable para conocer en tu visita a la ciudad de Puebla. Despierta sentidos!"
3079,"La colección de arte prehispánico es increíble.
El acceso con credencial de estudiante cuesta $25 y tiene servicio de lockers, sanitarios y una terraza muy bonita donde tienen una cafetería.

Los sábados cierran a las 9 y los martes no abre.
El resto de los días cierra a las 6."
3080,"Cada año mejoran este museo, es un must si vienes de visita a Puebla. Bueno, es un must si estas en Puebla aun viviendo. Una gran arquitectura, muy buenas colecciones prehispánicas y virreinales. La terraza tiene una vista increíble.

Esta muy bien cuidado y espero que siga siendo así, después de décadas sigue siendo uno de los mejores museos de Puebla"
3081,Muy buen lugar para ir a almorzar
3082,"Un museo que toma su trabajo en serio, siempre al alcance de la población, con exposiciones interesantes y un muy buen acervo de nuestro México prehispánico y novohispano.
Gracias por ese gran compromiso."
3083,Un espacio donde encontraras varias exposiciones interesantes. La terraza en un lugar imperdible ofrece una vista única del centro de Puebla
3084,"Muy bonito el recorrido que ofrece el museo muy buena idea la de acabar en la terraza con vista a la catedral, y me imagino con el servicio de cafetería valdrá muchísimo más la pena 100% recomendable para un plan más cultural"
3085,Excelente museografía y exposiciones. Las salas de exposiciones temporales recibe a artistas de buen nivel y de calidad artística. Las obras de las exposiciones permanentes es interesantes aunque en su mayoría no son piezas originales.
3086,Muy grande e interesante. Cuenta con diferentes exposiciones temporales por lo que recomiendo visitarlo cada cierto tiempo.  Los lunes la entrada es gratuita.
3087,"Recomiendo visitar el museo la muestra de su colección de arte prehispánico la recomiendo posee buenos recuerdos museográficos, los contenidos son accesibles para el público no conocedor del tema, la muestra de arte novohispano que también es permanente la recomiendo tanto por la colección invita a conocer como eran los interiores con el mobiliario.  Las exposiciones itinerantes que he visitado me parecen de buena calidad tanto en contenidos como de obra expuesta, generalmente no tienen catálogos de esas muestras. El personal del museo es sumamente atento. Recomiendo visitar la azotea tiene una muy buena vista del centro de Puebla, el servicio del restaurante no está mal lo malo que suelen utilizar vasos de plástico en algunas bebidas."
3088,"Un gran museo el cual esta hermoso y sobretodo moderno a la vanguardia. Peca de limpio y las personas super amables.
Cuentan con El servicio de guarda ropa.
Exposiciones geniales y guardan un gran valor histórico.
Cuanto con una terraza espectacular y un restaurant en la misma area la cual vale la pena consumir o admirar los paisajes.

No dejen de conocer este museo espectacular!!!"
3089,"Es un museo muy bonito, siempre cuenta con exposiciones interesantes.
El recorrido es de aproximadamente 2 horas.
Cuenta con una terraza con una vista a la catedral de Puebla y al sur de la ciudad.
Recomendable visitarlo."
3090,"Un muses renovado, muy bonito. La zona virreinal a mi parecer es la mejor. Es gratuito, parada obligatoria si van de paseo a Puebla."
3091,"Este museo es todo lo que no esperas encontrar en un solo lugar. La curaduría es impecable. Las exposiciones permanentes son asombrosas y las temporales imperdibles. Tan solo ver el calendario de lo que viene, deseas mudarte a Puebla para estar al tanto. La entrada me recuerda al museo MoMA en Nueva York. Cuenta con una terraza espectacular, con una vista 360 de las cúpulas y torres de las iglesias y la catedral del centro de Puebla. Un lugar magnífico."
3092,"Muy buen museo con piezas originales, hacen descuento a estudiantes, me tocó una exposición interesante sobre el barro y fuego de Oaxaca. Mucho personal al cuidado de entradas, en cada sala, pero no saben explicar nada sobre las piezas, no vi guías, el costo  general 75 pesos con descuento 25 o 35. La tienda del museo la sentí excesivamente cara, aún comparándola con el museo de antropología de la Ciudad de México."
3093,"El mejor museo de puebla sin dudas, van cambiando las expocisiones constantemente, cuenta con medidas de higiene, ideal para ir con la familia y cuenta con una terraza con vista increible, ademas su sección de libros esta disponible tambien de forma digital."
3094,"La vista es hermosa, los postres son frescos, y el café puede mejorar junto con el menú, aún así no es malo y puedes disfrutar del paisaje. También es tranquilo y puedes trabajar a gusto."
3095,"Ambiente arquitectónico agradable estilo roof garden. Espacio tranquilo y amplio. Grato de día como de noche.
La colección de arte prehispánico es una de las mejores de todo el país. Su mural cronologico introductirio correlacionando a las culturas del mundo es magnifico! Además el hecho de que comparta salas con muestras de arte contemporáneo hace la visita muy completa. Estupendo ejemplo de museo privado que rebasa por mucho, cualquier proyecto museístico público de la ciudad"
3096,"Cuando se entra en este recinto parece una casona poblana tradicional, de repente ves unas estructuras modernas con cristales de piso al techo y das cuenta que estás entrando a un museo moderno. Este lugar es espléndido, moderno, practico y completamente amigable para personas para con discapacidad.
Visítalo, encontrarás desde arte virreinal, piezas prehispánicas hasta exhibiciones temporales de arte contemporáneo."
3097,"El mejor museo de Puebla de talla mundial, visiten la exposición de historia prehispánica y la exposición de la casa colonial. La terraza es insuperable."
3098,"El mejor museo de puebla, se nota el intenso trabajo de todo el equipo del museo, que se esfuerza para que la experiencia del visitante sea óptima. Las exposiciones impecables, en cuanto a montaje, curaduría y selección. Muy recomendado."
3099,"Excelente sitio para disfrutar de muestras de arte.
No se pierdan la de Felguérez, es impresionante.
La terraza es hermosa, con árboles de limón, un olivo, lavanda, entre otras."
3100,"Me encanto por sus secciones,atención y la parte del restaurante es increíble,silencioso,mucha tranquilidad,paz,gracias"
3101,"Un gran museo con exhibiciones de arte contemporáneo, prehispánico y novohispano, muy bueno talleres para niños, una genial terraza, gran arquitectura y espacios acondicionados para las exhibiciones. En definitiva un modelo de museo que vale la pena visitar cuántas veces sea"
