,Comentario
787,"Museo didáctico para descubrir con los niños y en familia la ciencia y otras temáticas. Se encuentra dentro de CU, el Museo tiene costo de acceso y además puede subir el precio si entras a alguna sala extra."
788,"Este lugar tiene ciencia al alcance de tu mano ..
Te interesa ver cómo algo tan complicado ...parece ser tan fácil ..entretenido y el tiempo no te alcanza para recorrer todas las salas"
789,"Increíbles exposiciones, la tecnología es muy amigable con y para todos."
790,"Por entrar a ver alguna sala que este promocionada, cobran aparte. No hay aviso de cuáles están disponibles como el mariposario. Podría ser un gran museo interactivo, tiene todo, pero le falta hasta que los guías sean más serviciales"
791,Lugar entretenido para aprender
792,Todo super bueno. Únicamente tal vez falta de atención a ciertos puntos. Ya que algunos artefactos del museo se encuentran sin poder funcionar. Fuera de eso todo perfecto
793,Muy interesante y educativo para todas las edades.
794,Siempre es muy bueno visitar este lugar.
795,Lo máximo
796,Lo mejor sus nuevas de exposiciones
797,"Un museo hermoso, educativo e interactivo"
798,"Es un museo interactivo y completo. Sin embargo, algo que en el par de ocasiones que he ido, no hay alguien que te de el recorrido si vas por tu cuenta. Ahí es donde se ve algo carente; así mismo algunas de las salas que presentan se encuentran en remodelación u otras situaciones similares."
799,"Un lugar para que diviertan niños de todas las edades!!! Hay area infantil de 0 a 1,5 años, otra hasta los 6 años...y en general todo el museo es para tocar, escuchar, observar, construir...todo un dia de diversion!
Tiene cafeteria y restaurante con una buena variedad en el menu, asi que no tendras que salir, desde el desahuno hasta la cena, cafecito para los papas para la tarde, y menu infantil para los mas pequeños!"
800,"Encantador lugar, cuna de conocimiento e inspiración. Una verdadera lástima que a los que son estudiantes o ex alumnos de la UNAM, incluso profesores les hagan un descuento tan ridículo y pequeño en los boletos"
801,"Es un motivante de la mente y las aspiraciones intelectuales, divertido, la biblioteca es muy buen lugar para pasar bellos momentos en silencio o incluso jugando o viendo algun video. Y sus jardines son taaaan bellos!"
802,"Es hermoso todo lo que hay en sus exposiciones es un gran lugar donde ir, chicos y grandes para aprender e interactuar con la ciencia, la física y como se conecta con la naturaleza."
803,"Excelente lugar para empaparte de ciencia, aquí aprenderás de manera interactiva sobre muy variados temas científicos de gran interés y actuales, el museo cuenta con más de 12 salas por lo que se recomienda que en tu visitas tengas tiempo disponible para poder recorrer todas las salas."
804,"Un museo con muchas opciones, la ludoteca es hermosa y los guías muy amables."
805,"Muy interesante. Ya lo conocíamos. Fuimos a la expo de la vaquita marina. La expo muy bien, interesante, bien puesta y con muy buenos guías. Pero al resto de las instalaciones ya les hace falta meterle una buena manita y el Planetario, tristemente pésimo. No vale la pena comprar los boletos para el Planetario."
806,"Este museo se encuentra dentro de las instalaciones de la UNAM. Es un museo que en sus niveles podrás encontrar temas. De ciencia y tecnología que hará que tus hijos den rienda suelta a la imaginación, los adultos también podrán divertirse. Muy recomendable, importante llegar temprano para poder recorrerlo, cuenta con estacionamento de costo accesible. Lleva tenis porque cambiarán mucho. Tambien hacen descuento a estudiantes, maestros y gente de la tercera edad, así que lleva tu credencial de la escuela, de profesor y de adulto mayor."
807,Resultó un mal día. Había feria de ciencias y humanidades. Hasta el tope de gente. Sólo aceptan efectivo. No hay cajeros cerca y el más cercano quedaba a km. Sugerencia para la UNAM: hagan ferias en otras explanada tienen mucho lugar. Y si no aceptan tarjeta pongan cajeros o alternativas.
808,"No conocí todas las salas únicamente la sala para los más pequeños,  que tiene interesantes espacios aunque uno de ellos el más atractivo simulación de un hogar sala, comedor, cocina, espacio tipo super, demasiado descuidados y sucio los muebles muy al tamaño de los niños y padrísimos cocina y refrigerador de madera cool cosas muy lindas pero demasiado descuidadas y sucias, los sanitarios para los infantes muy bonitos tazas a su tamaño lavabos a su tamaño padrísimo, es una  lastima que no les den mantenimiento y el 😣olor sea terrible porque requieren mayor aseo e higiene🤪🧐🧐😬"
809,Museo muy interesante y lleno de gran información
810,"El museo está muy padre, las exposiciones son muy interesantes,  los chic@s anfitriones de las exposiciones son super amables y atentos,  en especial el chico que está en la sala Universo y Danielle que fue la encargada de darnos la explicación en el planetario (ésta chica es super amena en sus explicaciones , logró captar la atención de niños y adultos en la función del planetario,  recomiendo ampliamente este lugar!!!!!"
811,"La sala del universo y el cerebro mis favoritas ,es de los mejores museos que se encuentran en el DF , sin duda pasaría ahí mis fines de semana ,la ge nte muy atenta y tiene cafetería que no es gourmet es muy estudiantil y mi rico además súper atentos los chicos de ahí , la curación del cerebro creo que podría mejorar muchísimo , con dinámicas y más cosas de las neurociencia s actuales , cono la parte de neuroeconomia , neurodanza y neuro todo, me encantaría poder contactar al curador para poder trabajar en equipo y agrandar la sala del cerebro, lo que no me gusta es que los platos parabólicas del patio los que sirven como amplificador de sonido están descuidados y la distancia a la que se encuentran es muy cercana y no se ve el efecto de amplificación. Transmisión de la voz , deberían de pensar en no moverlos , además sus exposiciones son muy buenas"
812,"Exelente museo, cumplen con el objetivo de divulgación científica, te diviertes mucho, es grande (tarde cuatro horas recorrerlo todo) y muy bonito, algunas máquinas ya están muy viejas y a penas y siguen funcionando pero se compensa con lo nuevo que hay (siempre hay algo nuevo)."
813,Es un lugar muy tranquilo  la pasamos bien con la familia está bien limpio Tiene todas las medidas  de seguridad
814,"Es uno de los museos de ciencia más completos de la ciudad. Consta de varias galerías temáticas que cubren varios ejes tematicos (física, anatomía, ciencias de la tierra, etc.) Hay que llegar desde temprano para poder verlo todo, hay áreas diseñadas para niños pequeños y público en general."
815,"Solo que estaría muchísimo mejor que los horarios fueran más extensos, tanto cuando inician y cuando terminan actividades en el día., Para que todos podamos empaparnos y aprender ciencia. Es lamentable que mejor las cantinas y lugares de ocio sea más extensos los horarios, por eso es la gran deficiencias de educación y concientización en el país."
816,"El área de física es un espacio fabuloso, con muchísimos experimentos geniales y fantásticas demostraciones. Pero al personal encargado de las explicaciones y manejo del grupo le faltó ser más entusiasta y amigable, no estaría demás capacitarlos para ello. Por otro lado, creo que la experiencia mejoraría muchísimo si incluyeran más contenido FamilyFriendly"
817,"Uno de los museos que más me gusta, aunque le hace falta mantenimiento a algunas piezas, es muy grande por lo que conviene llegar temprano para recorrerlo bien, siempre es mejor ir entre semana ya que no hay tanta gente"
818,"Cobran 90 pesos la entrada general. Me parece un precio excesivo para lo que presenta el museo. Ademas te cobran un extra por cada exposicion que quieras visitar.
15 pesos por la de Oceanos extra. Demasiado que desear..."
819,Un bonito lugar para ir con la familia y conocer un poco más del universo
820,"Excelente lugar para ir con la familia o solo. El museo como tal es hermoso, tiene bastantes áreas de interés, que aparte de ser educativas son creativas. Lo recomiendo para chicos y grandes."
821,"Siempre sorprende lo novedoso de sus exposiciones, la forma atractiva de trasmitir la información y el conocimiento, hace que sea entretenido y divertido el aprendizaje significativo; su personal anfitrión siempre dispuesto a resolver preguntas e interesar más en los temas presentados."
822,"Un gran lugar, se aprende mucho y lo mejor de todo es que el personal que asiste a los visitantes es de lo más amable, desde la persona que te recibe en la entrada hasta los meseros del restaurante. Hacen que la visita sea muy placentera y que uno se sienta como en su casa. Muy bien por ustedes. FELICIDADES!!!"
823,"Excelente lugar para aprender mucho sobre la ciencia, muy completo e interesante, un lugar donde se pueden realizar incontables actividades relacionadas con diversas áreas, las proyecciones del planetario sumamente interesantes vale la pena pagar el extra para verlas, además son distintas a lo largo del día, la exposición de la vaquita marina muy buena para concientizar a las personas sobre la posible extinción de esta especie, es bastante extenso así que no es posible recorrerlo en una o incluso dos visitas, el costo es razonable de 70 pesos por persona o 60 para estudiantes, menores de 12 años o personas de la tercera edad, una visita obligada para los que les gustan los museos y sobre todo para quienes adoran la ciencia..."
824,"Las exposiciones son muy bonitas y muy educativas. La última vez que lo visite note que había muchas áreas que se ve llevan años sin mantenimiento, me dió tristeza ver muchas áreas tan desgastadas. Aún así vale mucho la pena y ojalá que tengamos Universum para rato"
825,"Es uno de los museos más interactivos que he visitado, está lleno de diversión además de reforzar conocimientos sobre la química, matemáticas, anatomía, etcétera.
Además de que conoces un poco más las instalaciones de la grandiosa Ciudad Universitaria.
Muy recomendado! VISITENLO!!😎😎"
826,"Es agradable pero con mucha gente y niños, tiene salas muy interesantes y hay salas en la que te puedes inscribir para pasar y hacer experimentos directamente, tienes que tener mucha disponibilidad para caminar mucho subir y bajar escaleras y llevar zapatos cómodos"
827,Buenas exposición es. Pero como acaban de te abrir te llevan en grupos de 10 .
828,"Excelente lugar para llevar a niños de 8-12 años, les sirve mucho en diferentes áreas en ellas pueden descubrir que les gusta o bien informarse de cosas muy importantes como lo es su salud reproductiva,su nutrición y el cuidado de nuestro planeta."
829,"Necesitas más de un día para recorrerlo completo. Para los peques (infantes, y también para niños pequeños) hay en la planta baja a mano derecha áreas exclusivas muyyyy muyyyyy buenas y en el segundo caso con actividades en horarios específicos. Hay dos sitios para comer adentro, uno al alcance del bolsillo."
830,"Mi visita al universum es un espacio para universitarios y para todo el público el museo universitario es único dónde hay teatro, exposiciones es un museo interactivo nos muestra la ciencia que es hermoso y divertido conocer más o simplemente para recordar y reforzar lo ya aprendido en donde conocerás a los científicos como mi querida profesora la doctora en astronomía Julieta fierro, el doctor en ciencias René drucker, el doctor en astronomía Luis Moya ay no sé tanta gente tan hermosa invitó a quien me lea que lo visiten es una experiencia única."
831,Mucha diversion para los niños y jovenes para los adultos tambien informacio  importante cafeteria rica la comida
832,"Excelente espacio para la divulgación de la ciencia, uno de los esfuerzos más destacables a nivel América con un enfoque para el entendimiento sencillo del quehacer científico, además en uno de los puntos de referencia del conocimiento: la UNAM.

Tienen que ir varias veces, la permanente no cansa y las temporales siempre sorprendentes."
833,"Maravilloso lugar, el precio que se paga es simbólico comparado con lo grande divertido y educativo que es el lugar, hay talleres para niños y adultos también hay área de comida en buen precio o si tienen un presupuesto mayor pueden entrar al restaurante gurmet el cual es muy recomendable"
834,"Hay todo tipo de actividades es bastante divertido y también informativo. Recomiendo más ir con amigos pues algunas actividades requieren compañia. También recomiendo mucho asistir a las pláticas de educación sexual, aprendes mucho y el personal está dispuesto a ayudarte con lo que ocupes."
835,"El museo es excelente, pero considero que no es para niños pequeños (de 8 años en adelante). Sin embargo el túnel del tiempo es maravilloso, no se lo pierdan."
836,Me encanta el museo.
837,Muy diverso y entretenido y bastante grande
838,"Recomiendo llegar temprano y estar todo el día allá. Vale la pena contratar por lo menos 1 taller que cuesta 25 mxn. Si visitan la zona de matemáticas, pregunten todo a los chicos que están ahí, ya que los experimentos son muy entretenidos, pero difíciles de entender si no estás familiarizado con el tema."
839,"Las instalaciones son limpias y amplias, las exposiciones están en constante rotación, el costo es bastante accesible y si cuentas con credencial de estudiante te hacen un descuento."
840,"El museo está muy aunque apenas que fui sigue en reparación, alguna de las observaciones que le hice es que los materiales didácticos están descompuestos y otros en reparación, vale mucho la pena pagar $10 más para pasar a ver alguna de las muchas proyecciones, sus explicaciones están de maravilla ya que no las hacen como en otros lados y la información que dan es basta y entendible.
Se merecería las 5 estrellas solo que si le falta un poco más de higiene y compostura en el material didáctico"
841,Muy buen lugar!!!!!
842,"El Universum es un recinto muy grande y muy importante en el ámbito de la divulgación científica, es el mayor museo de este tipo en la Ciudad de México. Su interior es espacioso y cuenta con teatro, con salas de exposiciones temporales y permanentes, salas de experimentos y demostraciones, se permite la entrada al público de todas las edades y el costo de entrada es de acuerdo a la economía de las familias. Además cuenta con un espacioso estacionamiento, seguro y práctico, y es muy fácil llegar usando el servicio de transporte interno de la UNAM, o desde la Avenida del Imán. Quizás el único ""pero"" que tiene este espacio, es que durante eventos abiertos en el exterior, como el ""Neurofest"" llevado a cabo durante la Semana Internacional del Cerebro, no hay servicio de sanitarios salvo al pago de la entrada con el boleto de admisión general."
843,"Museo super interactivo, donde aprendes siempre algo nuevo"
844,"Es un museo demasiado extenso y muy bueno, ofrecen muchas formas de didácticas de aprender, y de entender cómo funcionan ciertas cosas del día a día, lo único que me parece un poco lamentable es que no tienen completamente bien habilitados todos los objetos de interacción."
845,"Tiene todo para aprender e incluso con algunas cosas educativas, precio accesible a todo publico, con descuento para estudiantes y el museo es recomendable para todas las edades"
846,"Buena organización para el ingreso, aunque la fila era larga se avanza muy rapido.  Lo malo es que muchas de las actividades no están en funcionamiento y lo sanitarios no están en buen estado, aunque si limpios."
847,"Es un museo muy interesante y enorme.
Tienen muchas buenas ideas didácticas.
Es una lástima que esté tan descuidado y el personal administrativo sea tan grosero.
No es una entrada tan economíca para las condiciones en las que está el lugar."
848,"Es un museo muy grande, el cual contiene mucha información sí me gustó. Aunque pienso que está un poco descuidado en cuanto a sus instalaciones podría estar mejor.  Y tambien me parece un poco caro."
849,"Algunas salas tienen equipo viejo y q no es funcional, pero hay salas con exposiciones nuevas y muy interactivas, en general el personal es muy amable y la atención es calida, vale micho la pena ir con niños, pasaran un buen momento."
850,"Cada sala toma entre una y tres horas en ser vista por completo, así que obvio debes dar varias visitas para disfrutarlo por completo, pero vale la pena. Es muy sencillo llegar por pumabus, o el metrobus más cercano es Perisur, dónde solo caminatas unos 15 min."
851,"Es un museo bastante curioso. Los módulos que tienen son entretenidos, apto para todas las edades. El precio me parece razonable para lo que hay, aunque no es algo negativo."
852,"Es triste observar que con el paso del tiempo este ilustrativo museo, ha ido en decadencia, las instalaciones dejan ya mucho que desear pues las condiciones en la que se encuentran las salas interactivas están o descompuestas o en muy mal estado, ojalá se ocupen de ponerlo en las mejores condiciones para que tengas ganas de visitarlo no sólo por indicación académica si no por gustó también"
853,"Hace años lo había visitado y me gustó mucho,  apenas lleve a mi hijo de 7 años y le encantó. 100% recomendable, punto a parte el restorán tiene un buffet muy bueno,"
854,"Museo de ciencias con planetario, mariposario y talleres, se va rápido el tiempo recorriendo cada exposición y jugando con algunas de las actividades que hay, además hay talleres a los que se puede entrar, pero hay que registrarse, hay teatro pero no funciona en temporada vacacional, una buena opción para pasarse el día"
855,"Es un museo interactivo muy interesante, se puede pagar con efectivo y con tarjeta, su costo es de 90 por persona y con descuento 80 más se le puede agregar otras actividades extras que tienen un costo extra"
856,"Está  bastante bien, tuve el infortunio de que estaban remodelando bastantes secciones, la cafetería no es muy buena pero el restaurante sí. Espero que después de la remodelación mejore! Fuera de eso su personal muy atento"
857,"Me encantó, el trato tan amable de los alumnos de la UNAM y las explicaciones en diversas salas.
Las actividades están diseñadas para todo tipo de público."
858,Es una gran opción para ir en fin de semana. Está ubicado dentro de Ciudad Universitaria. Hay muchas exposiciones sobre diversos temas científicos y son interactivas. Desde que llegas ya puedes participar en actividades como la bola de electroestática. Explican muy bien la probabilidad y hay un clásico: el modelo del principio de Pitágoras. Hay varias oportunidades de fotos y los temas van desde matemáticas hasta reproducción. Me gusta mucho!
859,"Fabuloso sitio de intercambio de conocimiento. Buen trabajo museográfico. Personal super atento y preparado. Y todo con un costo super accesible. Una parada obligada para nativos y visitantes de la Ciudad de México. Estacionamiento en el sitio, puede llenarse en fin de semana."
860,Recinto universitario que cuenta con instalaciones físicas accesibles para personas con discapacidad motriz. Los espacios son amplios y ventilados. Hay actividades culturales y con abordaje científico para todo tipo de público. La limpieza del lugar es muy buena y el trato es muy amable.
861,Muy bonito y amables todos FELICIDADES.  PERO LA GENTE IGNORANTE NO RESPETA LA SANA DISTANCIA.
862,"Siempre vale la pena regresar a este museo donde aprendes sobre matemáticas, química, el cerebro y más. Recomiendo mucho  la exposición de Océano. En el Universum hay guías que explican muy bien las exposiciones,"
863,"Excelente opción, aunque creo que le hace falta mantenimiento."
864,"Tiene exposiciones muy interesantes, pero es importante  ir con disposición e ir con tiempo, pues el museo es didáctico y el recorrido es de aproximadamente 3 horas. Perfecto para niños,jóvenes y adultos, para las clases de ciencias naturales y conocer mas acerca de nuestro cuerpo y nuestro entorno."
865,"Uno de los mejores museos que hay en el DF, el unico pero que le pongo es que esta muy lejos. Pero sus exposiciones son geniales y sus actividades fantasticas. La mejor manera de disfrutar este museo es con tus amigos o con tu familia para que todos se diviertan ^^ se los recomiendo mucho."
866,"Padrisimo lugar para ir con los peques de la casa, hacen que los niños tengan gusto por aprender, todo es interactivo, los colaboradores son muy amables y el tiempo se pasa volando, lo recomiendo mucho, martes 2x1."
867,"Ojo, el día que fui la única entrada disponible era por av. Imán  las demás estaban cerradas. Interesantess permanentes y temporales, la mayor parte de ellas son interactivas y permiten aprender mediante el juego y la práctica, tanto a niños como adultos, es la segunda vez que asisto y no sabía que tenía un planetario, es bastante interesante ya que proyectan y describen todo lo que habrá en la noche de ese día en específico, mi único comentario negativo sería que algunos de los aparatos interactivos están fuera de servicio, pero es comprensible debido a la gran cantidad de visitantes que recibe."
868,Amo ahí
869,Para disfrutarlo en fin de semana por el momento
870,"Voy con frecuencia a este museo ya que su oferta cultural es muy interesante. Además se imparten conferencias con atractivos contenidos, dictadas por investigadores que saben transmitir su conocimiento al público en general."
871,"Me parece estupendo que hayan hecho mejoras, y que le hayan dado un concepto más digital e interactivo, sin embargo creo que hay un exceso de pantallas. Me parecía maravilloso ver los ejemplares que tenían."
872,"Magnífico en el corazón de CU, tuve la oportunidad de visitarlo de niño y me encantó, ahora que tuve la oportunidad de visitarlo nuevamente me fascinó; recuerdo algunas de las salas que me gustaron mucho, ahora con más salas es estupendo, cuentan con varias actividades extras algunos con costó accesible y otras totalmente gratuitas, podría visitarlo cada semana."
873,"Una vez denuncié el abandono de su zona ecológica y la ""mera mera"" -vestida muy elegante, lo reconozco-  me contestó hasta con leperadas que no me atrevo ni a replicar porque yo si soy una persona educada y decente en lo que cabe. Me  frustró. En otra ocasión, en un taller, una reconocida astrónoma de pelos pintados me aventó un dulce en la cara lastimándome un ojo haciéndome una herida en el lacrimal... Que pena, ojalá la administración mejore y atienda esos insignificantes detallitos."
874,"Es un museo donde puedes encontrar un poco de historia de la tierra, hay diferentes salas.
El precio no rebasa los 100 pesos y el martes hay 2x1.
A dentro hay un pequeño restaurante y cuenta con baños limpios."
875,Me encanto hay muchas casas que tanto los niños como los papas pueden aprender y divertirse juntos
876,"Me encanta a día de hoy esta dentro de los mejores museos que puedes visitar solo o acompañado, las exposiciones se renuevan constantemente y todas las piezas que ahí se exponen hecha a andar tu pensamiento científico al máximo. Además está aproximado al espacio escultórico y el MUAC, aparta un día entero para visitar estos dos museos y el recorrido escultórico"
877,"Hay demasiado que aprender aquí, tiene salas muy interactivas, el planetario es genial, hay funciones cada media hora, cuestan sólo 10 pesos, es un lugar ideal para pequeños y grandes, me la pasé increíble."
878,"Sería bueno que le ivirtieran más pues es un lugar para desempiojar a los jóvenes y niños, pero estoy seguro que en otros países le invierten más a estos propósitos, como en tantas cosas en México nos quedamos en la mediocridad y de alguna forma se la transmitimos a estas nuevas generaciones que meresen más. Seguramente como en todas nuestras instituciones el presupuesto para el mantenimiento y la actualización de este lugar tiene desviación y solo le aplican un pequeño porcentaje para taparle el ojo al macho, algún día será solo un recuerdo este museo, qué pena que para todo seamos así los Mexicanos.
Mi calificación va para el propósito original de este Museo, para aquellos que ase tiempo tuvieron una buena idea."
879,"Buen lugar para llevar a los pequeños , aunque está un poco descuidado tiene buen material de ciencia y tecnología . El costo es accesible ($70) y el estacionamiento cuesta ($20) pasarás unas 5 hrs dentro."
880,"Está bueno, sin embargo tiene cosas muy descuidadas en el área permanente lo que respecta al universo hay varios aparatos inservibles o apagados, ejemplo las básculas. Lo que si es el gran apoyo y explicaciones excelentes de los anfitriones en esa área y en física."
881,"El Universum siempre es genial, en constante remodelación ofrece cosas diferentes si tiene tiempo que no vas, elevador para tercera edad y sillas de ruedas, banquitas para sentarse en lugares cercanos, baños limpios, la cafetería es una burla el tamaño de algunas porciones como el boloñesa que no lo es, solo es carne seca no llega ni a picadillo, fuera de la cafetería el museo excelente por cierto no hay lugares cercanos para comer con niños"
882,Muy buena apresar de esta desarmada pandemia es muy bueno distraerte
883,"Un espacio universitario para todos, desde niños hasta adultos y personas mayores, se explican y ejemplifican varios fenómenos de la naturaleza a través de experimentos, vídeos interactivos, maquetas demostrativas, pláticas, ilustraciones, juegos, etc. Recomendable para niños mayores de 6 años y sus familias, dispuestos a poner a prueba su conocimiento, generar nuevas ideas y desarrollar la curiosidad por la vida natural de nuestro universo."
884,El mejor museo de ciencia de Mexico
885,"Es sin duda un lugar muy hermoso, por sus alrededores y el museo en el cuál los anfitriones te asesoran y tienen una excelente actitud para atender a los visitantes. Me encanto el sitio 😊"
886,"Magnifica, excelente. Muy interesante y se nota el nivel del museo.
Qué bello es mi UNAM, orgullosa siempre!!!
Lleven a sus niños y a la familia adulta recomendable para todos."
887,Museo interactivo e interesante.
888,"Muy caro para ser un museo en una universidad pública. Algunas salas necesitan actualización urgente.
La sala del mar es hermosa, pero la cobran aparte de la entrada general"
889,"Me gustó mucho el museo por qué áreas interactivas y actividades diversas para todas las edades, les recomiendo primero revisar los horarios de las actividades y programarlas con anticipacion"
890,Bajo mucho su categoría ya que las salas ya no son tan dinámicas y aparte cobran carísimo los niños a partir de 2 años pagan 80 pesos no se me hace justo pues no hay dinámicas tan accesible a para ellos
891,"Excelente lugar para niños y grandes, con exposiciones muy interesantes y mucha  actividades. Además  es importante que se renuevan continuamente, por lo que siempre puede haber algo nuevo que aprender."
892,"Las exposiciones están desaprovechadas. El primer piso está realmente deteriorado con experimentos de hace años.  Hacen falta guías que expliquen cada uno de los puntos y que le impriman VIDA al museo, porque no ponen becarios? El laboratorio de Bayer excelente, es lo mejor, debería haber más. Las actividades manuales muy bien, hace falta más, de barro, de papel reciclable, innovación."
893,"Uno de los mejores museos de México para la divulgación de la ciencia. Para chicos y grandes, niños y niñas, el Universum es el lugar ideal para conocer y asombrarse de este mundo. No te pierdas la oportunidad de tocar un auténtico pedazo de la Luna!!"
894,"Es mi museo preferido, les encanta a chicos y grandes, hay información por todas partes, hay actividades para todas las edades, excelente lugar para visitar con la familia, en pareja o como quieras"
895,Existen muchas exposiciones atractivas pero hay que estar atentos a las fechas y los horarios para calcular bien el tiempo que tomará ver todas las actividades
896,Lúdico y didáctico. Un lugar para divertirse mientras se aprende.
897,Muy divertido y aprendes mucho!
898,"Me gusta mucho este museo siempre puedes aprender algo nuevo, los jueves tiene promoción 2x1.
Si llevas carro te cobran 10 pesos el estacionamiento.
Te recomendaría comer en otro lado pero si tienes bastante hambre, no es mala opción el restaurante del Universum."
899,"Exelente, gracias a los anfitriones se disfruta más la visita."
900,Bueno la verdad el museo esta muy padre las áreas que hay son buenas tanto como aprendizaje y diversión para los niños. Pero el precio es algo caro y pues hay gente que no puede entrar por razones económicas
901,"La entrada es cara ya que para los niños es de $80,  algunas cosas no funcionan y otras están rotas. Es un museo donde se promueve la investigación, pero se olvidan que no todos tienen acceso a este tipo de lugares por los precios, debería tener precios más accesibles para familias que en fin de semana quieren tener una alternativa de diversión, como domingos gratis para niños."
902,"Es un museo enorme por lo tanto recomiendo planear la visita con antelación, lo mejor es recorrer un par de salas a la vez, e incluir algún taller. De esta manera puedes visitarlo más de una vez y en cada una tener una experiencia diferente, además de muchos conocimientos. Las instalaciones son excelentes."
903,"Todo es extraordinario,hay mucho que aprender,un museo interactivo para todas las edades. Costo aprox por persona 80 pesos MX."
904,"Descuidado el lugar, no es lo que era antes y con un precio no tan accesible"
905,Lleva a tus hijos les encantará y a ti también
906,"Me gustaba más este museo antes de que lo remodelaran. Tenía mejor equipadas sus salas. Sin embargo, sigue siendo un buen lugar para propiciar el aprendizaje."
907,"Uno de los mejores museos de la Ciudad de México y lo mejor esta dentro de la UNAM, Ciudad Universitaria, ir cómodo tenis y con mucho tiempo, para disfrutarlo ampliamente. tienes costo aparte el planetario."
908,Creo que es mi museo favorito! Me gusta mucho visitarlo. Hice una visita guiada cuando era profesor practicante y creo que tiene muchos elementos y exposiciones para reforzar lo visto en clase con los alumnos.
909,"Volverá a estar chido cuando terminen de remodelar, eso espero... y en cuanto a la cafetería... no entren, mejor lleven su sandwich, todo está bien caro, piensen en el principal target: estudiantes de escuelas públicas"
910,En estos momentos sin actividad y muy descuidado...
911,"Es un centro cultural muy bien ubicado y accesible para el publico general. En ocasiones hay eventos y actividades que invitan a fomentar ciencia a los más jovenes, sin lugar a duda es una excelente opción para pasar el rato y aprender al mismo tiempo, muy recomendado para todos"
912,"Es un lugar muy interesante para acercarte más a la ciencia
El personal que me toco era muy amable y atento, además que resolvían las dudas acerca de sus stands
Noté mucho descuido en algunas zonas, aparatos que no funcionan
Deberían de darle el mantenimiento adecuado"
913,"Universum ha sido un museo y espacio que visitaba desde chica y me gusta mucho, hay mucho por conocer dentro y fuera del museo, como la serpiente pequeña, la serpiente grande, las áreas verdes y juegos para niños"
914,"un lugar increíble, tiene muchas salas y para recorrerlo bien, necesitas más de un dia, lo mejor de este lugar es que puedes ir en familia y disfrutar de todas las exposiciones"
915,"Muchas actividades no funcionan, le faltan piezas o están descpuestas, algunos equipos se ven viejos y desgastados. Ojalá le inviertan un poco más porq es un gran museo"
916,Las exposiciones son muy buenas pero los chicos que están para ayudar no son muy organizados
917,Las secciones para visitar son muy interesantes y hay muchas actividades muy divertidas.
918,"El museo cuenta con exposiciones temporales y un planetario, es hermoso"
919,Muy bueno y si tienes dudas hay personal que te ayuda .
920,"La interacción que te proporciona el museo es genial, pero no ay mucho personal que te explique que hacer ( o los ay pero no te ayudan, muy indiferentes) y no ay un mapa claro o anuncios que te guíen de sala en sala, es un poco confuso."
921,Muy buen lugar para visitar y distraerse.
922,Pues lamentablemente habia muchos puntos cerrados. Sin embargo puedes apreciar todas las zonas sin la tipica persona que te este hostigando. Es de un costo muy accesible y en grupo de 4 personas sale mas economico. Los chavos que estan apoyando muy amables y pacientes. Puede mejorar muuucho.
923,Está buenas las actividades el problema es que te cansas mucho jajajaja 😂
924,"Me ha fascinado, un gran lugar para pasar un excelente rato, con un contenido diverso de exposiciones científicas, el problema es que hay demasiadas, lo cual no permite ver todo con gran detenimiento, si eres un estudiante de la UNAM esta bien, ya que visitas el museo cuando tu lo desees, pero para la gente que va solo una vez, es un problema."
925,"Un lugar cool para pasar el rato y aprender . Solo que la última vez que fui se veía un poco descuidadas algunas salas , pero fuera de eso sigue siendo un lugar entretenido como cuando iba en excursiones escolares."
926,"Un muy buen museo muy interactivo y con personal que te explica las dinámicas y algunas dudas sobre los temas de la sala.
Me encantó."
927,"Esperaba una mejor preparación del personal de la UNAM al atender a sus clientes, ni importa que tengan reconocimientos de parte de su alma mater si no saben atender o saber abordar a los visitantes, pareciera que les hacemos un favor al ir y no sentir ese amor por lo que quieren enseñar. Con esto no digo que son todos pero la mayoría se la pasa sin hacer nada, platicando o con el celular. Los únicos que se aplicaron recepción no todos, paramédico mis respetos con profesionalismo, personal de seguridad, el área de conciencia por la ciudad (temblores). Los filmes presentados en el domo ya son algo anticuados deberían ser más actualizados y de preferencia de investigación de la UNAM con visión de la UNAM y no de algunos españoletes. Si van a remodelar y esto es el punto rojo del asunto espero que llegue a RECTORIA como pueden arriesgar las vidas de los visitantes y de sus propios trabajadores. Deverian cerrar sus puertas una temporada y abrir con nuevas atracciones ya que no me llama la atención i a ver qué pocas personas hacer su trabajo y otras no ponen nada. Pareciera que les hacen un favor a la institución. Y lo recalcó para ser parte de la UNAM esperaba mucho más de todo el complejo. Mi visita fue el día 3 de abril del 2019."
928,"Universum es una maravilla. El grupo de jóvenes que trabaja ahí hace que la experiencia sea realmente enriquecedora, divertida y segura para los pequeños. Muy recomendable para niños, niñas y jóvenes que tienen interés por la ciencia y el mundo que les rodea."
929,"Me encantó el lugar, es interactivo, didáctico y un universo de información. Me gustaría que estén más limpios los baños y que su cafetería esté limpia, tenga precios accesibles y los ingredientes sean orgánicos y frescos."
930,"Está grande el museo cuenta con salas de exhibición un mundo dentro de ti esta fantástica, planetario, mariposario, casa sustentable, área para bebés, restaurantes y su personal extra amables, solo falta un poco de iluminación en algunas salas y en escaleras"
