,Comentario
4183,"Muy buen lugar para aprender de forma entretenida sobre ciencia, ideal para toda la familia. Han tenido algunas exposiciones temporales muy interesantes. Instalaciones muy completas y amplio estacionamiento"
4184,"Un museo para toda la familia, no importa la edad que tengas las actividades involucran a todos, lo disfrutan tanto niños como adultos.
Las instalaciones están en muy buen estado y muy limpias, los guías son muy amables.
Las exposiciones temporales son muy interesantes se nota el esmero que ponen y las explicaciones las hacen de tal modo que los niños lo entiendan bien."
4185,"Me encantó el museo, los chicos son muy atentos, amables y te guían muy bien por los diversos talleres y actividades. Estaba bastante vacío y pudimos disfrutar de todas las salas, la proyección 3d, los laberintos y todo. La próxima vez me aseguraré de visitar el observatorio. En el comedor todo rico y limpio, servicio rápido y buena atención."
4186,Excelente lugar  para disfrutar  en familia
4187,"La seguridad del lugar, para estos tiempos de pandemia, es excelente. El lugar tiene mucho aprendizaje. Cuenta con zonas cerradas. Vale la pena la visita"
4188,"Me gusta que haya una zona especial para pequeños. Lo malo es que el suelo de la zona donde juegan con agua debería ser de un material mas antiderrapante, pues a pesar de que uno los cuida, se resbalan por el agua jabonosa para burbujas que les encanta. Un detalle importante, que no se si solo haya sido ese día que fui: un chico del personal no traía uniforme y se acercó a mi pequeña, entonces me dio desconfíanza a pesar de dar a entender que era de ahí. Sin embargo creo que deben estar bien identificados por cualquier situación.  Hay actividades para todas las edades. Algunas si requieren explicación por parte del personal, pero otras uno lo entiende con la información escrita. Quizás falta que haya texto braille o audios para mayor inclusión. También falta un área de lactancia. Que bueno que haya sitios así en San Luis Potosí y que con el tiempo vayan mejorando."
4189,Muy interesante pero hya que ir con tiemposuficiente a informate primero
4190,Les falta mayor participación a los chicos y un poco de mantenimiento
4191,"Muy buenas instalaciones, excelente lugar para llevar a los niños a cultivarse un poco 🙂"
4192,"El museo interactivo es genial, es un lugar en el que se divierte y se aprenden muchas cosas, sin importar la edad.
También me encanta que tengan noches astronómicas, y puedes pasar una velada romántica con tu pareja, o ir a disfrutar en familia, escuchando la música en vivo y comer algún snack 👌"
4193,"Definitivamente es lugar muy muy bonito y asombroso, tuve la oportunidad de asistir y quede boquiabierto de tan impresiónate exposición de las maravillas de la ciencia. Las instalaciones están muy bien cuidadas por el personal y obviamente su trato a la gente es muy buena, no cabe duda que es lugar demasiado bueno para llevarte una experiencia única y favorable para todo aquel que disfruta de las maravillas del mundo y los avances de la ciencia. El tema de las exposiciones son muy amplias y este tipo de lugares son definitivamente para todo el público."
4194,Excelente lugar de recreo y aprendizaje para niños y adultos. Fomenta la convivencia familiar a través de interacción entre chicos y grandes . Los precios son accesibles y no hay problema de estacionamiento.  Las actividades varían así que puedes ir varias veces al año y siempre encontrar novedades
4195,"Un excelente lugar para una tarde familiar. Los precios por entrar al museo son increíblemente buenos, además de incluir la proyección de una película 3D o un observatorio. Además de todas las salas interactivas, tienen una específicamente para niños menores de 5 años que parece que realmente llama su atención. Un excelente lugar."
4196,Un museo realmente interactivo y con mucho que enseñar para niños y adultos. Personal muy amable y atento en cada sección. El precio por paquete de 4 por familia es de 180 pesos incluyendo la proyección IMAX en 3D.
4197,El precio ya esas barato que antes. $30
4198,Tiene exposiciones interesantes e innovadoras. Para todo tipo de público. De 0 años en adelante.
4199,"Muy buena experiencia, es un orgullo que San Luis tenga este museo.uy bien llevado. Las actividades estupendas las noches astronómicas fabulosas. Los wachis muy amables( empleados) todos ellos jóvenes estudiantes. Un gran ambiente. Felicidades"
4200,"Está exageradamente pequeña la exhibición y a un bebé de 6 meses q venía dormido nos lo cobraron eso sí se me hizo injusto , entramos por que íbamos de muy lejos como para al último no entrar..."
4201,"Es un lugar muy interesante para toda la familia pero, a veces, falta explicaciones. El edificio es estupendo y el laberinto bonito.
Hay tambien una cafeteria y una sala de ""cinema"" a dentro.
Pasamos un muy buen día con nuestros 2 niños de 6 y 9 años."
4202,Qué es muy divertido lugar y pues si aprendes varias cosas que juntos no sabía por ejemplo lo del agua la luzla luz todo eso pues la biodiversidad también hablan mucho los materiales las texturas hay una sala de recreación para niños esa está muy bonita juegan con burbujas de las leyes de la física hermososi les recomiendo que vayan si si se los recomiendo allá es un lugar que pues aprendes aprendes juegas y te diviertes
4203,Muy interesante el museo. Es mi segunda visita y pienso regresar
4204,"Una obra/espacio increíble. Muy recomendable visitarlo. No doy 5 estrellas porque las exposiciones de las salas no están -ni de cerca- a la altura de el espacio arquitectónico. Los guías son muy amables pero necesitan mayor preparación y mejor lenguaje al hablar, que dejen de usar palabras ""snob-culturales"" forzadas. Un lenguaje más natural se agradecería mucho más."
4205,"Vine con la chica de la que estoy enamorado, es un lugar al que iré para sentirla cerca de mi, por qué ahora se ha ido.
La extraño..."
4206,"Tiene buenas medidas de sanidad, y las exhibiciones son interesantes, aunque para niños pequeños está cerrada la parte de colores y las otras secciones no les resultan tan interesantes."
4207,"Hermoso, excelente información y áreas de exploración, todo con una manera muy sencilla, didáctica y divertida de impartir información, niños y adultos se divierten y aprenden por igual muy divertido para casi todas las edades. Lleve un menor, de 3 años y se divirtió mucho en ningún momento se aburrió o estreso, por el contrario, quería estar más tiempo."
4208,"Un muy buen museo con muchas cosas interactivas por ver, probar y con las cuales se puede aprender una gran cantidad de datos, información y cosas que quizá nunca te pensaste. Buena vibra y te atienden e informan de una manera muy buena, atenta y servicial. Pese a esto nada es perfecto y creo que les hace falta un poco de coordinación y planificación respecto a salas y observatorio"
4209,"Muy buen museo cada que he ido, los guachis siempre muy bien capacitados y siempre aprendes algo nuevo y sobretodo en las noches astronómicas aprendes cosas nuevas de una manera divertida dejando a un lado los eventos que hacen esa noche entre otras cosas. Muy recomendable para pasar un domingo en familia, solo, con amigos, con pareja, etc."
4210,Excelente lugar para la familia y los peques de todas las edades hay áreas para bbs y para los más grandes el  observatorio y muchas mas actividades. Les recomiendo la noche astronómica ( 7 PM a 10:30 PM) buenos precios y buenas exposiciones cambian frecuentemente . Estacionamiento
4211,"interesante lugar, perfecto para los niños y admirar sus areas verde"
4212,"Lamentablemente es lejisimo y las rutas para llegar no son constantes, siempre es agradable ir y esta lleno de cosas interactivas, es muy grande, claro que no puedes acceder al parque desde el museo ya que esta cercado, lo cual es una lástima porque si deseas ir al parque después de ir al museo es caminar muchísimo o ir en un camión que tarda entre 20 a 30 minutos cada uno. Sin embargo el museo está lleno de actividades, solo que la mayoría es para menores, y el resto del museo si es familiar, además de que tiene noche de estrellas, recomiendo mucho ir, solo que si temprano porque tardas bastante tiempo al recorrer y hacer cada actividad."
4213,"Mis hijos tuvieron la oportunidad de conocer las salas y me gustó mucho que hay personal explicando en cada sala con lenguaje sencillo y claro para que sea comprensible por todo el público y si no entiendes te vuelven a explicar, son muy amables."
4214,"El lugar muy amplio, muy seguro, 100% familiar, precios accesibles en taquilla y dentro del museo, todo funciona dentro de las salas, muy limpio y de muy buen gusto, solo les falta sonreir a la mayoría de las jóvenes que allí trabajan, deben recordar que están tratando con lo más valioso e inocente del mundo: ""Niños""."
4215,"Fui hace varios años, esta padre ir a ver sobre cosas de ciencia y hay muchas dinámicas, pero en la sala de proyecciones pusieron una película de dinosaurios demasiado aburrida , creo el 60% de los que entramos a verla estábamos dormitando , mejor nos hubieran puesto Jurassic World y la disfrutábamos más 😂"
4216,Buen lugar para conocer más en las noches astronómicas hubo comida
4217,"Es un muy buen espacio. Las exposiciones están diseñadas para que tanto niños como adultos aprendan y pasen un buen rato. La noche astronómica es bastante divertida, el hecho de que tenga música en vivo y vendan comida lo hace muy agradable."
4218,"Este lugar es magnífico para traer niños y hacer que se interesen en la ciencia, es un lugar amplio lleno de salas interactivas que hacen que la ciencia y el arte sea más atractivo a los niños. Los padres o demás gente también lo puede disfrutar mucho. Hay actividades de todo tipo toda la semana, desde la noche de astronómica hasta las exhibiciones temporales."
4219,"Lugar super recomendable para los niños. Siempre tienen exposiciones temporales excelentes.  Y sus salas son muy interactivas
Los chicos siendo guías muy amables.
En la puerta un día me todo una persona sin nada de criterio y con un muy mal servicio al cliente.    Sin embargo los demás días que he asistido han sido muy buenos"
4220,"Es divertido para los niños, atractivo para los adultos"
4221,Es un buen lugar para los niños
4222,Un excelente lugar de aprendizaje familiar
4223,"Muy bueno para niños, seguro se entretienen, pero pocas salas a comparación de otros museos interactivos"
4224,"Es un museo bastante interactivo, en general lo tienen bien conservado y las medidas para hacerlo son buenas. Cuenta con cafetería, baños y bebederos. En general fue muy buena experiencia aunque faltaría prestarle más atención al material interactivo, muchas actividades no tenían el material necesario para realizarlas."
4225,"Este museo es una joya arquitectónica! Totalmente recomendable para pasear un fin de semana.
El último jueves de cada mes hay noche astronómica para adultos y niños, evento que vale mucho la pena. Hay música en vivo, show de luces y observaciones al espacio. Les recomiendo comprar los boletos con anticipación porque se acaban, cuestan $40"
4226,"Muy bien atendido por los guías y las áreas infantiles. Las salas están más dirigidas a niños mayores de 10 años por los temas que tratan, aunque los experimentos si son atractivos para todos. El laberinto es entretenido, vale la pena pagar para subir al observatorio y para la sala 3D. La entrada es barata en comparación a museos similares en otras ciudades."
4227,"Es impresionante, me encanto que los niños pueden interactuar en el museo, algunos trabajadores están muy preparados y dan explicaciones excelentes,
Ojalá pudieran activar la entrada y salida con vehiculo por la parte del parque Tangamanga."
4228,Un lugar para peques y no tan peques. Es un excelente museo interactivo el cual tiene personal capacitado para explicar todas las atracciones que en este existen. En ocasiones suelen llevar exposiciones temporales y para las mismas en ocasiones organizan días especiales en los cuales tienen promociones para que todas las personas puedan verlas.
4229,Me encanta ir con mi familia
4230,"Es un Museo, muy fascinante, en sus áreas de exposición por sus artistas y todo lo que ahí proyectan por medio de fotografías, dibujos y esculturas, así como su audio video ilustrativo, solo hace falta que sus directivos le hagan más promoción a nivel nacional e internacional, para tener más turistas y hacer más famoso nuestra Ciudad, mi humilde opinión, gracias y sigan adelante toda la gente que ahí participa."
4231,"El museo es bonito, pero le falta actualizarse. Deben poner claras su reglas de fotografías, porque es desagradable que te diga que no puedes tomar una foto, cuando ya la tomaste; capaciten bien a su personal para que den toda las indicaciones al inicio de una sala."
4232,"Esta vez, muchos de los experimentos no estaban funcionando, yo estoy embarazada y el trato fue como a cualquier persona les pedí que me dieran oportunidad de sentarme en el auditorio mientras empezaba la función porque estaba muy cansada después de 2hr de caminar y me mandaron a la cafetería. No me fui porque ya no faltaba tanto (30 minutos) y la sala siempre hay fila. Tengo 7 meses y si me moleste mucho, porque yo ya estaba adentro solo pedí el permiso para hacer las cosas bien."
4233,"Es un museo interactivo con cambio constante en las exposiciones. Precios muy accesibles pero lo mas importante es programar una buena cantidad de horas para visitarlo y aprender en él.  Ademas cuenta con un observatorio que con suerte en un día claro podrán ver en el día al sol y en la última semana del mes por las noches estrellas y planetas siempre y cuando esté despejado. También hay películas documentales en 3D. Cuentan con bastante personal capacitado, amable y con disponibilidad de apoyo y servicio. Altamente recomendable visitarlo."
4234,"Excelente museo, ordenado, limpio, personal atento, lástima que a veces hay niños de visita y que en vez de parecer personitas parecen animalitos sin correa, pero el museo tiene todo, baños limpios, área de comida, sala de proyección, planetario, incluso tienen un mini zoológico y jardines, es un museo muy completo para su tamaño y lo mejor es que tienen exposiciones temporales que duran el tiempo suficiente para ir a visitarlas"
4235,Muy interesante con sus diferentes temáticas y suelen tener exposiciones interactivas.
4236,"Es un museo con una arquitectura muy bonito y tienen diferentes salas interactivas donde muestran diferentes temas sobre el espacio, naturaleza, tecnología, etc. La entrada es barata y a veces realizan noches astronómicas donde se pueden observar las estrellas y venden comida y hay musica en vivo."
4237,No estaban funcionando varias áreas y juegos.
4238,Super interesante! Muchas medidas para Covid.
4239,"El museo es muy accesible pra entrar, la gente es súper amable y todas las exposiciones súper interesantes, me gusta que tengan lugar para niños, lo mejor es que tienes el parque Tangamanga a un lado y puedes hacer cosas diferente ahí mismo.
No vayan en los días que son gratis, hay tanta gente que no disfrutas de las exposiciones"
4240,"Rezudco estrellas ya que la última vez que fui con unos chicos de un campamento de verano tuve una muy mala experiencia con el servicio y la organización del lugar, nos dieron el lonche hasta las 12 y los chicos ya estaban llorando de hambre, nos metieron dos veces a la misma sala y la segunda vez estábamos casi todos los equipos dentro, nos tardaron con nuestro carrito con mochilas a la hora de la salida
Muy mala experiencia de verdad"
4241,"Nos falto tiempo para recorrer todas las areas, cuentan con personal en todas las areas bastante amables y con actitud positiva y de servicio, siempre invitandote a utilizar algun aparato o platicarte del area donde te encuentres, El ecosistema autosustentable es algo que no te puedes perder, todo esta incluido excepto el observatorio,hay cine 3D(venden palomitas) no recuerdo si pagamos aparte por el cine me parece que no, no es muy grande pero cumple con su funcion muy bien y proyectan una pelicula corta acerca de la naturaleza en esa ocasion de animales del decierto, tambien hay juegos gigantes como gato, damas chinas, etc y hay un area exclusiva para los mas peques. todo super limpio y cuidado, NO ENTREN POR EN MEDIO DE EL PARQUE TANGAMANGA, hay que rodearlo, ya que ya cerraron el acceso que iba del parque al Museo (Si los divide una reja de malla ciclonica, si llegas por el parque tendras que dejar tu carro en el parque y caminar al museo."
4242,"La entrada general por persona cuesta $40 pesos. Si quieres entrar al Observatorio te cobran $10 pesos más. Si quieres la sala 3D es extra también. Tiene varias salas enfocadas a diferentes edades, desde bebés de 0 - 5 años hasta salas para niños mayores, jóvenes y los adultos también nos la pasamos de maravilla.
Tiene cafetería y es para pasar mínimo 3 horas de recorrido.
La entrada en auto es únicamente por periférico Blvd Antonio Rocha Cordero.
Caminando sí tienes opción de entrada por el parque Tangamanga 1.
Es un lugar extraordinario"
4243,"salas muy bien montadas. alcanzamos a ver una exposición sobre las vaquitas marinas que nos hizo conscientes del triste problema que enfrenta esta especie. Muchos de las exposiciones son interactivas y funcionan, es excelente para los niños."
4244,Muy bonito pero tienes que tener coche para ir. Tan inaccesible que hasta ofende. De qué sirve tener un observatorio en la ciudad si la contaminación no permite apreciar la bóveda celeste? Legorreta muy bien.
4245,Hermoso lugar para toda la familia
4246,"Excelentes instalaciones, limpio en buen estado, se puede interactuar en las Salas, las exhibiciones temporales son de primera"
4247,"Las noches astronómicas son estupendas, personal amable aunque no siempre están informados de los temas pero son educados, áreas muy limpias, costos accesibles y los niños se divierten bastante, muy recomendable!"
4248,"La verdad un sitio muy interesante para chicos y grandes. En lo personal hemos ido unas 4 veces y no te aburre. Bien si tienes alguna familia de invitados en san luis y quieres que los niños hagan algo padre es una buena opcion.
Antes la entrada era mas costosa y ahora es mas accesible unos 45 pesos por adulto segun la temporada y si hay alguna expo extra Incluyendo la peli en 3d. Los temas bien pero de pronto no se si sea el tipo de formato o la calidad de los lentes pero son Un poco cansados  de   usar para ver la 3d. Sobretodo los más pequeños que si no son fans del tema terminan preguntando si ya casi se acaba.
El área de tras los colores es especial para menores de 5 se lo pasan genial ya que hay una area incluso para los que aun no caminan y otras para los mas despiertos.  Para los más mas grandes imperdible ir a los microscopios ya que hay tanto muestras minerales. Vegetales y Animales  inertes como animales vivos asi como araña o alacran son geniales.
Las expos temporales como su nombre lo indica estan por tiempos cortos por lo que aun hayas ido antes al laberinto siempre hay algo nuevo que descubrir y aprender. Si es inicio de primavera ten cuidado con las abejas."
4249,"Un lugar super recomendable para niños y adultos!
Los precios muy accesibles $80 adulto $50niños. El museo es obra de Legorreta Arquitectos y es en verdad increíble como obra arquitectónica, con espacios perfectamente diseñados, desde el vestíbulo con una gran escultura, hasta los baños. El museo en sí tiene cosas interesantes para niños de 0-5 años con una sala exclusiva para esa edad. Y otras como, el espacio, la naturaleza, la granja (aunque creo a esta última le faltan más animales)
Aparte de las salas y sus actividades hay mesas de trabajo para niños donde iluminan, pintan, recortan cosas alusivas a las exposiciones.
El planetario muy bien, solo $10. La exposición temporal de reptiles está increíble.
La película en 3D era referente a la vida marina, un tanto lenta.
Cuenta también con área de comida (gorditas, hamburguesas, guisados, bebidas) con buenos precios. Y no dejen de ir a la tienda de souvenirs, que esa si esta más menos cara. Toooodo el personal muy bien entrenado y muy amable. Los jueves hay visitas abuelo-nieto y los abuelos entran gratis.
No se lo pierdan!"
4250,Un lugar muy agradable para ir con los niños.
4251,"muy, interesante, las exposición de reptiles muy padre, explican muy bien, aún si unos es grande hay muchas cosas que sigie aprendiendo en la ciencia, tecnología y arte, realmente muy recomendable, el costo de las entrada es de 50 pesos más 10 pesos por pelicula 3d y 10 más por planetario (estos últimos opcionales), con tarjeta de estudiante o Profesor es 2x1 presentado las credenciales..."
4252,"Excelente lugar, los últimos jueves del mes hacen un eventos por la noche, vale la pena visitarlo aprovechar  para hacer algo diferente y salir de la rutina por un excelente precio. Las instalaciones esta limpias, bien cuidado todo, excelente atención."
4253,Si quieres tener un rato ameno junto a tu familia visitalo hay juegos para niños y además podrás jugar y pintar colorear participaras con los inventos y muchas otra cosas no te cuento todo por qué quiero que descubras por ti mismo que las ciencias te asombrarán y también verás microbios y animales vivos en microscopio en el laboratorio ven conoce este museo
4254,"En general casi siempre es lo mismo, pero a veces hay buenas exposiciones que traen de otros lados y eso hace la diferencia.

Obviamente los guías no lo saben todo pero son agradables y tratan de apoyar y dar su mejor esfuerzo.

Solamente una vez he podido ir al observatorio pero no nos dejaron ver nada por que estaba nublado el cielo :("
4255,Una exposición interactiva donde aprendes mucho y puedes maravilarte.
4256,"A mis hijos y a mí nos encantó, con mis niños pasamos horas en la sala Tras los Colores, el Corral y sobre todo en los talleres que se ponen frente a las salas, todos los jóvenes se portaban amables y muy sociables, en la sala de Colores especialmente Mitzi y Sara traían bien apapachados a los dos niños inquietos, muy pacientes y agradables, y en Redes y conexiones con Orlando estuvimos platicando un buen rato, en general todos nos divertimos mucho. Somos de fuera de San Luis y si algún día volvemos sin duda visitaremos de nuevo el museo, todo también muy limpio y organizado, gracias por el buen trabajo que hacen :) . Recomiendo que vayan con mucho tiempo, en 4 horas apenas alcanzamos a ver 3 salas, película 3D y talleres, yo creo para ver todo todo bien se necesitan unas 6 horas."
4257,Genial muchas cosas que ver
4258,Excelentes instalaciones 👍🏻
4259,"Ninguna novedad,😁 y tienen diferentes equipos en mantenimiento 🙄"
4260,"Es un museo interactivo para todas las edades, tienen sala 3D, observatorio, salas de exposiciones temporales, y varias salas permanentes con mucho contenido y tecnología...necesitaras todo el día para conocerlo por completo, así que prepárate para comer en el restaurante porque no permiten ingresar alimentos y bebidas. El estacionamiento es gratis"
4261,Excelente lugar para visitar y súper recomendable el campamento de verano
4262,Buen lugar para disfrutar con la familia
4263,Maravilloso lugar
4264,"Es un lugar entretenido y novedoso la primera vez que realizas una visita, pero después de varias te das cuenta que no hay innovación o algo distinto después de años de haberse instalado. Lo más rescatable son las exposiciones temporales y las noches astronómicas porque de ahí en fuera todo es repetitivo. Recientemente hice una visita escolar y mostraron fallas en su organización, es cierto que la atención a tantos visitantes es complicada pero podrían mejorar. Hubo salas saturadas de niños, adolescentes y adultos. El tiempo de espera en algunas de ellas fue exagerado para lo poco que podían ofrecer y considerando los intereses de niños se aburren con facilidad. Muchas maquinas sin funcionar sobre todo en la sala del espacio y eso limita las actividades en el lugar. Considero que hace falta una mayor innovación para que exista variedad en el lugar."
4265,"Muy interesante aprender del funcionamiento del cuerpo, conocer de energía, de animales y de dinosaurios"
4266,"Muy bonito,no es algo muy extraordinario,pero si está muy bien para pasar un buen rato y aprender,un poco de cultura!!!"
4267,"Muy entretenido, se necesita llegar temprano para poder disfrutar de todo el museo. Opciones para chicos y grandes. La exposición de LEGO no fue lo que esperaba."
4268,"Uno de los mejores museos de San Luis Potosí para llevar a tus hijos, cuenta siempre con exposiciones temporales muy interesantes y además el costo del acceso es bastante económico.
El lugar está muy padre por si misma arquitectura y cuenta con un amplio estacionamiento.
Hay entrada por desde el parque Tanganga solo para bicis y a pie."
4269,"Excelente para visitar en familia
Genial para llevar a tu visita y presumir lo grandioso de este museo
Conviene planear todo un día donde la mañana será recorrido del museo y el resto de la tarde picnic el parque Tangamanga
Falta señaletica y orientación de como llegar al estacionamiento, se puede tornar frustrante.
Precio justo.
Imperdible si visitas San Luis Potosí"
4270,"Esta padre, pero creo que le falta hacerlo más interactivo y en algunos casos las salas más interesantes los temas para el público a que va dirigido, muy limpio, si hay atención por parte del anfitrión y creo el telescopio debería de ser una atracción más planeada y mejor pero esta bien"
4271,"Las instalaciones están impecables en cuanto a limpieza, orden y apariencia, las salas muy entretenidas, es una pena que no todos los guías tengan el mismo gusto a su sala, hay algunos que platican enamorados de lo que están mostrando y otros que parece que te hacen un favor por estar en la sala, los organizadores que planean las actividades de tu grupo mis respetos siempre buscan atender las necesidades de todos los que integran tu grupo ya sean pocos o muchos, fuimos más de 150 y todos disfrutaron las salas, mi única sugerencia sería que dentro de lo posible mantener un guía que acompañe el grupo para que vaya explicando lo que no está dentro de las salas, como el laberinto del interior o el túnel de roble que da una experiencia única."
4272,"Excelente lugar para llevar a los niños, y no solamente eso tienen muy bien conservado el lugar y hay bastantes dinámicas para poder pasar un rato agradable, el único problema que le veo es el estacionamiento cuando hay mucha gente no hay como estacionarse de ahí en fuera totalmente recomendable."
4273,"Un buen lugar para convivencia en familia, además de que promueve la curiosidad en los más jovenes.
Ayuda a despertar el interés hacia la ciencia.
Ofrece diversas actividades recreativas."
4274,"Entretenido, interesante y con temas de interés, los trabajadores que exponen, súper buena onda, saben de que hablan, hacen que el tema no se haga tedioso y aburrido, si van a ir les recomiendo ir con un grupo pequeño, en familia o con amigos, puesto a que es muy grande y se necesita bastante tiempo para observar y leer gran parte de las cosas, fuera de ello muy entretenido y divertido en cierto aspecto, un lugar para aprender bastante a cerca de casi todas las cosas.

Muy recomendado.💁"
4275,"Vayan temprano y con tiempo, es un excelente lugar para chicos y no tan chicos."
4276,"Es un exelente lugar para que los niños aprendan y se diviertan de verdad, existe un cobro de entrada pero creo es razonable por todo los gastos que también deben cubrirse. Es un lugar grande y muy lindo para toda la familia en especial a los más chicos."
4277,Laberinto abrió sus instalaciones pero su exposición actual de ciencia es muy mediocre. Esperaba ver algo bueno después de todo.
4278,"Un lugar maravilloso para aprender, disfrutar y convivir en familia"
4279,"Excelente lugar para divertirse, aprender y maravillarse con todo lo que ahí tienen en exhibición. Lo mejor es que todos pueden tocar y mover todo y las personas que trabajan ahí dan muy buenas explicaciones.
A determinadas horas hay talleres para niños en donde pueden hacer manualidades o experimentos que les ayudan a aprender sin más sobre algún tema.
Cuenta con todas las facilidades para quien va en silla de ruedas."
4280,"Muy bonito lugar me gustó mucho. Me imaginaba los laberintos diferentes, pero creo que para los niños está bien.
La zona para pequeños de 0 a 5 años muy padre, a mi hija le gustó mucho."
4281,Es un buen lugar para todas las personas. Ilustrativo moderno motivarte y muy interesante.
4282,"Simplemente hermoso, quede maravillada tanto por la arquitectura del lugar tan impresionante de Legorreta, como por el museo muy dinámico para los niños de cualquier edad, tienen un espacio grande para niños pequeños y bebés, los precios increíblemente barato $50"
4283,"Fabuloso lugar interactivo y de esparcimiento para familias y gpos de todas las edades, el precio demasiado accesible para todo lo que ofrece el lugar, la comida rica y barata. Puedes ir solo o en compañia, grandioso lugar para interactuar y aprender!!! Sin olvidar sus noches laberinto!!! Fabulosas!!! Definitivamente recomendables pero mas para chavos y adultos!!! :) pregunten por ellas no se arrepentiran!! Y las estrellas se ven fabulosas!!! :)"
4284,Para pasar un momento agradable en familia y adquirir conocimienro....😀
4285,Un museo donde podrás pasar una bonito dia en compañia de familia o amigos... Hay varias salas de interés para chicos y grandes. L estacionamiento es amplio y gratuito y cerca del museo se encuentran varios lugares ricos para comer. A gozar!
4286,Muy entretenidas las noches astronómicas. Ya falta actualizar las exposiciones fijas.
4287,"Ciudad mediocre, museo mediocre, pense que mínimo estaría al nivel de un universum o un explora de  León , por que pues con el papalote ni compararlo,  el museo no tiene nada que ofrecer que no puedas ver en casa, si no quieres perder el tiempo mejor comprale unos legos a tu hijos o un telescopio y no salgas de tu casa, sus guias son malos, no son dinamicos  y no tienen iniciativa, entras al museo y no hay un guia a donde ir, te dicen que puedes ir a donde quieras y luego salen con que hay ya se acabo ya no pueden subir a la torre u observatorio. Guias pocos preparados"
4288,"Un lugar muy interesante para visitar, donde se aprende bastante, desgraciadamente algunas salas necesitan renovación no basta con exposiciones temporales, las cuales por cierto son maravillosas cabe destacar, también debería haber más noches astronómicas al año, es un buen museo de ciencias y artes pero ya le hacen falta cosas nuevas para mostrarnos en sus recorridos."
4289,"Divertido, educativo e informativo. Un espacio agradable para aprender a través de sus exposiciones interactivas y talleres. El personal está capacitado y es muy diligente y atento."
4290,"Nunca se es lo suficientemente grande para disfrutar y aprender al mismo tiempo, con una respetable selección de áreas para explorar y aprender curiosidades de nuestros entornos el Laberinto nos ofrece grandes oportunidades de recreación con pequeñines de mente curiosa (y no tan pequeñines).

Sin duda, una experiencia que no querrás dejar pasar de convertir un fin de semana en una colección mágica de recuerdos y conocimiento."
4291,"Es un lugar muy grande, para ir preparado para caminar un buen rato visitando cada sala de exposición, hay proyecciones de algun tema en particular en 3D por ejemplo mariposa monarque,etc. Apropiado para ir en familia los niños se entretienen mucho aunque dice que hay area de restaurant es más bien para snaks."
4292,"Es muy grande y nuevo. Enfocado a los niños. Me hubiera gustado que permitieran visitar el observatorio, sólamente para conocer el telescopio, aunque no hiciese buen cielo para ver objetos estelares."
4293,El museo esta muy padre pero la medidas sanitarias son muy muy muy exageradas. Parece como si fueras a entrar a un hospital.
4294,"Un estupendo lugar si deseas conocer nuevas cosas, cuenta con una sala exclusiva para niños menores de 5 años y otras para los más grandes, donde pueden aprender demasiadas cosas, ademas siempre hay una exposicion temporal nueva que le da diversidad al museo"
4295,"Excelente para pasar la tarde con los hijos, y muy buen protocolo de satinisacion."
4296,Excelentes actividades y exposiciones. Todo está bien organizado y tienen eventos de música en vivo. en las noches astronómicas te guían para poder ver las constelaciones. Me encanta :)
4297,Buen lugar para apurender grandes y pequeños
4298,"Me gustó ,por qué es muy grande tiene varias salas para entrar ,está muy limpio la gente es muy amable y pues nosé si tuvimos suerte o la gente al menos ahí no roba por qué dejamos las ventanas del auto abiertas y nio faltó nada"
4299,"El lugar está hermoso, ojalá hubiera salas específicas para nilos de 6 años. Mi peque ama la sala de los colores pero en cuanto cumpla 6 años ya no podrá entrar ahí 😅"
4300,"Excelente para que los niños se diviertan, aunque falta que cambien el contenido y la infraestructura de las salas para que sea más moderno. Las notas científicas de las computadoras no son actualizadas desde su inicio en 2008."
4301,es un lugar diseñado para niños ya que tiene muchas actividades para ellos además de ser un buen lugar para la convivencia familiar donde tiene actividades interactivas en las que pueden descubrir cosas nuevas los niños tienen una gran exhibición de serpientes animales de granja un cine en 3D un laberinto de cactus una tienda de regalos una área de comida El único detalle es que si vas a ir un fin de semana Hay bastante gente
4302,Es un lugar muy hermoso y didáctico.  Excelente para visitar en familia! Es recorrido me gustó mucho y las instalaciones están en muy buenas condiciones. Los baños son muy aseados y el personal esta preparado y es muy cordial.
4303,"Está buenísimo. Amplio espacio de estacionamiento, salas didácticas y se observación, mucha gente quién pueda guiarte y muy atentos. Hay eventos cada mes :)
Muy recomendable."
4304,"La arquitectura del lugar, la capacidad del personal, el contenido de las exposiciones, el mantenimiento del lugar, todo esta impresionantemente bien realizado. Es de los mejores museos que he visitado en el país y sin duda es emblemático de la ciudad. Si eres turista, tienes que agregarlo a tu itinerario."
4305,"Altamente recomendable. Apto para toda la familia. El personal está bien capacitado y es muy amable. A considerar que se puede pasar todo el día aquí, por que es muy recomendable llegar temprano.
Tip: NO hay entrada por el parque tangamanga."
4306,"Muy interesante, mucha atención por parte del personal y actividades divertidas."
4307,Bonito lugar y entretenido necesitas suficiente tiempo. Le daría 5 estrellas pero la sala de cine estaba algo sucia pero todo lo demás muy bien
4308,"Un lugar muy bonito, bien distribuido. Muy recomendable para ir con niños. Aprendemos mucho y es divertido para todos. Los guías son muy accesibles y muy amables. Las actividades son variadas. Muy buen lugar."
