,Comentario
1909,"Martes a domingo de 10:00 a 17:00 hrs
Entrada libre al público en general.
Este museo te relata la historia antigua de las culturas del mundo.
Hay salas de exhibición de la historia de los romanos, de los egipcios, los chinos, los griegos, de Mesopotamia, prehispánicos y otros pueblos antiguos.
El edificio también es antiguo  y es muy bonito. Hay que detenerse a ver cada rincón, vale la pena."
1910,"Es un museo bastante nutrido. Una experiencia bastante recomendable para todas las edades. Recuerden ser respetuosos de las piezas y de las demás personas. Por lo general, también tienen talleres de actividades, dependiendo la época del año."
1911,"El Lugar tiene mucha historia, ahí se encontraban las casas renegridas de Moctezuma, la Casa de Moneda, museo Nacional.
en su interior la colección, y réplicas del museo dejarán al paseante satisfecho con lo que ahí encontrarán, tienen una exposición permanente y varias temporales.
Lo que hace que  siempre quieras visitarlo y es completamente gratis."
1912,"Interesante museo en ciudad de México, a pocas cuadras del Zócalo. Hay salas de culturas orientales: Japón, Coreas, China. Usos, cerámica, vestimentas, rituales. Luego copias de arte mesopotámico, semita, iraní, griego...la entrada es libre y el premio, una exposición del arte haitiano en torno al Vodoo. Genial. Van fotos."
1913,Te dice datos muy interesantes de todas las culturas y hay muy buenos objetos de muestra y representacion
1914,"Un lugar bastante interesante, con réplicas muy bien elaboradas con la información muy clara, el museo está bien cuidado y su ubicación sin problema."
1915,"El lugar se encuentra muy bien cuidado. Esta construido sobre las ruinas de Tenochtitlán y hay secciones del museo que lo demuestran, el edificio es amplio y las exposiciones son demasiado interesantes."
1916,Tiene muy buenas exposiciones... además la entrada es gratuita y sus instalaciones estan muy bien cuidadas y limpias. Por otro lado cuenta con paquetería y tienda de recuerdos.
1917,"No lo conocía, tiene varias salas bien cuidadas, y representadas por diferentes culturas, es gratis, lo recomiendo ampliamente"
1918,"Excelente exposición la que visitamos, entrada gratis y pasamos un agradable rato en familia, ampliando nuestros conocimientos sobre las diferentes civilizaciones."
1919,"Lleno de cultura y tradiciones de diferentes países,pero nada se compara con nuestras tradiciones mexicanas llenas de folklor,alegria,colorido,es tanto lo que tenemos y poco lo que sabemos de nuestra cultura mexicana, les invito que visiten el Museo de las culturas"
1920,"Precioso museo: exposiciones inspiradoras, cursos y talleres para reflexionar y conocer nuestra historia. El personal muy amable y conocedor de las áreas de este monumento.

Dejen de ir a las plazas comerciales, y lleven a sus niños y niñas a conocer y apreciar nuestro presente. Hay talleres infantiles bien padres. Aprovecho para invitarlos a mi Facebook de fomento de fomento a la lectura ""Juegos de Lectura"". jejejeje."
1921,"Es un muy buen museo para adentrarse un poco en las antiguas culturas, cuenta con algunas exposición permanentes y otras temporales, el lugar es limpio y bien ordenado, el personal es muy amable desde que entras y los que se encuentran entre las salas son muy atentos si tienes alguna duda te orientan, la entrada no tiene costo alguno así que vale mucho la pena ir a darse una vuelta para pasar un buen ratones"
1922,"Un lugar muy tranquilo, pero agradable de acceso gratuito pero con gran contenido, podrás admirar muchos artefactos históricos, así como las costumbres de esos lugares tan lejanos en tiempo y distancia.. un recorrido algo complicado por qué tendrás que seguir las indicaciones para pasar de sala en sala. Para mí la Romana es la más impresionante. Disfruta del arte y de las culturas mundiales."
1923,"Me encanta la forma en la que este museo acerca a las personas a la gran diversidad cultural que hay en el mundo, y al mismo tiempo muestra  la manera en la que México ha establecido lazos con otros países, las exposiciones y las actividades que ofrece son muy interesantes y creativas, no dejen de visitarlo"
1924,muy buenas las exposiciones de las culturas antiguas
1925,"Increíble, hermoso, gratuito . Ponte zapatos cómodos porque hay que caminar bastante. Trae doble pila para tu celular o cámara que hay muchísimas cosas para fotografiar."
1926,"Es un lugar gratuito, que tiene fácil acceso, sólo no sé si cuenta con elevador para gente con capacidades diferentes, y cuenta con muchas actividades que para realizar tanto para chicos y grandes.
Las exposiciones son súper buenas el interesante, me encantó.
Recuerde, sólo abre de martes a domingo."
1927,"El museo es un laberinto de salas y exposiciones colectivas temporales. Es un museo que te permite acercarte a la cultura de otros países con esculturas, obras y reproducciones de gran calidad. Muchas veces donadas por los países de origen. Vale la pena entrar e ir con buen tiempo, ya que es un espacio grande. Y lo más importante, es gratis."
1928,"Hermoso lugar, cuando fui estaba una exposición de la cultura japonesa, espero ir pronto a visitar tan bello lugar, así también me gustaría ver qué otras culturas estarán invitadas :)

Recomiendo que vayan y por favor, no lleven niños, suelen portarse mal"
1929,"Algo a lo que nunca me acostumbraré de vivir fuera de la CDMX es el hecho de contar con tantos lugares culturales que visitar de forma gratuita! (Gracias a la Revolución Institucionalizada).

En esta ocasión el Museo Nacional de Arte INBA tiene varias exposiciones para todos los gustos y edades, les recomiendo la de Cora y Japón (Fernanda Tapia Original tu ya has ido a Japón varias veces, te aseguro que te encantará e Ingrid Contreras amarás el significado de los atuendos, ofrendas y armas!)

Para los que tienen niños y además son curiosos, Playmobil Playmobil Mexico tiene montada una exposición excepcional (ya subiré fotos) de la historia de la humanidad y la guerra, pero como en el lugar estuvo originalmente la casa de moneda del país, hay un ejercicio de investigación que deben seguir por todo el lugar siguiendo pistas, así que revisalo todo, toca todo lo que se te permita y si eres perseverante al final obtendrás una pequeña, pero emotiva recompensa."
1930,Me tocó presenciar la pasarela de las catrinas contemporáneas con motivo de las próximas fechas.
1931,"Es gratuito, está abierto de martes a domingo y la exposición permanente es muy interesante"
1932,"El museo tiene varias salas dedicadas a las tradiciones de diferentes países en los 5 continentes, hay ejemplos de las primeras culturas humanas, las primeras formas de escritura, las primeras leyes, las artes, los oficios, vestimentas, cultos así como objetos de uso cotidiano y ceremonial, etc.
Aunque son salas pequeñas, hay objetos muy interesantes y muy representativos de cada lugar.
En mi última visita fui invitado a una exposición pequeña pero muy emotiva acerca de la conmemoración de la enseñanza del árabe en México y un homenaje al profesor Yusuf Habib, dicha exposición incluyó objetos que adquirió el profesor en el mundo árabe, piezas de cerámica con caligrafía árabe que sus alumnos realizaron en el laboratorio de cerámica del CIDI/UNAM y papel moneda de países árabes.
Aprovechando la visita, entré a las salas de Egipto, Mesopotamia, Corea, China y Japón."
1933,Precioso lugar y museo obviamente.
1934,"Un lugar que me sorprendió, la verdad Yo no esperaba la riqueza de las exposiciones, como pocos museos muy bien explicado y al alcance de la mano del usuario, no lo parece pero por dentro es un lugar muy grande, y es un edificio que por sí solo en una belleza increíble. Definitivamente regresaría"
1935,"Cada cultura tiene algo significativo, está bien organizado. Las exposiciones temporales son interesantes también. Tienen un pequeño espacio que habla de los movimientos estudiantiles acontecidos en el 68, aunque le faltó un poco más de información."
1936,"Padrísimo, siempre tiene exposiciónes muy buenas. Es muy grande y tienen re muchas salas, siempre encuentras algo nuevo y las exportaciones permanentes de lo mejor. Lo recomiendo ampliamente."
1937,"El Museo Nacional de las Culturas es el recinto museístico más antiguo de México, fundado por el emperador Maximiliano en 1865 para albergar las colecciones procedentes de la Universidad Nacional en lo que fuera el edificio de la Antigua Casa de Moneda de México. Se enfoca en presentar la diversidad cultural del género humano tanto del pasado como del presente.
La colección del museo consta de alrededor de 13 000 piezas de todo el mundo y de diversas épocas. Consiste de: * Materiales arqueológicos de Egipto, Cercano Oriente y América del Sur * Reproducciones de arte de Mesopotamia, Grecia y Roma * Colecciones etnográficas de África, Oceanía, América del Norte y …ver más…

Esta planta es originaria de América y es considerada la base de la alimentación de varias sociedades amerindias y representa uno de los alimentos con mayor valor cultural en América. La región de origen y dispersión del maíz es principalmente en la Meseta central de México.

MESOAMERICA:
Esta sala abarca la producción de materiales de tres sub-regiones del pacifico mexicano, Oaxaca, guerrero y occidente de México, estas son consistentemente caracterizadas como “marginales”

SURESTE DE ASIA:
Menciona que este es un nombre contemporáneo, que surgió a partir de la segunda guerra mundial para darle identidad a esa región, región que alberga diferentes culturas, zonas geográficas y países (comprende 11 estados nacionales) y en concreto existen miles de etnias pertenecientes a 5 agrupaciones generales de lenguas, en resumen esta sala al igual que otras regiones del mundo habla de las diversos aspectos que caracterizan a una región en especial En este caso…
SALAS
China, Japón y Corea son presentadas en su evolución y riqueza cultural. Como una información adicional, se explica la forma en que las mujeres chinas deformaban sus pies, como un signo de belleza, durante la dinastía Sung"
1938,"Imperdible. Con varias salas de diferentes culturas: China, Japón, Corea, Medio Oriente.
Otras dos salas con exposiciones interesantes.
Y con algunas otras cerradas.
Entrada libre, lo cual se agradece, personal de seguridad muy amable. Un patio central muy bonito.
Pude observar objetos verdaderamente impresionantes."
1939,"Algunas de las exposiciones permanentes parecen mal cuidadas, la mayoría de lo expuesto es réplica, pero muchas de las obras tienen detalles como rayones o cuarteaduras en la madera"
1940,"Excelentes instalaciones,horario muy amplio de 10-5pm ,entrada libre, no puedes dejar fuera este maravilloso museo ,cultura egipcia,griega,japonesa y sus increíbles salas de historia natural. ..."
1941,"Un lugar muy bonito, su arquitectura es increíble, vale la pena ir y conocer más de nuestro país"
1942,"Es un museo para todo público, tienen una exposición sobre la cultura china, japonésa y coreana. También tienen dibujos expuestos realizados por niños de la CDMX ""China en mi imaginación"""
1943,"Tiene una colección muy hermosa. Toda la planta baja Egipto Grecia y Mesopotamia vale la pena asistir. Cuarto estrellas porque le faltan letreros y señalización. Vas por el museo adivinando por donde sigue la exhibición. Hay talleres para niños y adultos pero también les falta material y letreros que indiquen la actividad que se lleva a cabo. El personal es muy amable. Desconozco si cobran, yo fui en domingo y el acceso es gratuito."
1944,"La exposición es pequeña pero muy concisa.
Culturas Egipcia, Persa, Grecia, Roma.
Apoyos audiovisuales.
Me gustó que puedes dar una vuelta rápida por estas culturas."
1945,"El museo esta genial, encuentras toda la información de las culturas, exhibición principal de las mismas y en esta ocasión recordaron el 2 de octubre.  Vale la pena ir un buen rato.  Lo bueno es q cerca del museo hay más museos q puedes visitar."
1946,Es un museo hermoso. Deben ir con al.menos 4 horas de tiempo para recorrerlo. También bellos y económicos souvenirs. Por ahora tienen también playmobil en ñas exposiciones. Está genial!
1947,"Fantástico museo, con un muy buen objetivo (acercarnos a las culturas del mundo) y con salas hermosas, y con muchas piezas que ver y admirar (la egipcia y la griega me parecieron fabulosas).
No le pongo 5 estrellas porque hay partes cerradas y un poquito descuidadas, pero en general vale muchísimo la pena conocerlo.
Además al menos en domingo, no tiene costo."
1948,"Es un  museo qué tiene historia interesante, Egipto, Grecia, china, Japón, India, el único detalle es la zona en donde se encuentra, y no hay estacionamiento."
1949,"Bonito museo, la entrada es gratis y hay muchas cosaas que ver"
1950,"Están muy padres las exposiciones, el único inconveniente es que están medio escondidas un poco las entradas. Les recomiendo la exposición de Australia."
1951,Todo el personal muy amable y las exposiciones muy lindas e ilustrativas sobre otras culturas
1952,Excelente lugar  muy buenas condiciones y cultural como el Edificio como el contenido cuando fui yo estaba una exposición sobre los bares de los años 20s  como la historia los vestidos  y otra sobre la celebración de los muertos en diferentes partes del mundo  y otra sobre el movimiento del 68
1953,"El tiempo pasa sin sentirlo al hacer el recorrido por las diversas salas del museo.
Es un lugar muy apacible que te desconecta del bullicio y ansiedad de las calles de la capital."
1954,"Un lugar que tiene que ser visitado cercano a templo mayor,hay exposiciones muy interesantes hay ventanas arqueológica dentro."
1955,Si vas a la cd de México tienes que visitar este hermoso museo está adentro de palacio nacional
1956,Es gratuito tiene seciones de Japón Korea China Egipto plata baja hay baños te piden tomar foto sin flash
1957,Mucho arte de diversas culturas es una grata experiencia
1958,"El museo es precioso, la colección de las culturas asiáticas está muy completa, pero la de las culturas helénicas y Egipto deja algo que desear."
1959,"No pude tomar muchas fotos porque llegué casi al cierre y preferí disfrutar que tomar fotos.
El personal fué bastante amable y las salas aunque pequeñas, lindas. Si buscas algo en específico puedes preguntar al personal, todos saben dónde encuentras lo que buscas dentro del museo.
Quedé encantada."
1960,Un museo de muy fácil acceso ya que se encuentra en el primer cuadro del centro histórico en la calle de moneda. Alberga exposiciones muy interesantes y eventos entretenidos.
1961,Muy completo el museo las piezas y la información de primer mundo y que más el recinto histórico muy recomendable
1962,Hermoso museo para conocer mucho de otras maravillosas culturas. Entrada libre.
1963,"Excelente museo , gran variedad de objetos simbólicos puestos en exposición de diversas culturas ; vistas , Egipto, mesopotamia, Roma, Imperio Inca, Corea y más. Un gran mural, una biblioteca, area verde y todo gratis"
1964,Es un edificio bonito. Esta construido sobre basamentos mexicas. Tiene varias salas de las exposiciones permanentes. Es gratis. Funciona de 10 a 17 horas. Solo cierra lunes.
1965,"Un espacio con mucho vida cultural, excelentes exposición de las diferentes culturas del mundo y siempre hay alguna novedad,  en este mes se enfoca A las catrinas contemporaneas, vale la pena visitar los talleres y disfrutar de manera lúdica este hermoso espacio.
Y para los niños todos los domingos hay excelentes actividades y es gratis, no hay pretexto para no disfrutar un domingo en  familia, además de aprender."
1966,"Excelente lugar para ir con la familia, hay una sala con figuras de Playmobil para los niños lo que haceas entretenido el museo para ellos y para los adultos gran colección de culturas del mundo como son: Grecia, Roma, Egipto, Japón, etc."
1967,"Excelente lugar, tiene exposiciones muy interesantes, las salas impecables, ambiente familiar, este mes tiene una exposición de Playmobil muy genial."
1968,"Un excelente espacio para acercarse a distintas culturas.
Actualmente con una exposición temporal de Alfombras persas"
1969,"Museo que muestra la diversidad de culturas, entrada libre, tiempo aproximado 2 horas. Lo encontré un poco desalmado, la gente que lo cuida puede estar hablando en voz alta y poco interés muestran. Hay una exposición temporal que solo pude ver un par de imágenes porque la señorita de limpieza me impidió ver el resto ya es lo demás está restringido, no me supo explicar el motivo pero tampoco pude terminar de ver la exposición. Podrían mejorar sin duda."
1970,"Le falta buena iluminación a las salas.
La exposición con falta de información, me pareció superficial para ser una exposición."
1971,"Contiene curiosos artefactos y cuenta una increíble historia sobre diferentes naciones. Fui un poco tarde y no lo pude recorrer todo, vale la pena una segunda visita"
1972,Uno de los mejores museos gratuitos de la CDMX siempre hay exposiciones diferentes. Grandes exhibiciones de culturas de todo el mundo .
1973,"Me encanta mucho las exposiciones temporales,super interesantes,increíble estructura,muy recomendable."
1974,"Magnífico lugar, muy interesantes sus exposiciones y los eventos por el año nuevo chino simplemente excepcionales, felicidades!!"
1975,"Apreciar la cultura de otros países siempre es interesante, lugar tranquilo recomendable   😊"
1976,Hermoso museo y además de todo gratuito!! Muy completo solo un poco confusa la dirección de las salas
1977,"Está muy padre , tienen las medidas de sanidad"
1978,"Excelente museo, muy buena experiencia, con mucha historia por descubrir y mucho que aprender super recomendado."
1979,"Excelente lugar para conocer sobre culturas mediterraneas y asiáticas, buena información y hermosas salas de exposición."
1980,"Este día visitamos el museo nacional de las culturas y está muy padre son piezas de china ,japon ,ejipto  Turquía y otros países está muy bien!!! Visten el museo está genial"
1981,"Un museo muy interesante, tiene salas dedicadas a distintas culturas, la sala japonesa es espectacular, así como la sección de cencias naturales. Los guardas de seguridad y las chicas de la tienda son súper amables."
1982,"Un museo muy bonito en el cual encuentras muchas expociones para muchos gustos . También encuentras talleres, conferencias y eventos especiales."
1983,"Es un buen espacio cultural que comparte grandes exposiciones, siento que solo le falta un poco de difusión en sus actividades"
1984,Muy interesante y completa exposición. Este museo es gratis
1985,Vale la pena conocer la Historia de México.
1986,"De mis museos favoritos.
De lo que más me gusta, son sus exposiciones temporales."
1987,"Es un museo bastante interesante. Tiene actividades desde talleres, hasta ciclos de cine y conferencias, exposiciones en diferentes salas, etc.

Además la ubicación lo hace también interesante, se encuentra a un lado de Palacio Nacional."
1988,Excelente muestra de la cultura del continente asiático
1989,"La verdad es una gran experiencia, aprendes mucho de diferentes culturas en el mundo, también tiene exposiciones por temporadas que son muy interesantes. Es un lugar bonito y tranquilo para aprender más de la historia universal. Sin duda deben de visitarlo."
1990,"Edificio detrás de Palacio Nacional que (lamentablemente) no es muy conocido, pero alberga varias exposiciones permanentes y temporales que permiten que la gente adquiera conocimientos sobre historia universal. Por ejemplo, ahorita hay una expo de la Grecia antigua, Roma clásica,  Persia, Egipto, así como de Playmobil."
1991,Muy ordenado y con las medidas de seguridad ante el covid-19
1992,"Es un museo chico, aunque tiene demostraciones interesantes, hay otras que dejen qué desear. A veces hay actividades como en día de muertos, si bien son básicas, por ser gratis está bien."
1993,"Ayer dimos una visita guiada a ese hermoso museo. Tiene ventanas arqueológicas hacia lo que fueron los anexos de las casa nuevas de Moctezuma, fue la antigua casa de moneda y se convirtió en un museo de Historia natural, etnología, arqueología... en el siglo XIX. Fue el antecedente del actual Museo de Antropología. Ahora está dedicado a las Culturas del Mundo. Además la entrada es gratuita."
1994,"El museo es gratis, tiene baños, no puedes pasar con bolsas o bultos pero tienen guardaropa.
Las salas son amplias,  muy bien explicado todo, el recorrido es por diferentes salas en planta baja y primer piso, que te llevan a conocer historias de mexico y de paises de diferentes regiones del mundo, asi como costumbres, vestimentas, estatuas, vacijas, pinturas, murales, restos mortuorios, la verdad es muy interesante, entretenido, aprendes de forma sencilla y recomendable para todas las edades."
1995,Recomendada visita a este museo que además es gratuito. Podrás conocer un poco de varias culturas y la sección sobre animales prehistóricos de México aunque pequeña muy ilustrativa.
1996,"Excelente museo no hay ni fino parecido en México, es un inperdible para cualquier Chulango"
1997,Imperdible la visita a este maravilloso lugar de soberbia arquitectura con su exquisita exposición permanente así como las actividades culturales 👏👏además es de a grapa 👍👍 👍
1998,"Muy bonito lugar
El día que fuimos Entramos con cortesías
Que nos regalaron en el mismo museo
Buen lugar para tomar fotos
Y tiene exposiciones interesantes"
1999,"Un lugar muy bello en la ciudad de México, una exposición permanente muy basta y muy bien curada, altamente recomendable. Su tienda muy bella."
2000,"Aun que no estaba abierto del todo, las pequeñas salas tienen un buen ejemplo de diversas culturas. Muy bonito y adecuado."
2001,Un lugar lleno totalmente lleno de cultura muy diversa un día no te basta para poder abarcar todo lo que tiene la entrada es gratuita y recorre aspectos urbanos de la ciudad y aspectos urbano religiosos y de guerra de otros paises
2002,"Asistí por primera vez para ver las exposiciones relacionadas con Japón, eran tres además de la sala permanente de Japón la cual muestra varias cosas interesantes, de igual manera las exposiciones temporales. Solo entre a esa salas y a la de Corea la cual era un poco más pequeña, pienso que podría recorrerse todo el museo en unas 3 hrs. El interior es algo frío en esta temporada (invierno). Tienen servicio de guardaropa y una pequeña tienda de artículos y souvenirs relacionados y lo mejor la entrada es gratuita."
2003,Es un museo muy antiguo que ahora recién remodelado quedó fantástico.
2004,"Este edificio albergo las llamadas casas denegridas asi llamadas por Moctezuma II donde meditaba asuntos de gravedad, después de que Guadalupe Victoria lo convirtiera en el Museo Nacional, en 1865 Maximiliano decreta que aquí se resguarde el patrimonio histórico y natural hasta el nacimiento de otros importantes museos como el del Chopo, Chapultepec, el de Antropologia, etc."
2005,Muy buenos elementos de diversas culturas del mundo
2006,"Me gustó mucho, muy limpio y muy variadas la exhibiciones"
2007,"Es fantástico, exhibiciones, de Egipto, Mesopotamia,Corea, Japón,China, biblioteca;
Talleres.
La puerta es gigante, y es que esta diseñada para abrir por dentro por que este museo era antes una casa de fabricación de monedas."
2008,"De los espacios más lindos , en éste momento hay una exposición de maquetas increíble , además de todo los espacios son luminosos , puedes tomar fotografías , y todo ahí tiene historia"
2009,"Un museo muy agradable, con información sobre varias Culturas del mundo. Es pequeño, por lo que en un par de horas pueden recorrer todo sin problema."
2010,"En verdad uno de los mejores museos de la CDMX además es gratis, varian algunas expos pero es muy agradable el lugar"
2011,"Es un museo grande, me gustó mucho tanto el trato de las personas que se encuentran a cargo, además de que el día que fui era la noche de museos y pues amplían el servicio.
Yo visite la exposición de PLAY MOBIL que están exponiendo y está padrísimo todo. Aunque me hubiera gustado que fuera más grande."
2012,"Excelente museo, de los más activos en cuanto a actividades y exposiciones de la Ciudad de México."
2013,"Oasis dentro del tumulto del centro capitalino, las personas que aquí laboran son muy atentas y amables, las exposiciones que presentan son de interés común y muy bien montadas."
2014,"El lugar me gusta mucho, tiene un patio  agradable, las salas de exposiciones son buenas, la mayoria del material es de lectura, pero tambien hay proyecciones y una parte de audios que permiten más interacción, mis salas favoritas son de China, Japón y Corea que pertenecen a las salas permanentes. En accesibilidad no estoy seguro que haya elevadores y rampas lo que dificultaría el acceso a varias personas."
2015,En general me gusta mucho pero la sala de china no decía nada de su cultura. Esperemos que en otra ocasión haya más información ya que no había nada Interesante
2016,"Es un lugar muy lindo, de la epoca Colonial, ademas de la exposicion permanente cuenta con exposiciones temporales, vale la pena ir y en muchas ocasiones la entrada es gratuita."
2017,"Un gran museo con un acervo de piezas impresionante, ideal para completar la visita al centro histórico"
2018,"Excelente lugar, con interesantes exposiciones de diferentes culturas. Me quedé con ganas de más"
2019,"Súper padrisimo!!! muy digerible la info, ojalá que mucha gente lo visite sin importar la edad y que los padres de familía se dierán el tiempo de traer a sus hijos... Muchas gracias por ese esfuerzo y lo dinámica que es la sala de exhibiciones"
2020,"Un buen lugar para aprender datos y contemplar artefactos de diversas culturas en el mundo.
Realmente no tiene algo con qué interactuar dentro del museo, para los que les gusta disfrutar de eso."
2021,"Lugar muy bello en arquitectura, excelentes exposiciones, salas amplias y bien iluminadas."
2022,"Si de pasar un  buen fin de semana se trata, les recomiendo este museo en el cual encontraras, muy buenas salas con diferentes exposiciones."
2023,Esta bien el museo dentro del corazon de la Ciudad. Bastante entretenido
2024,"Hermoso recinto, bien conservado. La exposición actual de las antiguas civilización de Asia está muy completa. 🙏"
2025,"Excelente, no se termina de ver en un día tengo que volver para terminar el recorrido"
2026,Excelente lugar para conocer diversas culturas lejanas y desconocidas en nuestro país.
2027,Buen trato
2028,"Zapatero a sus zapatos...este museo es el que se adapta a lo que me gusta en su totalidad... amé estar aquí fue como viajar en el tiempo.
Amo mi patria mi México bello.
El país con más museos de LATAM."
2029,"excelente lugar, claro los museos son una atracción de lo mejor para quienes disfrutan el enriquecimiento cultural!!"
2030,Un lugar excelente ora conocer un poco de otras culturas
2031,"El edificio es interesante para visitar, en el museo se realizan exposiciones itinerantes, el acceso es gratuito para estudiantes."
2032,"Siempre es interesante el acudir a algún Museo en éste caso el ubicado en la Calle de Moneda Col Centro, es más recomendable llegar vía Metro Zócalo ya que hasta el día Domingo es muy problemático encontrar estacionamiento cercano. Esta vez el museo muestra las culturas del Mediterráneo y el cómo desde A.C fueron avanzando en diferentes ámbitos hasta lograr el dominio al paso del tiempo por la cultura Romana pasando antes por los Griegos Fenicios y Persas, en ésta ocasión la exposición es muy cortita pero si sustancial y adopta encantos para despertar al menos la curiosidad de tantos chiquitines que andaban por ahí haciendo resúmenes de su estancia seguramente para cumplir su taréa. Es muy recomendable fomentar la cultura, pero: Maestros recuerden que las cosas más grandes y profundas las hacemos por gusto y no por obligación ! Muchos niños enfadados llenando cuadernos y planas de información ."
2033,Tantos buenos museos en cdmx lo que falta el tiempo para visitarlos. Muy bello lugar su edificio precioso.
2034,"Hermoso edificio y espectaculares exposiciones, con el plus de que la entrada es gratuita."
2035,Recomiendo ir con más de tres horas tiempo ya que el museo es grande
2036,"Me encantó. La entrada me fue libre por ser estudiante, pero es muy barata para el público en general. El personal es amable y el museo es muy bonito, con muchos detalles sobre las culturas más importantes del mundo. No olviden subir al segundo piso."
2037,"Este museo cuenta con obras muy importantes de arte antiguo, algunas originales, otras copias excelentes.
Muy bien explicadas las cartelas.
A la entrada se encuentra el último mural pintado por Rufino Tamayo y que ha sido restaurado en años recientes.
Además siempre tiene exposiciones temporales muy interesantes."
2038,"Acceso gratuito. Tienes muchos salones con distintos tipos de culturas, video, fotografía, pinturas, Artesania, etc.
NO puedes NO VISITAR! PASO OBLIGADO"
2039,"Excelente exposición la que se presenta, muy interesante y educativo."
2040,"Museo de las tres culturas, dentro de Palacio Nacional. Excelente museo con diversos temas Mexicanos y del mundo. Preparate para subir y bajar escaleras."
2041,"Excelente museo, siempre hay exposiciones muy amenas e interesantes"
2042,"Es un Museo maravilloso, ideal por sus contenidos para conocer diversas culturas del mundo, literalmente. Hay diversas actividades, conferencias y talleres. Genial."
2043,"Uno de mis museos favoritos , con mucha variedad todo el año exelente experiences!!!"
2044,La entrada es libre y es bastante grande tiene muy buenas colecciónes tanto temporales como permanentes
2045,"Creo que las exposiciones permanentes son muy interesantes y tienen piezas muy valiosas, además de las charlas y conferencias que suelen tener. Pero siempre las exposiciones temporales también son una gran sorpresa y oportunidad de aprender más, además de que el recinto es muy bonito. Recomiendo revisar periódicamente la página para estar al tanto de las exposiciones y otras actividades que realicen."
2046,El lugar está muy bien conservado y las exposiciones y actividades interesantes.
2047,"Muy completo, interesante, amplio, limpio, fluido y gratuito.
Cuenta con muchas salas, por lo que el contenido es variado."
2048,Es un museo maravilloso que te enseña sobre las diferentes culturas que albergan en nuestro planeta.
2049,"El único Museo en la Ciudad de México con obras originales y réplicas de Historia Universal de la Antigüedad, vale la pena visitarlo, todos los días la entrada es libre"
2050,"Excelente, muchas exposiciones, puedes elegir la que más te guste o simplemente visitarlas todas y conocer un poco más de cada cultura"
2051,Muy colonial como todo lo del centro histórico baños limpios y al final me encontré a los expositores de la expo de El pulque y me regalaron pulque y me encantó que mi novio encontró su publicidad y así asistimos el día de la apertura
2052,"Es un gran recinto cultural, con buenas exposiciones como ""Egipto Faraónico"", y las ""Bataclanas"", visitenlo."
2053,"Es un recinto del conocimiento con mucho que enseñarnos sobre datos específicos no solo de historia, sino de tradición cultural, costumbres, ideosincracias de otros países, vale mucho la pena visitar este museo."
2054,"Muy interesante las exhibiciones, culturales y entretenidas"
2055,"Mi primer vista y quedé gratamente sorprendido con la diversidad que tienen, mucha información, en verdad interesante que sale de la obviedad, mostrada de forma clara."
2056,Buenas exposiciones pero mal organizado...no hay información ni señalamientos así que camina uno sin ton ni son por el museo...aún así no deja de ser interesante
2057,"Un gran lugar para visitar, conocer de las culturas clásicas. Hay biblioteca. Además de exposiciones temporales, talleres, visitas guiadas, eventos especiales y juegos de mesa para niños. Todo lo anterior gratuito. Hay también una tienda interesante.

Los talleres están regular, según son para niños. Los sabados son a las 12 y a las 2. Los domingos son a las 11. Duran 2 horas.

Para las visitas guiadas hay que entregar una solicitud en el área educativa, indicar cuántos niños, maestros, etc. Realizan algunas dramatizaciones didácticas con difraces de acuerdo a la época y cultura.

Los juegos de mesa son después de la 1 de la tarde los fines de semana, si es que no hay eventos.

Deja mucho que desear el personal en paquetería para grupos, les falta ser atentas, organizadas y dar sus indicaciones claras, y evitar tener actitudes grotescas."
2058,Muy bien. Gratis. Como en todos los museos no se ingresan alimentos.
2059,Fascinante museo hay muchas cosas que no habia visto vale la pena
2060,Excelente lugar muy buenas exhibiciones
2061,Un museo maravilloso tanto por las exposiciones como por el edificio incluyendo los artículos de la tienda. Altamente recomendable
2062,"En este lugar podrás encontrar extensa historia de las culturas que marcaron al planeta y ala historia humana.
100% Recomendable para todas las edades
Lo mejor de todo es que es gratis la entrada al lugar."
2063,"Ese museo siempre me ha gustado, es grande y cuanta con exposiciones muy interesantes"
2064,Las expocisiones son bastante interesantes y el museo es bastante tranquilo al igual que el personal se muestra muy amable
2065,"Es un museo muy bien planeado, tiene eventos y actividades tanto para adultos como para niños. Muy recomendable para visitar con tiempo ya que cuenta con varias salas. Y las exposiciones temporales imperdibles."
2066,"Fue una experiencia muy buena. Fui al evento del año nuevo chino y las exposiciones de China y de Japón. El personal muy atento, instalaciones muy limpias, el evento muy bien organizado y muy bueno."
2067,"Divertido si gustan de la cultura, tiene exposiciones temporales y otras de planta de todo tipo, además cuentan con recorridos guiados , excelente para locales y turistas"
2068,"Este museo está ubicado en la calle de Moneda a un costado de Palacio Nacional y está dedicado a las diversas culturas del mundo, tanto pasadas como presentes. Las salas de la planta baja están dedicadas a antigua Mesopotamia, Egipto, Grecia, Roma, mientras que el primer piso está dedicado a las culturas de China, Corea y Japón. La entrada es gratuita."
2069,"Es un lugar muy bonito, me dejó sorprendida, solo íbamos a la exposición de K-pop pero valió la pena, todo!"
2070,"Buen lugar para conocer diversas culturas del mundo, es necesario ir con bastante tiempo para poder captar y disfrutar la información que nos ofrece el museo."
